m0_binning   50  10  500  10
m12_binning  26  100  350  10
NscanPoints  1300
    m0    m12      Xsec     n_sig    n_sb    n_sig_sl   n_sb_sl  n_sig_ldp  n_sb_ldp
    30    320       1.166    375     55    224     38     48     15
    30    330       0.975    336     53    205     47     29     16
    30    340       0.817    344     34    232     31     41     14
    30    350       0.687    311     30    208     32     42     13
    40    100    9340.000      2      0      0      1      0      0
    40    110    3652.000      6      2      0      1      1      1
    40    120     306.400     44     29      4      8     12      3
    40    130     164.900     61     39     25     15      6     14
    40    140     107.100     90     80     28     42     15     13
    40    150      73.830     90     66     30     37     13     12
    40    160      52.330    133     73     38     31     21     15
    40    170      38.530    152     84     45     23     26     28
    40    180      28.480    182     76     57     34     21     13
    40    190      21.190    214     73     52     26     18     18
    40    200      16.260    260     82     79     32     34     18
    40    210      12.500    281     83     75     20     31     24
    40    220       9.642    298     79     92     19     30     24
    40    230       7.556    303     95    107     29     30     16
    40    240       6.006    322     81    127     35     29     24
    40    250       4.812    358     76    155     40     39     12
    40    260       3.802    356     62    176     32     44     19
    40    270       3.093    375     68    187     33     36     18
    40    280       2.496    367     63    154     45     38     20
    40    290       2.075    372     66    170     33     47     20
    40    300       1.683    359     50    218     31     44     15
    40    310       1.383    395     46    235     42     39     16
    40    320       1.146    374     66    212     41     46     18
    40    330       0.956    373     56    211     34     40     12
    40    340       0.803    362     51    234     23     37     21
    40    350       0.676    359     33    211     22     59     18
    50    100    9202.000      4      1      0      1      1      0
    50    110    3557.000      5      4      0      1      0      1
    50    120     295.200     47     37     16     12      9      8
    50    130     162.600     63     50     23     22      9     16
    50    140     106.000    102     49     26     20     12     18
    50    150      72.510    110     75     48     22     19     18
    50    160      52.230    124     83     46     15     16     19
    50    170      37.990    146     86     42     30     14     17
    50    180      28.190    190     86     53     26     27     27
    50    190      20.880    194     72     76     28     19     23
    50    200      15.960    228     73     83     34     29     10
    50    210      12.300    244     81     85     39     28     26
    50    220       9.520    296     80     81     28     43     28
    50    230       7.523    342     82     89     35     42     24
    50    240       5.970    360     80    135     41     33     31
    50    250       4.770    353     77    141     34     37     25
    50    260       3.783    329     77    133     37     21     17
    50    270       3.074    350     87    154     31     34     13
    50    280       2.500    372     60    185     34     26     20
    50    290       2.026    366     59    164     47     41     21
    50    300       1.678    400     57    203     38     48     24
    50    310       1.365    418     62    198     32     40     18
    50    320       1.142    400     45    183     37     55     16
    50    330       0.957    386     47    236     40     42     24
    50    340       0.800    376     39    208     40     51     22
    50    350       0.667    362     41    226     41     54     17
    60    100    9043.000      0      2      0      1      0      1
    60    110    3430.000      6      3      1      1      2      2
    60    120     292.200     61     39      9      8      7      5
    60    130     161.800     72     61     19     23      9     14
    60    140     102.900     97     67     36     21     21     20
    60    150      71.510    106     73     30     29     15     17
    60    160      50.920    138     66     42     38     11     24
    60    170      37.740    167     93     45     36     25     18
    60    180      27.860    176     75     60     31     25     30
    60    190      20.950    218     88     87     21     31     21
    60    200      15.760    244     87     56     33     30     13
    60    210      12.090    286    104     90     29     33     16
    60    220       9.651    261     86    105     43     39     21
    60    230       7.458    298     94    102     40     44     18
    60    240       5.843    376     82    102     28     41     19
    60    250       4.654    389     92    120     26     42     20
    60    260       3.748    336     82    146     27     36     26
    60    270       3.036    371     71    136     40     40     21
    60    280       2.457    369     71    167     28     56     27
    60    290       2.001    369     64    160     39     44     19
    60    300       1.663    453     79    180     40     49     26
    60    310       1.372    424     59    176     34     57     21
    60    320       1.135    476     56    198     41     58     23
    60    330       0.949    439     49    234     37     61     23
    60    340       0.795    438     50    219     31     62     18
    60    350       0.672    395     30    214     29     48     20
    70    100    8951.000      1      2      0      1      1      1
    70    110    3300.000      6      1      2      1      1      2
    70    120     279.400     35     45      5     12      6     10
    70    130     156.900     82     60     18     19     10      9
    70    140     101.600    118     62     24     29     13     11
    70    150      70.680    107     83     34     26     17     12
    70    160      50.610    141     73     53     30     16     18
    70    170      36.870    136     68     76     33     31     19
    70    180      27.240    213     83     66     30     17     19
    70    190      20.350    202     74     71     30     22     18
    70    200      15.660    216     85     64     29     31     23
    70    210      11.990    271    100     90     37     32     29
    70    220       9.381    275     95     83     32     39     28
    70    230       7.340    334     84    107     40     37     28
    70    240       5.890    320     79    115     34     41     28
    70    250       4.587    349     80    118     33     39     19
    70    260       3.690    377     87    122     25     38     22
    70    270       2.950    409     68    142     38     41     24
    70    280       2.468    394     85    132     27     50     25
    70    290       1.969    372     68    179     40     47     18
    70    300       1.645    459    104    148     36     54     24
    70    310       1.359    496     89    221     30     57     35
    70    320       1.116    448     70    180     26     64     28
    70    330       0.939    466     60    224     39     66     19
    70    340       0.779    411     34    195     27     69     27
    70    350       0.661    427     47    236     30     44     25
    80    100    8796.000      1      1      0      1      1      0
    80    110    3135.000      3      5      2      1      1      0
    80    120     270.300     50     46      8     14      8     11
    80    130     152.100     94     58     15     21     11      9
    80    140     100.000    121     61     20     25     14     11
    80    150      68.570    103     68     27     26     19     18
    80    160      49.280    161     69     41     40     20     24
    80    170      36.540    157     86     52     38     27     27
    80    180      26.600    189     84     76     43     25     23
    80    190      20.140    201     70     74     37     23     18
    80    200      15.360    221     73     88     48     25     19
    80    210      11.850    264     95     86     35     28     21
    80    220       9.228    292     90     88     33     37     26
    80    230       7.190    328    104     91     44     37     21
    80    240       5.725    314     86    100     34     34     24
    80    250       4.554    336     76    119     33     55     21
    80    260       3.669    342     82    114     47     39     28
    80    270       2.935    387     68    126     33     61     31
    80    280       2.414    401     94    127     19     63     25
    80    290       1.949    411     80    158     34     55     36
    80    300       1.601    512     85    176     43     84     32
    80    310       1.328    549    106    171     28     69     39
    80    320       1.112    517     75    182     38     96     40
    80    330       0.930    507     77    218     30     79     35
    80    340       0.779    463     65    189     26     73     33
    80    350       0.653    415     71    222     37     67     28
    90    100    8663.000      3      4      1      1      0      0
    90    110    2962.000      7      4      1      2      1      2
    90    120     260.400     40     44      8      9     12     11
    90    130     148.900     78     63     15     18     10     13
    90    140      97.930    110     59     22     26     19     20
    90    150      67.580    138     68     30     25     17     18
    90    160      48.330    142     96     41     34     18     17
    90    170      35.730    176     97     50     33     23     20
    90    180      26.480    209     85     73     37     24     21
    90    190      20.160    226     77    101     37     16     22
    90    200      15.130    236     87     94     56     29     23
    90    210      11.660    276     82     98     33     27     21
    90    220       9.205    292     90     93     44     32     26
    90    230       7.210    279     87    125     41     32     23
    90    240       5.613    330     79    132     29     37     30
    90    250       4.521    343    100    140     35     39     30
    90    260       3.624    354     90    121     31     51     28
    90    270       2.919    331     83    117     41     46     26
    90    280       2.378    366     86    136     43     44     31
    90    290       1.942    391     97    145     47     51     36
    90    300       1.592    523    108    160     40     89     39
    90    310       1.326    588    114    136     31    108     46
    90    320       1.090    589     86    167     30    114     45
    90    330       0.920    593     91    191     22     88     37
    90    340       0.758    547     87    209     35     84     29
    90    350       0.645    517     54    204     29     73     36
   100    100    8327.000      5      2      0      0      1      1
   100    110    2775.000      4     12      1      3      1      0
   100    120     251.800     59     49     16      7      5     14
   100    130     145.200     97     48     17     18     13     22
   100    140      95.300    141     78     25     21     10     21
   100    150      65.560    138     86     43     28     25     25
   100    160      47.310    157    100     50     30     16     20
   100    170      35.140    178     89     49     38     27     27
   100    180      25.790    229    104     71     31     28     28
   100    190      19.360    201     88     71     32     29     24
   100    200      14.950    267     71    107     44     28     22
   100    210      11.530    282     89    105     44     48     14
   100    220       8.785    319    100    103     42     37     20
   100    230       7.024    290     95    118     29     44     26
   100    240       5.541    300     75    137     44     36     26
   100    250       4.442    334     65    126     33     42     18
   100    260       3.568    338     83    131     33     51     25
   100    270       2.902    366     86    126     44     54     36
   100    280       2.325    366     89    161     30     51     24
   100    290       1.923    401     89    158     30     55     28
   100    300       1.562    541    111    175     49    116     58
   100    310       1.290    637    128    165     36    125     65
   100    320       1.091    611    109    165     29    105     60
   100    330       0.893    660    113    161     26    119     44
   100    340       0.749    623    104    163     29    117     40
   100    350       0.640    606     82    153     28     95     33
   110    100    8063.000      2      3      0      0      0      0
   110    110    2545.000      9      6      0      4      1      3
   110    120     242.700     65     50     15     14     11     17
   110    130     140.400    120     89     11     15     13     21
   110    140      91.750    133     78     28     20     24     14
   110    150      64.470    138     94     32     30     22     27
   110    160      45.960    202     95     42     36     31     22
   110    170      34.100    204     97     56     25     26     39
   110    180      25.070    243    107     67     31     20     26
   110    190      19.260    245    106     82     44     32     37
   110    200      14.610    248     99     95     36     38     34
   110    210      11.310    243     66    117     55     30     16
   110    220       8.895    304    103    130     40     28     21
   110    230       6.951    315     88    134     32     20     27
   110    240       5.435    306     85    147     36     42     30
   110    250       4.408    339     87    117     35     48     24
   110    260       3.531    347     83    131     44     51     25
   110    270       2.839    365     99    131     39     70     44
   110    280       2.313    367     81    150     30     49     33
   110    290       1.882    360     98    157     43     59     42
   110    300       1.560    589    107    162     39    133     79
   110    310       1.287    640     97    167     29    129     45
   110    320       1.064    602    122    181     27    118     66
   110    330       0.881    671    107    192     28    107     59
   110    340       0.741    660    106    155     33    127     47
   110    350       0.634    669     84    177     30    144     53
   120    100    7940.000      2      1      1      0      2      0
   120    110    2340.000      1      6      3      0      1      1
   120    120     231.200     74     62     13     15     21     30
   120    130     136.300     99     74     21     22     14     19
   120    140      89.710    143     83     25     18     17     24
   120    150      62.600    176    108     27     28     24     29
   120    160      45.020    218    100     43     25     28     31
   120    170      33.040    220     96     67     38     18     25
   120    180      24.940    228    119     61     20     23     39
   120    190      18.750    255    100     74     32     31     32
   120    200      14.400    308    103     76     33     34     33
   120    210      11.000    287    114     90     32     40     41
   120    220       8.572    356    120    111     43     45     37
   120    230       6.709    342     86    134     44     44     31
   120    240       5.390    355     79    162     36     45     22
   120    250       4.315    325     85    145     41     52     27
   120    260       3.433    368     75    131     34     42     26
   120    270       2.836    341     87    145     39     52     35
   120    280       2.285    382     76    143     43     59     31
   120    290       1.870    410     90    122     32     55     33
   120    300       1.533    594    139    175     28    121     59
   120    310       1.272    657    114    160     34    123     58
   120    320       1.045    650    127    177     26    129     50
   120    330       0.875    665    128    193     45    142     66
   120    340       0.734    684    100    145     38    152     65
   120    350       0.616    746    124    177     25    140     60
   130    100    7545.000      2      3      1      0      0      1
   130    110    2061.000      7     11      1      1      1      5
   130    120     222.900     88     65     14      8     20     16
   130    130     131.400    137     93     22     18     27     19
   130    140      87.570    157     95     29     23     25     27
   130    150      60.460    189    106     38     30     23     39
   130    160      44.430    200    102     45     39     24     33
   130    170      32.560    208    124     62     29     33     40
   130    180      24.330    288    111     54     44     38     46
   130    190      18.290    268    124     84     38     35     22
   130    200      14.030    318    113     95     35     38     32
   130    210      10.810    333    131     94     37     44     30
   130    220       8.504    345    112    120     47     42     33
   130    230       6.720    330    121    107     57     62     41
   130    240       5.306    385     90    177     70     42     26
   130    250       4.234    355     86    138     62     47     24
   130    260       3.420    351     81    152     63     56     22
   130    270       2.760    370     92    168     42     62     38
   130    280       2.235    346     81    185     37     67     22
   130    290       1.831    411     84    165     38     66     32
   130    300       1.516    595    126    172     47    125     72
   130    310       1.249    659    142    170     33    132     77
   130    320       1.030    717    125    196     35    142     81
   130    330       0.867    728    107    176     36    162     72
   130    340       0.721    699    106    176     40    151     62
   130    350       0.613    743    110    172     33    139     60
   140    100    7348.000      3      7      2      0      0      2
   140    110    1776.000      8     13      1      7      4      3
   140    120     210.600     90     86     13     16     19     31
   140    130     126.900    146    108     16     34     11     30
   140    140      84.650    199    119     32     27     21     34
   140    150      58.950    199    126     29     35     24     34
   140    160      43.090    212    120     41     25     39     38
   140    170      31.630    267    122     55     36     41     33
   140    180      23.760    257    146     55     22     38     30
   140    190      18.120    319    111     61     45     46     37
   140    200      13.750    321    121     70     46     45     23
   140    210      10.630    347    139     96     44     57     29
   140    220       8.274    373    110    115     49     46     32
   140    230       6.528    397    118    115     47     60     32
   140    240       5.155    392    126    122     51     64     36
   140    250       4.148    379    100    160     57     63     44
   140    260       3.344    397    101    156     39     61     36
   140    270       2.709    357     87    158     55     69     34
   140    280       2.218    402    107    165     26     78     36
   140    290       1.794    399     81    172     48     66     39
   140    300       1.503    671    134    149     47    136     65
   140    310       1.226    689    143    179     42    139     65
   140    320       1.029    758    129    193     43    154     65
   140    330       0.864    680    116    187     33    139     68
   140    340       0.720    755    104    187     43    159     66
   140    350       0.610    777    110    186     38    170     63
   150    100    6950.000      2      3      0      3      1      1
   150    110    1435.000     17     19      4      2      6     10
   150    120     205.400    102    118     16     25     18     24
   150    130     122.300    153    119     24     26     29     33
   150    140      82.430    179    131     35     25     26     42
   150    150      57.620    231    152     38     34     36     42
   150    160      41.470    246    143     38     38     36     50
   150    170      30.880    227    123     46     44     39     45
   150    180      23.250    288    125     64     36     48     42
   150    190      17.500    306    140     76     34     51     49
   150    200      13.490    311    122     85     33     40     45
   150    210      10.370    323    133     95     48     63     50
   150    220       8.142    385    117    102     40     61     43
   150    230       6.437    416    134    117     48     55     44
   150    240       5.146    389    123    126     49     70     46
   150    250       4.101    490    125    122     40     88     47
   150    260       3.288    313     76    166     69     63     31
   150    270       2.668    401    102    156     48     59     36
   150    280       2.171    450     94    173     48     74     44
   150    290       1.783    432     73    164     42     55     38
   150    300       1.474    704    163    177     43    163     83
   150    310       1.211    754    160    181     48    149     88
   150    320       1.016    747    150    187     33    159     67
   150    330       0.838    752    119    175     37    165     70
   150    340       0.700    729    145    182     33    138     83
   150    350       0.594    821    101    191     23    156     85
   160    100    6605.000      3      4      1      0      2      1
   160    110    1047.000     28     26      6      4      2     10
   160    120     194.900    110    101     14     22     17     33
   160    130     117.900    146    125     34     23     37     42
   160    140      78.900    191    142     34     36     33     38
   160    150      55.650    233    155     36     46     46     44
   160    160      39.830    253    166     47     30     44     50
   160    170      29.970    296    152     44     37     44     42
   160    180      22.220    294    145     64     37     53     48
   160    190      17.100    312    144     67     41     52     56
   160    200      13.050    326    128     68     34     52     39
   160    210      10.300    353    114     95     39     70     49
   160    220       8.025    397    137    103     55     55     41
   160    230       6.330    457    139    122     50     75     44
   160    240       5.034    477    131    123     40     70     39
   160    250       4.024    420    109    117     40     93     67
   160    260       3.260    501    135    112     45     75     60
   160    270       2.632    503    128    137     39     95     63
   160    280       2.121    469    118    172     53     70     56
   160    290       1.758    449     94    141     37     84     44
   160    300       1.455    738    163    184     44    147     93
   160    310       1.202    738    127    175     45    162     98
   160    320       0.991    717    143    185     38    141     72
   160    330       0.829    774    150    202     41    167     70
   160    340       0.697    747    121    180     38    179     87
   160    350       0.586    717    128    173     42    172     56
   170    100    6061.000      2      4      1      1      1      1
   170    110     723.000     31     31      3     10      8     12
   170    120     186.000    141    106     16     16     31     34
   170    130     113.700    162    152     19     27     39     56
   170    140      76.940    207    164     33     37     46     53
   170    150      53.690    250    179     44     32     46     51
   170    160      39.200    285    163     50     31     46     63
   170    170      29.050    307    162     51     35     46     52
   170    180      21.780    356    173     64     36     54     56
   170    190      16.820    329    132     77     48     56     45
   170    200      12.750    354    141     81     42     48     50
   170    210       9.982    348    148     91     38     69     51
   170    220       7.814    418    132    114     37     57     50
   170    230       6.196    435    159    116     41     59     53
   170    240       4.935    448    126    126     59     70     60
   170    250       3.947    451    128    129     44     90     72
   170    260       3.188    474    134    119     40    103     65
   170    270       2.589    539    137    125     45    101     79
   170    280       2.084    528    136    145     33     95     66
   170    290       1.711    552    108    147     53    113     41
   170    300       1.417    758    177    164     57    183     88
   170    310       1.183    815    158    189     40    195     81
   170    320       0.983    778    164    168     49    172     64
   170    330       0.813    801    144    213     46    166     82
   170    340       0.683    744    125    188     23    177     81
   170    350       0.571    794    144    195     42    170     86
   180    100    5553.000      2      7      2      3      4      0
   180    110     542.800     33     48      6      6      9     18
   180    120     175.900    117    132     23     20     22     43
   180    130     110.500    163    150     34     24     40     43
   180    140      73.640    217    196     30     38     39     57
   180    150      51.620    285    183     40     32     52     76
   180    160      38.050    293    185     55     35     57     53
   180    170      28.310    369    189     63     36     56     52
   180    180      21.080    366    152     67     40     62     53
   180    190      16.220    365    146     80     46     72     54
   180    200      12.420    416    163     74     44     60     50
   180    210       9.718    444    146     94     47     54     42
   180    220       7.529    446    139    115     53     70     44
   180    230       6.044    444    164    109     56     69     37
   180    240       4.791    475    124    148     45     90     67
   180    250       3.899    494    145    134     42     80     58
   180    260       3.103    529    137    126     32     91     58
   180    270       2.518    548    154    146     28     88     64
   180    280       2.065    561    128    142     39     93     64
   180    290       1.681    561    135    147     42    112     74
   180    300       1.380    732    169    168     54    204     98
   180    310       1.146    822    186    191     42    178    101
   180    320       0.956    827    151    210     42    175     92
   180    330       0.802    812    157    198     46    172     96
   180    340       0.677    839    137    202     38    172     63
   180    350       0.567    848    114    218     33    172     66
   190    100    4983.000      0      2      0      3      1      1
   190    110     443.300     65     43      7      9     20     21
   190    120     168.700    121    108     19     30     29     37
   190    130     105.500    177    164     19     31     39     54
   190    140      71.930    232    200     33     44     42     63
   190    150      50.400    265    216     52     48     58     65
   190    160      37.000    300    229     64     32     57     61
   190    170      27.320    386    197     88     54     52     73
   190    180      20.510    397    216     79     42     47     69
   190    190      16.020    417    174     89     57     69     69
   190    200      12.200    421    180     90     49     69     56
   190    210       9.446    414    156    100     47     73     66
   190    220       7.443    459    164    104     55     61     58
   190    230       5.866    508    169    114     47     76     49
   190    240       4.727    485    152    135     51     74     65
   190    250       3.772    523    141    117     48     92     80
   190    260       3.050    510    133    140     43    102     70
   190    270       2.469    590    118    124     47    125     62
   190    280       2.014    537    157    134     51    114     63
   190    290       1.646    557    129    157     37    103     51
   190    300       1.357    831    183    162     44    187    106
   190    310       1.121    883    165    195     51    193    105
   190    320       0.942    842    174    206     46    205     82
   190    330       0.787    858    162    207     33    190     82
   190    340       0.661    867    157    204     39    207     99
   190    350       0.561    842    144    197     39    200     71
   200    100    4427.000      1      4      0      1      0      1
   200    110     378.000     66     53     13     16     15     23
   200    120     161.700    127    116     21     21     27     46
   200    130     100.600    168    170     24     27     40     59
   200    140      69.070    249    176     42     40     42     58
   200    150      48.700    252    242     64     40     59     62
   200    160      35.580    352    220     83     63     70     74
   200    170      26.640    408    238     69     53     69     72
   200    180      19.970    427    212     92     32     50     71
   200    190      15.440    452    186     98     39     67     80
   200    200      11.820    497    179    111     51     79     50
   200    210       9.253    475    169    105     41     76     59
   200    220       7.306    485    169    118     49     85     69
   200    230       5.768    476    145    139     47     85     54
   200    240       4.592    544    170    153     45     80     63
   200    250       3.752    513    144    151     52    105     74
   200    260       3.007    540    135    141     52     90     84
   200    270       2.412    564    136    142     38    115     69
   200    280       1.973    551    164    138     44    112     52
   200    290       1.633    568    128    162     45    116     56
   200    300       1.335    768    204    208     41    197     85
   200    310       1.103    859    152    196     55    202    109
   200    320       0.925    900    169    221     45    185     87
   200    330       0.780    868    145    185     37    185     77
   200    340       0.656    872    117    211     41    171     75
   200    350       0.545    881    142    224     39    200     70
   210    100    3984.000      1      2      0      0      2      2
   210    110     340.400     33     35      1      5      4     14
   210    120     154.100    104    130     22     24     29     36
   210    130      97.190    179    174     36     37     33     44
   210    140      66.670    246    216     44     46     53     79
   210    150      46.820    326    213     44     51     47     89
   210    160      34.390    350    222     68     49     65     80
   210    170      25.870    422    242     93     44     68    103
   210    180      19.580    391    209    103     54     82     75
   210    190      14.940    466    209    105     61     74     74
   210    200      11.510    488    193    118     55     66     67
   210    210       9.061    502    186    114     52     80     61
   210    220       7.101    515    179    140     49     75     77
   210    230       5.643    514    190    141     53     85     76
   210    240       4.491    551    163    137     45    110     61
   210    250       3.608    518    168    154     47     96     79
   210    260       2.935    533    172    155     51    119     79
   210    270       2.357    593    125    163     52    132     63
   210    280       1.970    571    119    161     38    108     88
   210    290       1.591    586    153    151     39    117     59
   210    300       1.302    822    183    192     48    197     87
   210    310       1.105    810    160    179     52    190    132
   210    320       0.914    864    153    204     37    175     96
   210    330       0.762    838    151    187     31    198    102
   210    340       0.640    881    165    214     39    190     90
   210    350       0.542    877    122    215     45    217     74
   220    100    3683.000      0      3      1      0      1      2
   220    110     308.800     22     30      2     12      9     17
   220    120     146.900    149    155     31     12     29     48
   220    130      93.330    187    190     32     32     56     65
   220    140      63.560    228    217     56     50     50     73
   220    150      45.210    320    242     63     51     59     83
   220    160      33.660    360    243     60     51     55     79
   220    170      24.880    422    257     89     58     94     85
   220    180      18.810    464    258    101     54     87     92
   220    190      14.490    512    260    113     57     72     76
   220    200      11.250    523    218    102     64     81     92
   220    210       8.676    530    189    137     50     83     74
   220    220       6.959    545    179    135     55    104     78
   220    230       5.509    570    175    127     59    108     88
   220    240       4.434    565    158    152     45     92     75
   220    250       3.555    561    157    142     53    115     80
   220    260       2.866    567    165    166     38    120     79
   220    270       2.341    570    158    163     48    123     87
   220    280       1.899    588    139    147     44    126     70
   220    290       1.557    562    131    166     68     90     59
   220    300       1.313    778    192    193     47    198    110
   220    310       1.083    876    175    214     51    190     84
   220    320       0.902    866    180    192     47    211     89
   220    330       0.748    860    143    209     41    201    103
   220    340       0.636    893    180    217     37    205     75
   220    350       0.529    830    136    202     46    230     68
   230    100    3401.000      2      0      0      0      0      0
   230    110     279.300     16     30      2      7     11     10
   230    120     140.400     56     81      8     12     16     25
   230    130      89.670    195    178     25     35     34     57
   230    140      61.230    246    216     49     55     59     95
   230    150      43.540    308    238     69     43     53     79
   230    160      32.570    357    288     67     45     79    100
   230    170      23.970    397    269    101     58     83     80
   230    180      18.300    457    265    109     74     93    114
   230    190      14.090    502    257    113     65     76    105
   230    200      10.910    525    231    130     69    106     91
   230    210       8.562    555    210    136     46     86     86
   230    220       6.795    607    228    154     50     90     90
   230    230       5.377    570    198    141     68    110     68
   230    240       4.323    587    181    175     54    110     85
   230    250       3.428    529    188    157     66    112     98
   230    260       2.836    614    160    165     65     98     75
   230    270       2.281    621    154    166     46    103     75
   230    280       1.870    619    133    160     55    115     80
   230    290       1.532    598    142    161     44    117     57
   230    300       1.289    851    189    217     45    205     89
   230    310       1.054    870    201    207     48    184     82
   230    320       0.874    880    166    214     46    198     92
   230    330       0.743    854    150    205     38    189     93
   230    340       0.617    873    152    237     36    204     69
   230    350       0.524    877    128    209     36    208     78
   240    100    3151.000      5      3      0      0      0      2
   240    110     259.100     28     31      5      7      8     18
   240    120     134.300     66     72      7      6     19     16
   240    130      85.560    177    201     46     46     41     77
   240    140      58.860    230    231     42     48     64     71
   240    150      42.800    265    214     68     61     62     79
   240    160      31.230    354    254     67     48     96    102
   240    170      22.930    405    267     91     82     78     88
   240    180      17.590    480    265    109     64     87    110
   240    190      13.540    572    252    116     80    111     87
   240    200      10.660    545    252    146     67    111     89
   240    210       8.397    627    235    147     46     93     66
   240    220       6.608    608    215    158     75     88     87
   240    230       5.207    629    210    158     72     93     87
   240    240       4.132    632    199    192     62    110     76
   240    250       3.395    610    180    152     55    140     91
   240    260       2.742    618    167    175     56    129     82
   240    270       2.237    611    176    151     54    123     80
   240    280       1.836    611    137    181     54    132     45
   240    290       1.515    607    127    201     41    125     64
   240    300       1.247    798    182    221     50    212     98
   240    310       1.039    841    178    215     46    196     92
   240    320       0.865    897    169    236     40    208     84
   240    330       0.719    879    163    227     51    210     76
   240    340       0.605    866    127    227     44    216     88
   240    350       0.518    868    137    224     39    217     74
   250    100    2834.000      4      0      0      0      1      5
   250    110     239.900     30     39      2      7      6     19
   250    120     127.300     64     70      9     12     13     23
   250    130      82.990     98     98     14     20     22     40
   250    140      57.000    225    235     45     52     45     96
   250    150      40.720    276    244     70     70     68    107
   250    160      29.760    369    266     79     65     84    107
   250    170      22.660    430    267     89     67     84    105
   250    180      17.120    493    262    113     57    108    102
   250    190      13.150    605    277    123     76     98    114
   250    200      10.340    597    244    151     72    114     87
   250    210       8.087    644    257    152     68    115    103
   250    220       6.492    648    240    160     59    112    112
   250    230       5.079    626    226    180     56    130     95
   250    240       4.087    666    182    198     50    132     92
   250    250       3.325    632    164    148     60    126     96
   250    260       2.688    660    171    185     60    118     78
   250    270       2.218    630    158    198     58    118     88
   250    280       1.795    614    127    194     51    131     83
   250    290       1.487    622    129    202     58    128     50
   250    300       1.228    872    179    229     49    218    103
   250    310       1.014    856    159    241     47    198    116
   250    320       0.852    887    148    218     48    210     86
   250    330       0.706    944    156    219     37    210     82
   250    340       0.592    900    145    264     35    209     88
   250    350       0.505    883    122    233     36    198     72
   260    100    2539.000      5      2      0      0      0      1
   260    110     224.500     31     35      3      7      8     17
   260    120     121.900     49     54     14     11     21     29
   260    130      79.580     93    118     13     17     19     45
   260    140      54.650    223    229     52     60     57    106
