m0_binning   100  10  1000  10
m12_binning  36  100  450  10
NscanPoints  3595
    m0    m12      Xsec     n_sig    n_sb    n_sig_sl   n_sb_sl  n_sig_ldp  n_sb_ldp
    30    240       5.971    149     48     47     20     12     17
    30    250       4.759    138     40     59     21     12     20
    30    260       3.819    168     45     71     32     14     22
    30    270       3.071    173     46     60     24     11     15
    30    280       2.491    179     36     73     23     16     17
    30    290       2.026    175     36     72     32     15     17
    30    300       1.674    189     34     85     22     15     15
    30    310       1.382    190     33     84     29     16     22
    30    320       1.145    198     31    110     25     18      9
    30    330       0.966    184     36    118     16     21     19
    30    340       0.805    215     25    108     25     19     24
    30    350       0.675    183     25    136     27     20     17
    30    360       0.570    190     25    133     18     31     17
    30    370       0.486    186     29    118     18     23     19
    30    380       0.416    180     25    137     16     32     10
    30    390       0.353    206     37    126     27     15     10
    30    400       0.303    204     23    138     17     13     10
    30    410       0.260    210     17    150     18     23     10
    30    420       0.224    166     17    129     16     16      5
    30    430       0.194    170      9    120     15     22     13
    30    440       0.166    154     20    142     15     22      7
    30    450       0.144    194     12    125     13     16     12
    40    100    2362.000      0      1      1      0      1      1
    40    110     368.100     13     22      1      3      0      9
    40    120     218.000     13     22      6      6      7      3
    40    130     143.100     21     33      2      3      2     12
    40    140      96.490     30     40      1      9      1     12
    40    150      68.080     23     40      8      9      5     14
    40    160      49.080     36     46      7      9      5     16
    40    170      35.820     47     55     11      6      5     15
    40    180      27.190     51     41      7     11      4     15
    40    190      20.660     66     64     13     16      6     15
    40    200      15.570     96     39     15     17      9     23
    40    210      12.000     80     44     25      9     13     20
    40    220       9.491    106     47     26     18     14     20
    40    230       7.375    129     43     36     25      8     16
    40    240       5.821    129     41     52     23     15     15
    40    250       4.693    139     56     64     21     14     19
    40    260       3.759    169     43     58     16     20     26
    40    270       3.038    170     52     54     14     19     16
    40    280       2.482    197     58     81     20      9     18
    40    290       2.033    193     50    100     23     13     18
    40    300       1.678    177     35    107     23     14     19
    40    310       1.365    196     31    106     24     10     15
    40    320       1.147    189     29     95     20     17      9
    40    330       0.954    204     33    115     20     15     14
    40    340       0.799    210     32    130     25     14     12
    40    350       0.683    199     35    114     20     14      9
    40    360       0.574    195     24    137     16     30     10
    40    370       0.478    197     19    119     26     27     19
    40    380       0.413    191     26    125     16     15     13
    40    390       0.354    215     30    134     16     19     15
    40    400       0.300    180     18    136     25     17      9
    40    410       0.258    170     19    129     22     18     14
    40    420       0.221    191     17    136     25     24     12
    40    430       0.192    177     19    142     19     27     11
    40    440       0.165    159     18    147     13     20      9
    40    450       0.143    179     13    127     11     15     12
    50    100    2330.000      4      3      0      0      0      2
    50    110     361.300      8     21      1      5      2     10
    50    120     213.800      9     30      1      3      2      5
    50    130     140.200     22     35      2      5      0     16
    50    140      96.420     25     46      8     14      4     15
    50    150      67.070     21     40      2     13      1     15
    50    160      48.870     27     46      5      9      4     29
    50    170      35.440     34     51      6     10      6     20
    50    180      26.780     50     56     14     14      8     18
    50    190      20.270     61     60     18     13      9     23
    50    200      15.550     77     59     25     10      6     15
    50    210      11.940     89     51     17     14      7     12
    50    220       9.268     89     54     21     19     11     14
    50    230       7.288    131     53     31     16     15     19
    50    240       5.860    149     46     44     13     10     20
    50    250       4.696    145     47     43     20     16     16
    50    260       3.737    151     38     51     17     17     18
    50    270       3.039    149     47     76     22     22     15
    50    280       2.442    201     54     62     24     20     21
    50    290       2.021    214     29     82     26     16     16
    50    300       1.669    180     42    113     40     16     22
    50    310       1.359    185     44    105     32     16     15
    50    320       1.138    200     29    102     25     11     11
    50    330       0.941    225     31    115     23     27     15
    50    340       0.796    191     28    125     27     14     11
    50    350       0.671    192     28    114     18     20     18
    50    360       0.565    227     21    135     19     18     11
    50    370       0.480    185     26    108     20     25     16
    50    380       0.405    205     28    113     22     16     15
    50    390       0.348    199     25    146     25     19     11
    50    400       0.297    199     14    129     18     24      9
    50    410       0.255    196     20    140     23     12      7
    50    420       0.221    193     17    134     12     15      7
    50    430       0.191    171     16    144     20     20      8
    50    440       0.165    206     19    132     16     13      8
    50    450       0.142    175     15    140     18     22      9
    60    100    2270.000      1      4      0      0      1      0
    60    110     354.500      4     17      0      2      0     11
    60    120     208.800     11     18      4      5      2     10
    60    130     138.100     13     24      4     13      6     11
    60    140      94.890     14     31      7      2      1     15
    60    150      66.670     20     52      2     12      3     16
    60    160      48.190     23     52      5     16      4     14
    60    170      35.620     53     55     10     15      5     23
    60    180      26.510     55     55     11     18      9     12
    60    190      19.840     58     55     19     17      2     21
    60    200      15.150     69     60     16     17      7     16
    60    210      11.720    101     50     24     14     11     21
    60    220       9.133    115     53     25     11      9     19
    60    230       7.248    108     55     29     11     10     13
    60    240       5.783    136     55     39     22     13     21
    60    250       4.620    160     66     38     18      7     13
    60    260       3.720    170     42     60     16     11     20
    60    270       2.992    166     41     77     21     23     19
    60    280       2.408    185     41     88     15     27     15
    60    290       1.989    201     43     73     18     13     20
    60    300       1.624    177     35     98     14     18     18
    60    310       1.348    202     42     93     33      8     13
    60    320       1.116    193     35    101     35     26     12
    60    330       0.936    211     35    108     20     26     16
    60    340       0.785    231     37    130     23     21     14
    60    350       0.659    224     26    127     24     18     17
    60    360       0.558    236     23    142     25     17     17
    60    370       0.474    224     41    108     23     22     10
    60    380       0.402    220     21    138     19     12      8
    60    390       0.341    211     14    146     28     17     10
    60    400       0.295    215     23    146     16     18     13
    60    410       0.254    211     12    159     18     19     11
    60    420       0.218    201     19    133     11     24      8
    60    430       0.190    200     19    140     15     21      6
    60    440       0.162    195     19    137     15     12      5
    60    450       0.141    184     10    132     15     22      3
    70    100    2202.000      0      4      0      2      0      2
    70    110     344.900     10     11      3      2      2      7
    70    120     204.100     12     24      3      3      2     13
    70    130     134.000     31     29      4      8      1      6
    70    140      91.570     20     34      3      7      4     12
    70    150      65.780     25     38      8      9      9     16
    70    160      47.640     38     42      7     13      8     17
    70    170      34.740     34     41     11     11      5     26
    70    180      25.810     49     49     13     21      7     22
    70    190      19.780     68     49     15     15     14     17
    70    200      14.940     75     48     22     16      5     13
    70    210      11.590    105     55     27     14      6     25
    70    220       9.095     85     49     26     19      9     20
    70    230       7.098    118     54     31     16     14     26
    70    240       5.667    160     49     38     16     12     24
    70    250       4.525    149     55     44     22     12     12
    70    260       3.665    166     47     40     17      5     23
    70    270       2.958    170     39     54     21     12     26
    70    280       2.406    196     55     67     20     17     22
    70    290       1.958    213     46     79     19     25     14
    70    300       1.621    187     47     96     27     23     18
    70    310       1.347    188     46     93     19     23     15
    70    320       1.112    244     38     97     25     18     20
    70    330       0.925    230     37    114     27     18     15
    70    340       0.766    236     34    112     26     19     17
    70    350       0.658    232     35    121     27     19     14
    70    360       0.557    219     33    129     20     33     13
    70    370       0.469    211     26    150     23     11     16
    70    380       0.394    218     31    141     16     22     10
    70    390       0.339    229     23    128     25     18     15
    70    400       0.292    184     27    158     18     20     11
    70    410       0.250    226     17    140     16     16     12
    70    420       0.216    206     19    139     20     16      9
    70    430       0.186    218     13    137     18     24      7
    70    440       0.161    202     14    125     10     25     11
    70    450       0.139    208     17    125     17     21      7
    80    100    2138.000      0      3      0      1      0      0
    80    110     337.700      9     19      3      4      0      5
    80    120     199.600     11     30      2      8      1      9
    80    130     132.100     13     28      0     10      2     14
    80    140      91.120     22     36      7     14      3      7
    80    150      64.240     28     52      7     15      5     20
    80    160      46.900     39     53      5     12      5     19
    80    170      34.470     35     69      9     11      6     22
    80    180      25.650     62     53      8     19      9     25
    80    190      19.490     69     54     16     19      8     18
    80    200      14.800     75     64     19     23      8     19
    80    210      11.600     66     47     20     20      9     21
    80    220       8.923     97     59     26     16      8     13
    80    230       7.065    119     72     31     22     16     23
    80    240       5.620    141     61     44     16      9     17
    80    250       4.450    153     58     50     16     16     14
    80    260       3.598    165     63     46     23     18     14
    80    270       2.910    171     43     74     16     12     18
    80    280       2.375    207     65     78     16     22     17
    80    290       1.950    232     34     84     13     13     22
    80    300       1.616    193     59     70     20     20     22
    80    310       1.326    203     49    104     22     15     25
    80    320       1.099    240     48    101     22     15     12
    80    330       0.916    253     39    108     15     20     20
    80    340       0.767    231     38    125     20     26     21
    80    350       0.643    239     32    113     19     19     20
    80    360       0.546    255     28    107     24     17      9
    80    370       0.462    243     40    146     15     20     24
    80    380       0.390    236     30    154     25     23     25
    80    390       0.338    201     30    155     15     22     13
    80    400       0.287    232     26    136     16     19     12
    80    410       0.247    242     29    149     14     19     11
    80    420       0.211    193     15    124     15     27     13
    80    430       0.182    235     15    141     17     24     11
    80    440       0.159    209     19    154     16     25     17
    80    450       0.138    201     11    162     14     22     11
    90    100    2092.000      0      5      0      2      0      2
    90    110     327.200      6     19      4      6      3     12
    90    120     193.800     11     34      2      3      4      6
    90    130     128.900     15     38      2     12      1     10
    90    140      87.890     20     39      4     10      3     14
    90    150      62.700     28     52     10     13     10     17
    90    160      44.900     34     65     13     16      6     19
    90    170      33.510     59     53     10     19      6     21
    90    180      25.240     56     48      7     15      5     26
    90    190      19.020     63     68     12     21      3     19
    90    200      14.720     54     58     23     19      9     20
    90    210      11.160     71     78     21     19      9     20
    90    220       8.832    104     45     27     22      8     25
    90    230       6.937    117     58     33     25     10     17
    90    240       5.551    111     70     37     17      6     24
    90    250       4.431    165     57     56     16     15     14
    90    260       3.558    152     50     57     19     21     18
    90    280       2.325    209     42     63     20     16     17
    90    290       1.918    223     44     60     28     19     18
    90    300       1.575    210     32     77     22     21     20
    90    310       1.315    198     41     96     16     16     16
    90    320       1.086    255     53     83     12     24     16
    90    330       0.904    265     45    102     19     19     12
    90    340       0.761    253     39    124     15     16     17
    90    350       0.633    250     33    122     19     23     20
    90    360       0.544    242     34    125     15     25     15
    90    370       0.455    270     33    152     20     27     20
    90    380       0.388    255     30    146     21     22     15
    90    390       0.330    238     29    129     20     19     17
    90    400       0.283    238     34    156     18     14      7
    90    410       0.242    235     29    119     13     29      8
    90    420       0.212    224     13    151     26     18     11
    90    430       0.183    211     19    149     13     17     16
    90    440       0.156    212     16    141     17     29      7
    90    450       0.137    177     15    147     15     21     11
   100    100    2004.000      2      7      1      0      0      3
   100    110     319.100     11     17      0      4      1      8
   100    120     191.900      7     26      2      5      5     14
   100    130     126.400     30     46      2     13      4     16
   100    140      85.510     36     32      5      8      6     22
   100    150      61.780     29     48      6     17      1     26
   100    160      44.800     40     46     10     15      3     17
   100    170      32.910     51     63     11     22      6     17
   100    180      24.890     63     54     11     10      8     20
   100    190      18.790     70     69     21     16      2     13
   100    200      14.290     68     64     19     18      7     29
   100    210      11.120     93     66     24     27     13     18
   100    220       8.673    111     57     39     23      6     29
   100    230       6.885     97     53     39     14     22     23
   100    240       5.401    129     55     43     24     15     19
   100    250       4.406    139     55     35     22     15     24
   100    260       3.513    146     48     47     29     19     24
   100    270       2.822    171     66     49     26     18     18
   100    280       2.314    193     47     63     28     26     33
   100    290       1.889    206     57     61     30     22     23
   100    300       1.554    220     55     74     15     23     17
   100    310       1.301    255     49     92     24     20     28
   100    320       1.073    249     46     99     13     26     23
   100    330       0.894    263     59    104     28     26     17
   100    340       0.756    256     41     98     23     38     24
   100    350       0.632    282     46    116     14     26     22
   100    360       0.532    300     43    103     14     39     18
   100    370       0.447    256     42    129     25     25     14
   100    380       0.379    280     40    144     14     34     15
   100    390       0.328    256     29    144     25     27     12
   100    400       0.280    272     32    135     13     31     15
   100    410       0.242    256     33    141     14     29     11
   100    420       0.206    217     23    131     21     16     16
   100    430       0.178    247     21    137     22     27      9
   100    440       0.156    215     17    138     14     22      8
   100    450       0.135    210     15    166     11     18     10
   110    100    1939.000      2      2      0      0      0      3
   110    110     309.900      4     21      1      9      5     18
   110    120     182.800      9     37      2      8      5     16
   110    130     121.600     18     50      0      7      3     18
   110    140      84.740     20     40      5     14      7     19
   110    150      60.250     38     47      5      8      9     16
   110    160      43.380     31     56      6     22      0     24
   110    170      32.040     49     61     10     15      5     28
   110    180      24.130     62     57     17     23      2     23
   110    190      18.330     62     57     16     13      8     25
   110    200      14.050     86     55     24     11      6     28
   110    210      10.990    107     66     31     19      6     25
   110    220       8.564     91     56     31     17     14     20
   110    230       6.745    111     47     32     28     12     28
   110    240       5.448    128     50     48     16     11     24
   110    250       4.327    155     53     48     28     10     30
   110    260       3.464    162     61     64     32     11     24
   110    270       2.791    157     69     59     30     20     24
   110    280       2.292    205     65     65     29     19     20
   110    290       1.840    199     50     75     20     17     27
   110    300       1.533    237     50     86     21     27     18
   110    310       1.277    209     48     83     24     23     31
   110    320       1.060    224     62     83     18     17     29
   110    330       0.882    275     59     94     34     21     25
   110    340       0.734    319     40     96     20     24     27
   110    350       0.627    270     49    118     25     35     19
   110    360       0.524    320     41    123     16     35     30
   110    370       0.444    307     49    112     15     29     24
   110    380       0.379    301     38    131     18     32     17
   110    390       0.322    256     32    157     20     26     17
   110    400       0.278    303     30    120     11     15     13
   110    410       0.237    268     25    123      9     28     10
   110    420       0.204    230     20    166      9     19     11
   110    430       0.176    258     16    147     20     22     10
   110    440       0.152    236     16    129     16     17     18
   110    450       0.133    239     19    145      9     24     13
   120    100    1846.000      1      7      0      2      1      1
   120    110     297.300     14     27      4      3      3     16
   120    120     180.000     17     46      4      3      2     24
   120    130     118.100     18     57      3      8      5     14
   120    140      82.240     34     62      1      9      3     28
   120    150      58.800     27     60      5     13      9     23
   120    160      42.420     52     62     13     10      6     24
   120    170      31.390     45     71     13     17     14     28
   120    180      23.650     55     81     13     20      6     27
   120    190      18.030     84     73     14     19      5     20
   120    200      13.910     81     73     30     19      6     28
   120    210      10.800     97     66     22     16      5     33
   120    220       8.464    113     66     35     16      4     30
   120    230       6.660    154     67     34     25     15     26
   120    240       5.287    111     66     40     21     11     30
   120    250       4.242    143     74     44     20     10     11
   120    260       3.398    130     52     59     29     13     27
   120    270       2.743    172     62     71     17     16     20
   120    280       2.225    183     56     60     22     19     27
   120    290       1.845    203     69     89     21     19     30
   120    300       1.511    205     50     73     28     25     21
   120    310       1.243    242     48     91     29     15     24
   120    320       1.051    230     45     86     28     20     21
   120    330       0.876    268     61     95     25     32     28
   120    340       0.727    292     50    113     16     32     39
   120    350       0.616    333     51    101     22     33     28
   120    360       0.518    325     53    103     14     39     23
   120    370       0.443    330     45    129     17     38     23
   120    380       0.373    325     48    118     14     37     23
   120    390       0.322    277     25    130     16     26     11
   120    400       0.273    327     41    138     14     30     17
   120    410       0.234    293     27    147     17     27     17
   120    420       0.203    270     23    156     17     28     15
   120    430       0.175    256     26    155     18     25     14
   120    440       0.150    253     13    145     12     22     10
   120    450       0.130    248     19    130      7     17     12
   130    100    1782.000      4      6      0      0      0      3
   130    110     289.500     11     39      1      3      7     21
   130    120     175.300     15     53      4      2      6     25
   130    130     114.300     29     46      3      7     10     21
   130    140      79.370     23     66      5      9      5     28
   130    150      57.120     27     64     11     12      3     25
   130    160      41.500     48     63      9     17      6     28
   130    170      30.880     46     80     10     16     10     29
   130    180      23.080     75     70     18     14      6     32
   130    190      17.400     75     87     18     14     12     29
   130    200      13.640     80     90     18     13      9     30
   130    210      10.550    112     74     25     24      9     39
   130    220       8.301    131     43     23     20     14     36
   130    230       6.513    140     70     36     23      9     24
   130    240       5.247    126     74     54     20     11     23
   130    250       4.189    149     59     69     35      5     31
   130    260       3.366    177     73     48     29     18     26
   130    270       2.678    171     62     61     32     10     27
   130    280       2.205    192     54     63     32     19     19
   130    290       1.830    200     76     74     25     24     26
   130    300       1.493    229     57     82     34     19     23
   130    310       1.232    225     60     62     20     22     23
   130    320       1.020    234     57    101     31     32     23
   130    330       0.849    265     73    106     31     32     32
   130    340       0.720    326     59     99     22     32     30
   130    350       0.607    307     56    111     17     36     29
   130    360       0.511    356     79    107     16     36     26
   130    370       0.431    355     58    115     13     37     29
   130    380       0.367    352     55    108     20     45     26
   130    390       0.316    351     30    128     23     38     27
   130    400       0.269    327     46    113     24     33     22
   130    410       0.229    319     36    138     14     33     17
   130    420       0.199    301     18    142     18     33     19
   130    430       0.171    281     34    142     17     37     10
   130    440       0.148    267     23    154     17     28     11
   130    450       0.130    240     23    140     22     27     11
   140    100    1711.000      6     11      1      2      0      5
   140    110     279.900     14     46      2      2      6     22
   140    120     167.200     21     60      1      5      7     26
   140    130     111.800     20     74      8     12      6     27
   140    140      76.880     23     50      6      9      3     30
   140    150      54.860     41     68      3     13      7     28
   140    160      40.370     38     84     12     10      9     28
   140    170      30.200     53     94     15     17     14     29
   140    180      22.640     66     96     12     20      9     32
   140    190      17.160     81     97     18     19     16     29
   140    200      13.310     86     94     13     20     11     46
   140    210      10.280     91     78     17     15     18     47
   140    220       8.119    117     96     17     23     15     44
   140    230       6.412    139     80     26     22     12     31
   140    240       5.111    159     69     51     27     12     37
   140    250       4.105    144     65     48     23     21     35
   140    260       3.278    148     65     42     25     14     29
   140    270       2.661    172     88     79     28     23     25
   140    280       2.159    179     64     64     38     15     41
   140    290       1.775    226     48     84     28     17     36
   140    300       1.461    237     53     73     25     26     29
   140    310       1.216    217     60     92     34     16     37
   140    320       1.010    233     67     95     24     24     21
   140    330       0.848    312     77    103     21     41     30
   140    340       0.703    306     68     92     26     38     38
   140    350       0.597    330     64    109     14     38     32
   140    360       0.504    333     49     70     20     50     27
   140    370       0.424    378     65    132     19     52     33
   140    380       0.362    363     44    107     25     51     29
   140    390       0.309    351     62    109     23     38     25
   140    400       0.269    345     48    123     12     44     20
   140    410       0.229    370     35    133     14     43     19
   140    420       0.197    289     36    119     18     38     15
   140    430       0.170    313     24    131     14     36     16
   140    440       0.145    326     24    140     24     29     22
   140    450       0.128    296     17    164     11     29     14
   150    100    1604.000      2      9      0      1      2      4
   150    110     271.500     21     42      2      4      4     21
   150    120     164.400     29     52      4      8     10     39
   150    130     108.200     32     73      2     14      6     26
   150    140      74.840     27     88      2      6      6     32
   150    150      53.420     48     97      6      7      7     35
   150    160      39.310     68    102      4     13      9     40
   150    170      29.000     51     86      7     10      8     32
   150    180      22.080     81     90      8     13     12     43
   150    190      16.940     78     92     14     28     11     46
   150    200      13.010    108     78     17     22     13     36
   150    210      10.130    106    105     14     21     18     40
   150    220       7.974    115    110     20     18     10     45
   150    230       6.251    163     85     35     27     23     43
   150    240       5.033    165     95     39     15     13     49
   150    250       4.058    151     79     35     32     16     42
   150    260       3.270    161     78     58     32     17     30
   150    270       2.629    217     76     60     28     13     36
   150    280       2.130    220     67     88     29     26     28
   150    290       1.755    212     80     78     35     18     40
   150    300       1.450    226     61     97     30     32     29
   150    310       1.201    241     63     91     29     25     41
   150    320       1.001    236     52     80     27     29     28
   150    330       0.825    305     75     96     26     32     39
   150    340       0.696    328     72    110     26     49     38
   150    350       0.586    331     63    114     38     40     37
   150    360       0.497    369     60    117     23     45     27
   150    370       0.423    396     65    106     23     52     39
   150    380       0.358    382     52    115     18     55     35
   150    390       0.306    383     62    105     22     46     34
   150    400       0.261    395     47     93     14     48     27
   150    410       0.224    393     46    134     10     47     18
   150    420       0.193    382     37    109     19     35     24
   150    430       0.169    353     31    133     11     35     17
   150    440       0.144    358     24    122     16     33     20
   150    450       0.125    297     21    137      6     51     16
   160    100    1526.000      1      8      0      1      0      4
   160    110     260.800     23     37      1      7      8     23
   160    120     158.300     29     68      5      3      9     36
   160    130     104.900     34     71      6     19      4     35
   160    140      72.560     34     98      5      6      6     42
   160    150      51.910     52     99      6     12     12     43
   160    160      37.980     69     98     10     15      8     42
   160    170      28.520     81    100      9     22      8     42
   160    180      21.460     88     87     12     12      7     47
   160    190      16.390     98    116     16     19     14     48
   160    200      12.630     99     96     18     15     14     52
   160    210       9.908    104     89     15     23     21     45
   160    220       7.805    123    108     20     27     13     42
   160    230       6.196    144    105     33     28     16     43
   160    240       4.929    179    121     28     36     26     48
   160    250       3.966    163    110     31     34     17     53
   160    260       3.250    215     81     42     23     20     46
   160    270       2.580    184     78     57     31     17     34
   160    280       2.112    235     74     78     29     23     45
   160    290       1.722    208     89     55     37     29     38
   160    300       1.431    230     80     90     24     23     38
   160    310       1.185    245     69     80     26     20     29
   160    320       0.986    236     51     89     27     30     30
   160    330       0.815    331     79    104     28     44     45
   160    340       0.687    328     77    119     28     45     37
   160    350       0.575    333     77     87     27     45     41
   160    360       0.488    366     59    125     29     38     37
   160    370       0.420    331     55    124     25     48     30
   160    380       0.352    418     77    124     25     46     35
   160    390       0.298    408     73    122     24     42     38
   160    400       0.257    401     56    125     16     47     36
   160    410       0.222    430     39    119     17     53     38
   160    420       0.191    388     36    114     15     49     28
   160    430       0.164    394     40    128      7     47     21
   160    440       0.144    411     38    129     16     44     20
   160    450       0.123    339     38    146     14     48     22
   170    100    1410.000      5     11      0      1      1      5
   170    110     252.200     19     52      3      5      3     27
   170    120     151.700     29     70      7      8      3     27
   170    130     102.200     33     95      3     12      6     48
   170    140      69.960     59    103      5     19     10     43
   170    150      50.370     46     93      6     19      7     41
   170    160      37.100     54     92      8     14     11     52
   170    170      27.780     58    100      9     18      7     47
   170    180      20.930     76    111     10     20     10     60
   170    190      15.960     93     99     21     13     13     49
   170    200      12.310    112    103     18     26     16     48
   170    210       9.641    106    115     13     22     18     38
   170    220       7.553    145    102     26     21     27     54
   170    230       5.986    160    104     21     19     14     45
   170    240       4.856    179     91     40     33     19     47
   170    250       3.854    199    100     34     31     22     52
   170    260       3.126    203    108     43     31     31     53
   170    270       2.558    223     92     46     23     25     62
   170    280       2.062    240    107     54     27     31     47
   170    290       1.698    243     91     73     27     27     40
   170    300       1.399    238     72     70     31     23     43
   170    310       1.159    274     77     84     38     31     47
   170    320       0.962    266     55     91     21     19     33
   170    330       0.809    331     88    102     21     40     48
   170    340       0.673    334     77    105     35     52     55
   170    350       0.566    329     72    101     25     64     51
   170    360       0.483    390     80     98     21     60     49
   170    370       0.411    406     56    115     24     44     45
   170    380       0.347    373     72    126     29     57     38
   170    390       0.295    455     52    149     25     54     32
   170    400       0.250    385     67    132     22     48     34
   170    410       0.216    409     56    123     21     56     33
   170    420       0.189    403     51    141     17     55     34
   170    430       0.163    392     63    137     12     54     23
   170    440       0.140    408     45    135     14     52     22
   170    450       0.122    379     39    129     21     43     27
   180    100    1317.000      3      9      0      3      2      7
   180    110     241.700     11     62      2      5      5     31
   180    120     145.700     20     77      3     13      4     33
   180    130      97.460     38     81      4     14      6     49
   180    140      67.830     57    103      5     19      9     55
   180    150      48.970     54    106      4     13     10     41
   180    160      35.970     51    118      9     14     19     42
   180    170      27.090     63    110     13     24     14     51
   180    180      20.160     79    118     10     27     13     56
   180    190      15.540    105    122     30     20     14     56
   180    200      12.130    111    120     29     21     23     56
   180    210       9.493    125    117     30     20     16     49
   180    220       7.484    150    114     27     17     13     50
   180    230       5.915    167    126     31     18     26     62
   180    240       4.815    206    105     32     38     26     54
   180    250       3.828    184    123     36     28     30     55
   180    260       3.077    212    102     31     36     24     56
   180    270       2.507    216     94     52     34     23     53
   180    280       2.029    255    112     64     25     35     42
   180    290       1.670    242     99     63     18     35     55
   180    300       1.393    241     78     88     27     25     41
   180    310       1.122    267     69     97     27     26     42
   180    320       0.941    253     61    101     29     28     30
   180    330       0.800    385     85    114     29     56     57
   180    340       0.664    359     86    123     21     57     56
   180    350       0.561    384     94    101     28     54     46
   180    360       0.474    395     72    119     27     58     65
   180    370       0.400    434     71    137     24     45     61
   180    380       0.342    383     68    119     23     63     56
   180    390       0.290    417     51    128     20     70     36
   180    400       0.250    448     54    139     21     53     43
   180    410       0.215    444     58    135     29     64     35
   180    420       0.186    419     49    130     18     61     31
   180    430       0.160    427     48     97     20     55     40
   180    440       0.139    395     52    126     12     58     19
   180    450       0.121    372     35    133     16     43     28
   190    100    1216.000      0      6      0      0      0      3
   190    110     232.500     14     46      2      6      8     34
   190    120     142.300     28     83      2      9      3     44
   190    130      94.330     40     78      6     12     13     46
   190    140      65.980     54    120      7     18      8     56
   190    150      48.020     61    140      8     22     14     58
   190    160      35.050     81    124     13     21     16     75
   190    170      26.190     92    152     11     20     17     53
   190    180      19.670    100    120     12     26     16     50
