m0_binning   100  10  1000  10
m12_binning  36  100  450  10
NscanPoints  3595
    m0    m12      Xsec     n_sig    n_sb    n_sig_sl   n_sb_sl  n_sig_ldp  n_sb_ldp
    30    140      97.660    134     84     31     17     16     16
    30    150      68.790    139     80     28     20     14     19
    30    160      49.880    170     90     43     31     18     24
    30    170      36.680    211     94     55     21     19     23
    30    180      27.240    185    100     65     32     31     15
    30    190      20.820    250     82     76     24     29     20
    30    200      15.730    262    113     91     29     28     25
    30    210      12.130    261     69     96     41     26     28
    30    220       9.491    294     78    105     30     21     21
    30    230       7.503    317     91    119     37     36     17
    30    240       5.971    336     81    138     38     30     18
    30    250       4.759    330     62    158     30     37     24
    30    260       3.819    349     62    167     53     37     24
    30    270       3.071    345     70    167     32     39     18
    30    280       2.491    344     56    169     34     47     18
    30    290       2.026    328     51    191     45     41     19
    30    300       1.674    341     52    196     33     33     16
    30    310       1.382    316     46    190     47     35     24
    30    320       1.145    339     48    188     32     38      9
    30    330       0.966    313     41    227     26     40     20
    30    340       0.805    306     33    194     27     38     26
    30    350       0.675    307     31    215     37     41     17
    30    360       0.570    302     39    219     29     57     17
    30    370       0.486    279     40    207     24     48     21
    30    380       0.416    279     29    213     26     53     10
    30    390       0.353    306     38    194     30     28     11
    30    400       0.303    278     24    201     30     25     10
    30    410       0.260    276     20    202     25     37     10
    30    420       0.224    236     23    180     19     32      6
    30    430       0.194    229     12    185     20     37     14
    30    440       0.166    217     21    192     18     41      7
    30    450       0.144    237     16    176     16     29     12
    40    100    2362.000      7      4      2      1      2      2
    40    110     368.100     61     47      7      5      8      9
    40    120     218.000     75     57     14     11     17      3
    40    130     143.100     87     67     18     12      9     19
    40    140      96.490    141     80     18     15     12     16
    40    150      68.080    132     80     35     21     31     18
    40    160      49.080    190    103     26     18     26     24
    40    170      35.820    191    100     48     22     16     20
    40    180      27.190    203     87     50     20     30     20
    40    190      20.660    237    116     58     32     21     23
    40    200      15.570    300     69     72     33     30     27
    40    210      12.000    279     95     80     22     34     25
    40    220       9.491    315     70    104     28     38     27
    40    230       7.375    332     76    100     33     32     18
    40    240       5.821    327     80    143     31     40     17
    40    250       4.693    331     76    154     35     36     22
    40    260       3.759    373     63    140     36     35     27
    40    270       3.038    366     69    143     28     38     22
    40    280       2.482    360     74    172     27     31     21
    40    290       2.033    361     70    193     38     42     19
    40    300       1.678    330     44    201     38     35     20
    40    310       1.365    339     46    203     37     26     21
    40    320       1.147    316     37    213     33     39     11
    40    330       0.954    339     41    190     30     33     16
    40    340       0.799    314     45    221     37     34     13
    40    350       0.683    308     42    204     31     31     10
    40    360       0.574    279     29    230     20     45     10
    40    370       0.478    293     25    201     31     44     19
    40    380       0.413    292     31    201     22     38     13
    40    390       0.354    288     36    200     25     38     15
    40    400       0.300    259     21    208     33     33      9
    40    410       0.258    245     20    197     25     34     14
    40    420       0.221    242     20    203     31     40     12
    40    430       0.192    249     25    196     21     41     11
    40    440       0.165    210     19    198     16     41      9
    40    450       0.143    237     18    180     17     22     12
    50    100    2330.000     13      6      0      2      0      2
    50    110     361.300     46     48      7      9      9     15
    50    120     213.800     66     57     15     13     10      8
    50    130     140.200     94     66     14      7      7     21
    50    140      96.420    116     86     23     26     21     20
    50    150      67.070    132     88     21     24     20     21
    50    160      48.870    148     89     24     29     17     35
    50    170      35.440    169     98     53     20     25     32
    50    180      26.780    226    112     62     33     31     24
    50    190      20.270    243    106     58     22     24     28
    50    200      15.550    285    107     81     18     33     19
    50    210      11.940    304     93     75     24     24     16
    50    220       9.268    285     88     76     39     36     18
    50    230       7.288    329     81    102     30     31     25
    50    240       5.860    344     65    114     26     36     24
    50    250       4.696    363     81    133     33     40     19
    50    260       3.737    332     60    132     31     43     21
    50    270       3.039    363     69    164     36     50     16
    50    280       2.442    374     65    160     31     41     25
    50    290       2.021    368     44    190     40     38     17
    50    300       1.669    342     60    203     49     41     23
    50    310       1.359    318     58    196     48     54     17
    50    320       1.138    345     39    222     29     36     13
    50    330       0.941    360     39    188     36     44     15
    50    340       0.796    319     39    222     37     36     12
    50    350       0.671    309     40    198     30     37     21
    50    360       0.565    337     30    231     26     41     12
    50    370       0.480    284     35    188     30     49     18
    50    380       0.405    282     31    204     34     28     17
    50    390       0.348    287     30    221     29     36     11
    50    400       0.297    286     14    198     23     43     11
    50    410       0.255    285     22    202     28     37      8
    50    420       0.221    254     24    207     16     33      7
    50    430       0.191    224     18    210     24     36      8
    50    440       0.165    253     22    188     21     27      9
    50    450       0.142    234     19    194     19     34      9
    60    100    2270.000      6      8      2      0      2      0
    60    110     354.500     40     42      2      7      4     14
    60    120     208.800     71     42     18     10      9     17
    60    130     138.100     83     59     21     20     21     16
    60    140      94.890    112     84     23      9     17     21
    60    150      66.670    160    100     19     24     18     24
    60    160      48.190    173     94     43     40     25     18
    60    170      35.620    185     98     58     31     22     33
    60    180      26.510    232    108     52     30     25     21
    60    190      19.840    230     93     72     32     30     27
    60    200      15.150    245    102     67     31     31     20
    60    210      11.720    293     93     66     24     30     25
    60    220       9.133    324     91     81     24     29     26
    60    230       7.248    314     83    112     24     33     18
    60    240       5.783    362     83    118     31     41     26
    60    250       4.620    351     99    119     37     47     18
    60    260       3.720    370     79    139     30     47     24
    60    270       2.992    379     63    152     33     51     24
    60    280       2.408    365     62    186     24     57     17
    60    290       1.989    377     55    158     28     33     21
    60    300       1.624    335     51    189     24     46     20
    60    310       1.348    330     52    174     45     32     15
    60    320       1.116    335     46    202     46     42     12
    60    330       0.936    345     48    200     26     58     17
    60    340       0.785    336     40    219     32     38     15
    60    350       0.659    331     33    213     30     39     19
    60    360       0.558    357     30    224     33     44     18
    60    370       0.474    321     50    199     32     39     11
    60    380       0.402    322     26    220     23     34     10
    60    390       0.341    293     20    218     40     37     11
    60    400       0.295    293     30    213     27     35     14
    60    410       0.254    291     19    217     22     37     11
    60    420       0.218    272     20    199     15     39      8
    60    430       0.190    261     22    201     20     41      6
    60    440       0.162    245     23    194     19     23      5
    60    450       0.141    235     12    181     19     39      4
    70    100    2202.000     11     14      2      4      2      3
    70    110     344.900     54     35     10     10      9     11
    70    120     204.100     80     54     13     14     11     16
    70    130     134.000    103     73     26     21     13     18
    70    140      91.570    125     96     24     19     23     20
    70    150      65.780    146     87     34     20     25     20
    70    160      47.640    183     90     36     28     25     29
    70    170      34.740    185     96     53     29     19     31
    70    180      25.810    210    109     44     40     36     30
    70    190      19.780    268     85     66     23     37     22
    70    200      14.940    261     81     81     32     37     17
    70    210      11.590    300    102     87     26     26     31
    70    220       9.095    315     82     84     30     33     29
    70    230       7.098    343     86     98     33     40     33
    70    240       5.667    394     78    104     22     39     25
    70    250       4.525    358     84    117     34     31     16
    70    260       3.665    378     74    109     32     27     25
    70    270       2.958    374     65    123     27     39     29
    70    280       2.406    401     75    146     29     42     25
    70    290       1.958    396     64    174     28     61     15
    70    300       1.621    367     59    195     38     50     20
    70    310       1.347    353     62    184     32     57     17
    70    320       1.112    408     47    188     32     33     25
    70    330       0.925    365     47    198     36     41     17
    70    340       0.766    390     45    199     31     45     18
    70    350       0.658    357     52    215     32     34     15
    70    360       0.557    346     39    218     25     50     14
    70    370       0.469    312     35    233     25     35     16
    70    380       0.394    310     38    219     22     39     11
    70    390       0.339    294     24    227     27     40     15
    70    400       0.292    281     33    223     23     41     11
    70    410       0.250    299     21    209     20     39     12
    70    420       0.216    264     23    196     24     34     10
    70    430       0.186    297     15    195     20     39      7
    70    440       0.161    267     19    176     16     52     12
    70    450       0.139    262     19    189     22     38      7
    80    100    2138.000      9      4      2      3      0      1
    80    110     337.700     54     41      9     12     10      9
    80    120     199.600     76     69     13     13      8     13
    80    130     132.100    105     68     17     19     17     19
    80    140      91.120    125     82     31     26     15     14
    80    150      64.240    138     83     32     39     19     25
    80    160      46.900    189     96     38     25     30     25
    80    170      34.470    187    117     50     25     26     30
    80    180      25.650    235     99     69     35     26     33
    80    190      19.490    281    101     68     32     34     25
    80    200      14.800    234    108     85     39     38     24
    80    210      11.600    268     84     72     32     27     25
    80    220       8.923    298     88     83     33     38     19
    80    230       7.065    314    111    107     35     41     28
    80    240       5.620    359     84    124     29     41     21
    80    250       4.450    381     96    127     24     49     19
    80    260       3.598    388     90    104     40     47     19
    80    270       2.910    368     62    171     24     31     20
    80    280       2.375    409     86    143     26     67     19
    80    290       1.950    426     55    180     19     42     26
    80    300       1.616    375     77    152     30     47     24
    80    310       1.326    360     63    190     28     42     26
    80    320       1.099    408     62    187     24     50     12
    80    330       0.916    432     54    193     21     42     21
    80    340       0.767    373     44    221     30     59     22
    80    350       0.643    397     41    213     25     55     21
    80    360       0.546    356     35    192     27     44      9
    80    370       0.462    351     47    238     22     46     25
    80    380       0.390    342     34    230     29     51     25
    80    390       0.338    296     40    232     23     46     15
    80    400       0.287    337     32    212     19     39     13
    80    410       0.247    317     35    226     18     43     13
    80    420       0.211    275     19    193     18     47     13
    80    430       0.182    305     19    186     21     37     12
    80    440       0.159    283     29    219     17     35     17
    80    450       0.138    270     12    211     14     35     11
    90    100    2092.000      6     14      0      2      1      2
    90    110     327.200     59     46     13      6     10     14
    90    120     193.800     68     66     14     10     13     10
    90    130     128.900     94     73     17     21     17     15
    90    140      87.890    115     85     28     20     23     22
    90    150      62.700    154    104     36     27     23     26
    90    160      44.900    179    117     54     31     30     24
    90    170      33.510    226    101     60     37     23     29
    90    180      25.240    235     95     50     35     35     32
    90    190      19.020    250    105     79     35     25     29
    90    200      14.720    249    117    107     34     32     25
    90    210      11.160    271    125     75     35     40     29
    90    220       8.832    328     74     98     38     33     25
    90    230       6.937    323     80    124     37     40     20
    90    240       5.551    347     97    108     37     39     32
    90    250       4.431    397     92    129     31     47     19
    90    260       3.558    364     72    155     31     53     21
    90    280       2.325    399     77    158     31     43     19
    90    290       1.918    433     65    157     33     49     20
    90    300       1.575    422     50    163     38     50     22
    90    310       1.315    382     54    178     19     41     17
    90    320       1.086    448     61    164     18     49     18
    90    330       0.904    446     55    195     25     52     15
    90    340       0.761    408     52    216     20     44     18
    90    350       0.633    401     40    208     26     47     20
    90    360       0.544    366     44    207     19     52     15
    90    370       0.455    375     40    216     27     53     20
    90    380       0.388    351     32    217     30     36     16
    90    390       0.330    346     34    206     28     40     18
    90    400       0.283    310     37    213     23     34      8
    90    410       0.242    308     36    186     17     42     10
    90    420       0.212    300     16    213     28     41     13
    90    430       0.183    289     23    219     16     35     16
    90    440       0.156    277     20    180     19     41      8
    90    450       0.137    239     17    203     18     34     11
   100    100    2004.000     11     11      1      0      0      3
   100    110     319.100     57     51      7     11      7     10
   100    120     191.900     61     69     12     11     24     20
   100    130     126.400    126     84     18     25     15     20
   100    140      85.510    126     86     25     21     15     22
   100    150      61.780    176     95     32     36     22     32
   100    160      44.800    161     96     48     25     15     30
   100    170      32.910    204    101     62     40     24     24
   100    180      24.890    215     98     67     35     34     25
   100    190      18.790    257    127     83     35     39     20
   100    200      14.290    293    113     83     33     25     34
   100    210      11.120    330    123    105     45     40     24
   100    220       8.673    324     98    110     40     40     33
   100    230       6.885    318     86    100     40     57     25
   100    240       5.401    340     85    112     34     40     21
   100    250       4.406    346     73    116     41     38     30
   100    260       3.513    341     85    125     42     46     30
   100    270       2.822    385     87    135     37     47     24
   100    280       2.314    401     68    161     39     53     39
   100    290       1.889    385     76    156     42     64     27
   100    300       1.554    424     68    153     22     51     22
   100    310       1.301    437     59    174     32     52     31
   100    320       1.073    413     52    179     17     53     26
   100    330       0.894    433     70    182     37     64     17
   100    340       0.756    417     49    188     30     72     27
   100    350       0.632    443     57    189     22     69     23
   100    360       0.532    440     49    201     16     70     21
   100    370       0.447    386     53    199     28     49     15
   100    380       0.379    371     49    224     17     65     15
   100    390       0.328    362     37    222     30     54     14
   100    400       0.280    366     39    204     20     55     15
   100    410       0.242    356     39    212     19     43     11
   100    420       0.206    297     27    178     27     30     17
   100    430       0.178    322     24    201     24     48      9
   100    440       0.156    274     21    199     16     31      8
   100    450       0.135    278     17    233     15     37     11
   110    100    1939.000     22     11      4      0      1      4
   110    110     309.900     56     54      6     12     20     22
   110    120     182.800     70     79     13     19     13     24
   110    130     121.600    118     96      9     17     20     26
   110    140      84.740    130     90     26     24     22     25
   110    150      60.250    172    100     31     27     21     29
   110    160      43.380    193    104     41     37     25     37
   110    170      32.040    229    110     49     32     31     37
   110    180      24.130    248    119     67     43     22     28
   110    190      18.330    227    101     80     25     30     27
   110    200      14.050    284     98     86     27     35     35
   110    210      10.990    308    122    111     28     28     33
   110    220       8.564    293     93     96     33     37     26
   110    230       6.745    367     83    119     41     43     33
   110    240       5.448    336     79    115     32     36     28
   110    250       4.327    373     73    133     38     35     35
   110    260       3.464    368     84    148     51     45     28
   110    270       2.791    367     96    141     42     45     28
   110    280       2.292    385     83    160     39     53     21
   110    290       1.840    392     75    154     32     39     30
   110    300       1.533    425     72    174     32     57     20
   110    310       1.277    413     65    170     33     65     31
   110    320       1.060    387     73    165     29     52     31
   110    330       0.882    480     73    190     37     73     28
   110    340       0.734    485     55    187     27     62     28
   110    350       0.627    432     66    223     35     68     22
   110    360       0.524    470     52    216     21     67     32
   110    370       0.444    462     60    193     19     51     26
   110    380       0.379    437     43    200     23     65     20
   110    390       0.322    362     37    238     22     51     18
   110    400       0.278    401     37    183     15     38     13
   110    410       0.237    367     28    196     17     63     11
   110    420       0.204    323     25    245     12     46     12
   110    430       0.176    349     20    207     23     37     10
   110    440       0.152    300     21    187     19     36     18
   110    450       0.133    313     22    195     11     36     13
   120    100    1846.000     15     20      2      6      2      3
   120    110     297.300     65     67     13     10     23     22
   120    120     180.000    100    100     14      9     14     38
   120    130     118.100    126    112     17     19     14     25
   120    140      82.240    134    113     21     21     16     35
   120    150      58.800    164    122     32     20     29     32
   120    160      42.420    214    125     45     20     27     32
   120    170      31.390    212    123     51     30     46     34
   120    180      23.650    248    140     65     35     30     31
   120    190      18.030    283    129     79     40     35     24
   120    200      13.910    306    114     92     35     45     40
   120    210      10.800    314    109     93     43     39     36
   120    220       8.464    327    109    103     30     32     37
   120    230       6.660    393    106    108     49     51     34
   120    240       5.287    321    106    121     30     41     35
   120    250       4.242    343    101    131     37     38     17
   120    260       3.398    354     73    155     43     51     32
   120    270       2.743    388     88    169     27     52     22
   120    280       2.225    412     73    142     32     55     30
   120    290       1.845    391     86    173     32     56     32
   120    300       1.511    389     77    154     39     59     24
   120    310       1.243    444     63    179     37     53     28
   120    320       1.051    421     70    154     40     64     25
   120    330       0.876    445     75    180     36     76     30
   120    340       0.727    474     66    183     23     79     40
   120    350       0.616    516     65    168     31     78     31
   120    360       0.518    476     66    173     24     84     27
   120    370       0.443    523     54    194     24     79     26
   120    380       0.373    488     59    181     23     86     26
   120    390       0.322    413     31    209     19     53     12
   120    400       0.273    430     46    202     21     63     17
   120    410       0.234    384     34    221     23     53     17
   120    420       0.203    357     35    212     17     49     15
   120    430       0.175    343     29    205     19     45     14
   120    440       0.150    331     14    209     16     44     10
   120    450       0.130    321     23    182     11     31     13
   130    100    1782.000     16     13      4      3      4      3
   130    110     289.500     73     77      8     10     20     30
   130    120     175.300     94    112     13      4     21     30
   130    130     114.300    148    113     30     20     27     35
   130    140      79.370    158    114     18     22     23     38
   130    150      57.120    182    125     37     29     25     39
   130    160      41.500    225    134     39     32     30     38
   130    170      30.880    239    150     46     28     36     39
   130    180      23.080    259    124     58     29     32     43
   130    190      17.400    296    150     84     28     51     34
   130    200      13.640    316    146     71     32     55     39
   130    210      10.550    356    121     89     39     38     42
   130    220       8.301    381     82     85     36     44     44
   130    230       6.513    341    104    131     32     39     31
   130    240       5.247    348    106    156     40     43     27
   130    250       4.189    399     89    171     48     30     36
   130    260       3.366    369     97    138     47     52     27
   130    270       2.678    384     89    168     46     37     29
   130    280       2.205    403     71    159     43     56     22
   130    290       1.830    384    100    176     32     66     29
   130    300       1.493    425     79    174     49     64     25
   130    310       1.232    420     76    156     27     56     28
   130    320       1.020    408     79    180     40     65     26
   130    330       0.849    472     78    188     42     86     33
   130    340       0.720    551     80    186     32     76     31
   130    350       0.607    526     67    204     24     86     31
   130    360       0.511    542     95    176     21     80     26
   130    370       0.431    559     64    197     17     81     30
   130    380       0.367    526     64    179     25     76     29
   130    390       0.316    485     40    185     27     88     27
   130    400       0.269    463     59    184     26     70     25
   130    410       0.229    447     45    211     16     60     19
   130    420       0.199    401     28    199     22     65     20
   130    430       0.171    368     45    207     21     62     10
   130    440       0.148    366     26    214     25     43     11
   130    450       0.130    317     30    202     27     42     12
   140    100    1711.000     20     26      5      2      6      7
   140    110     279.900     90     95     13      8     19     30
   140    120     167.200    120    120     18     14     36     36
   140    130     111.800    122    156     28     22     22     34
   140    140      76.880    170    132     20     21     28     42
   140    150      54.860    202    122     43     36     34     32
   140    160      40.370    220    155     41     24     53     42
   140    170      30.200    265    161     52     30     44     38
   140    180      22.640    317    159     58     36     48     39
   140    190      17.160    302    153     76     36     60     39
   140    200      13.310    355    154     66     31     48     51
   140    210      10.280    330    139     72     35     58     53
   140    220       8.119    368    128     89     35     60     54
   140    230       6.412    367    113    110     36     53     38
   140    240       5.111    375    100    139     41     49     40
   140    250       4.105    374    100    156     31     56     39
   140    260       3.278    400     90    141     41     50     33
   140    270       2.661    369    116    185     43     69     29
   140    280       2.159    386     81    176     52     59     44
   140    290       1.775    428     73    178     43     59     38
   140    300       1.461    429     73    159     40     52     30
   140    310       1.216    413     75    184     46     53     37
   140    320       1.010    412     81    185     34     68     24
   140    330       0.848    540     89    183     25     81     33
   140    340       0.703    509     84    186     37     95     39
   140    350       0.597    526     79    203     20     94     34
   140    360       0.504    544     60    146     27    100     29
   140    370       0.424    574     80    220     21    108     34
   140    380       0.362    562     59    182     27     99     30
   140    390       0.309    496     71    178     25     81     26
   140    400       0.269    491     59    191     20     95     21
   140    410       0.229    523     37    182     23     80     20
   140    420       0.197    406     51    176     20     79     16
   140    430       0.170    431     30    210     18     65     16
   140    440       0.145    430     29    198     28     59     23
   140    450       0.128    380     23    227     15     50     14
   150    100    1604.000     21     21      1      4      9      5
   150    110     271.500     97     92      9      9     21     34
   150    120     164.400    146    111     17     14     31     47
   150    130     108.200    164    149     20     21     31     47
   150    140      74.840    180    165     20     19     32     46
   150    150      53.420    228    179     38     27     37     44
   150    160      39.310    269    171     40     34     42     53
   150    170      29.000    285    164     45     32     47     47
   150    180      22.080    304    163     42     24     55     50
   150    190      16.940    327    149     83     54     50     56
   150    200      13.010    374    148     77     43     52     45
   150    210      10.130    349    156     96     32     68     48
   150    220       7.974    367    153     91     33     58     52
   150    230       6.251    423    131    108     38     60     47
   150    240       5.033    431    130    123     28     63     51
   150    250       4.058    395    114    129     47     67     45
   150    260       3.270    397    107    161     50     62     34
   150    270       2.629    442     95    151     36     56     43
   150    280       2.130    401     88    171     48     68     31
   150    290       1.755    416     94    190     47     59     42
   150    300       1.450    444     73    183     44     74     31
   150    310       1.201    433     77    193     44     64     44
   150    320       1.001    438     72    177     32     71     30
   150    330       0.825    541     91    198     34     89     43
   150    340       0.696    536     82    208     34    103     39
   150    350       0.586    556     77    189     44     91     39
   150    360       0.497    566     68    190     29    106     29
   150    370       0.423    582     74    195     25    114     40
   150    380       0.358    589     62    185     23    102     37
   150    390       0.306    565     70    179     27     90     38
   150    400       0.261    585     55    158     16     99     27
   150    410       0.224    541     54    196     12    113     19
   150    420       0.193    525     51    156     22     72     25
   150    430       0.169    490     41    179     16     65     18
   150    440       0.144    473     28    182     20     65     20
   150    450       0.125    393     25    185     10     83     17
   160    100    1526.000     16     23      2      4      9      7
   160    110     260.800    116     94      8     11     24     32
   160    120     158.300    160    157     19     13     24     55
   160    130     104.900    184    153     26     30     33     54
   160    140      72.560    209    178     28     22     33     57
   160    150      51.910    237    176     30     29     45     56
   160    160      37.980    295    181     48     31     53     53
   160    170      28.520    328    169     49     41     55     56
   160    180      21.460    381    144     57     31     47     57
   160    190      16.390    327    177     69     37     65     59
   160    200      12.630    395    155     77     35     62     62
   160    210       9.908    389    155     68     41     66     49
   160    220       7.805    371    155     85     43     60     48
   160    230       6.196    423    139    116     43     73     50
   160    240       4.929    460    164    100     50     76     53
   160    250       3.966    422    142    109     52     84     59
   160    260       3.250    480    107    122     31     86     53
   160    270       2.580    423    108    151     37     68     40
   160    280       2.112    468     94    164     42     85     50
   160    290       1.722    400    112    173     51     76     40
   160    300       1.431    415    104    190     32     68     40
   160    310       1.185    466     82    198     33     68     29
   160    320       0.986    438     65    171     35     75     32
   160    330       0.815    592     93    202     38     95     47
   160    340       0.687    561     90    222     34    109     41
   160    350       0.575    544     91    183     37    124     44
   160    360       0.488    584     69    232     30    100     39
   160    370       0.420    538     68    208     31    122     32
   160    380       0.352    610     88    214     26    104     36
   160    390       0.298    596     83    195     28     95     39
   160    400       0.257    572     66    202     20    102     38
   160    410       0.222    596     51    184     25    106     40
   160    420       0.191    545     42    193     21     97     29
   160    430       0.164    544     46    182     10     91     22
   160    440       0.144    568     47    198     19     84     20
   160    450       0.123    468     44    212     16     92     22
   170    100    1410.000     34     24      2      3      5     10
   170    110     252.200    111    109     14     12     31     44
   170    120     151.700    133    153     22     13     29     51
   170    130     102.200    211    210     16     18     42     67
   170    140      69.960    227    202     39     34     44     54
   170    150      50.370    263    172     42     30     54     63
   170    160      37.100    290    185     44     34     44     67
   170    170      27.780    304    179     55     37     55     62
   170    180      20.930    328    183     60     37     50     75
   170    190      15.960    374    167     75     29     60     57
   170    200      12.310    388    170     79     46     72     55
   170    210       9.641    367    159     78     38     83     52
   170    220       7.553    451    154     91     41     82     61
   170    230       5.986    459    145    114     33     79     52
   170    240       4.856    452    124    119     50     69     53
   170    250       3.854    480    129    103     44     89     57
   170    260       3.126    473    135    120     39    109     57
   170    270       2.558    536    119    141     36     87     68
   170    280       2.062    491    132    131     39     79     51
   170    290       1.698    470    108    164     40     94     43
   170    300       1.399    476     91    170     40     75     46
   170    310       1.159    469     96    171     46     71     49
   170    320       0.962    475     71    188     34     63     35
   170    330       0.809    600    113    213     32    105     51
   170    340       0.673    595     92    210     47    114     58
   170    350       0.566    569     90    197     33    129     55
   170    360       0.483    609     91    199     28    117     50
   170    370       0.411    618     69    197     26    113     46
   170    380       0.347    577     86    208     35    114     41
   170    390       0.295    654     63    222     29    107     35
   170    400       0.250    557     85    201     27     90     37
   170    410       0.216    564     63    186     28     98     35
   170    420       0.189    570     60    206     20    101     35
   170    430       0.163    571     70    191     15    104     24
   170    440       0.140    521     50    190     14    108     25
   170    450       0.122    511     44    184     22     79     27
   180    100    1317.000     14     27      4      5      9      9
   180    110     241.700    101    132     13     18     26     43
   180    120     145.700    142    153     20     21     28     51
   180    130      97.460    186    190     24     31     57     68
   180    140      67.830    274    213     31     42     55     70
   180    150      48.970    297    216     40     35     52     60
   180    160      35.970    329    208     57     32     55     55
   180    170      27.090    301    204     65     42     75     66
   180    180      20.160    367    189     65     50     67     79
   180    190      15.540    389    195     87     43     74     72
   180    200      12.130    423    176     95     46     84     63
   180    210       9.493    412    179    102     39     79     59
   180    220       7.484    436    173    105     38     67     58
   180    230       5.915    432    175    131     38     78     72
   180    240       4.815    498    145    113     53     91     57
   180    250       3.828    507    151    125     44    104     65
   180    260       3.077    530    138    115     47     85     57
   180    270       2.507    498    120    138     42     97     54
   180    280       2.029    551    125    168     36    105     47
   180    290       1.670    479    116    153     29    107     56
   180    300       1.393    477    108    187     36    103     44
   180    310       1.122    491     85    198     38     81     43
   180    320       0.941    446     78    194     35     67     31
   180    330       0.800    648    100    214     34    128     60
   180    340       0.664    621    110    229     33    128     58
   180    350       0.561    629    115    189     31    119     50
   180    360       0.474    642     79    214     30    122     67
   180    370       0.400    643     82    227     30    113     63
   180    380       0.342    589     78    186     31    108     57
   180    390       0.290    612     57    211     24    137     37
   180    400       0.250    653     66    204     27    111     45
   180    410       0.215    628     66    226     31    126     37
   180    420       0.186    600     61    187     24    125     35
   180    430       0.160    582     54    165     27    118     41
   180    440       0.139    550     58    183     15    101     21
   180    450       0.121    509     44    183     17     94     29
   190    100    1216.000      6     12      1      2      1      3
   190    110     232.500    117    109     18     12     31     52
   190    120     142.300    148    156     17     23     40     65
   190    130      94.330    209    172     24     27     47     60
   190    140      65.980    258    232     44     32     53     79
   190    150      48.020    316    262     43     56     67     79
   190    160      35.050    353    230     58     38     65     95
   190    170      26.190    401    249     73     44     73     73
   190    180      19.670    429    215     59     46     67     60
