m0_binning   50  10  500  10
m12_binning  26  100  350  10
NscanPoints  1300
    m0    m12      Xsec     n_sig    n_sb    n_sig_sl   n_sb_sl  n_sig_ldp  n_sb_ldp
    30    130     167.200     11     19      0      5      1      6
    30    140     109.300     18     30      2     16      3     17
    30    150      74.510     22     31      7     14      2     10
    30    160      53.330     28     30      4     11      6     14
    30    170      38.860     42     42     11     15      6     12
    30    180      28.830     41     39     11      9      7     18
    30    190      21.550     47     45     12     13      5     13
    30    200      16.280     93     73     14     13      6     13
    30    210      12.500     94     43     23     22      7     11
    30    220       9.794     98     35     28     18      9     15
    30    230       7.708    127     40     33     18     11     17
    30    240       6.046    127     37     46     16     16     18
    30    250       4.817    145     41     50     23     13     12
    30    260       3.854    144     45     77     22     10     17
    30    270       3.104    155     59     78     17     15     13
    30    280       2.529    180     43     78     24     10     25
    30    290       2.056    201     34    118     25     11     15
    30    300       1.698    213     32     90     26     17     11
    30    310       1.395    213     44     97     26     13     16
    30    320       1.166    218     40    127     27     26     13
    30    330       0.975    202     43    121     35     12     14
    30    340       0.817    221     27    132     27     13     13
    30    350       0.687    205     26    129     22     22     12
    40    100    9340.000      0      0      0      1      0      0
    40    110    3652.000      1      0      0      1      0      1
    40    120     306.400      7     15      0      6      0      2
    40    130     164.900      8     15      2      7      0      6
    40    140     107.100     19     39      9     20      6      8
    40    150      73.830     17     35      7     19      9     10
    40    160      52.330     30     29     10     13      4     14
    40    170      38.530     33     43      6     11      6     15
    40    180      28.480     51     41     15     14      5      9
    40    190      21.190     55     39     13     13      3     15
    40    200      16.260     81     44     25     19     15     15
    40    210      12.500     86     48     24     13      6     20
    40    220       9.642     96     48     36      8     12     21
    40    230       7.556    114     59     42     10      8     15
    40    240       6.006    135     54     44     20      8     18
    40    250       4.812    157     47     56     26     12     10
    40    260       3.802    152     40     83     20     12     15
    40    270       3.093    174     44     79     21     17     16
    40    280       2.496    175     49     62     28     10     18
    40    290       2.075    207     52     84     20     20     17
    40    300       1.683    198     35    118     17     18     14
    40    310       1.383    229     31    117     26     23     16
    40    320       1.146    219     55    103     28     12     18
    40    330       0.956    224     40    113     26     18     12
    40    340       0.803    240     40    140     19     18     18
    40    350       0.676    251     26    115     13     25     17
    50    100    9202.000      0      1      0      0      0      0
    50    110    3557.000      0      2      0      0      0      0
    50    120     295.200      6     16      4      5      0      7
    50    130     162.600     17     22      3      8      2     10
    50    140     106.000     25     25      6      9      3     13
    50    150      72.510     21     34      9      9      4     17
    50    160      52.230     22     36      5      5      3     15
    50    170      37.990     30     48     10     17      1     13
    50    180      28.190     44     43     17      8     11     22
    50    190      20.880     55     37     22     13      5     20
    50    200      15.960     55     46     20     14     12      9
    50    210      12.300     81     48     27     17      7     21
    50    220       9.520     97     45     21     15     12     24
    50    230       7.523    128     46     22     21     16     17
    50    240       5.970    142     42     39     29     15     27
    50    250       4.770    158     47     57     17     13     17
    50    260       3.783    155     52     75     21      2     16
    50    270       3.074    175     60     61     23     11     11
    50    280       2.500    189     42     69     24      9     17
    50    290       2.026    183     41     73     31     20     20
    50    300       1.678    217     42     95     29     16     21
    50    310       1.365    236     46    109     24     18     17
    50    320       1.142    239     33    100     31     27     15
    50    330       0.957    235     39    132     29     20     22
    50    340       0.800    234     30    128     30     21     22
    50    350       0.667    233     37    135     33     28     17
    60    100    9043.000      0      0      0      1      0      0
    60    110    3430.000      2      1      0      0      1      1
    60    120     292.200     10     23      2      4      4      5
    60    130     161.800     16     27      1     11      1      8
    60    140     102.900     18     31      4     10      6     15
    60    150      71.510     21     38      6     13      3     12
    60    160      50.920     40     37      9     22      3     17
    60    170      37.740     24     46     13     23      4     14
    60    180      27.860     43     41     10     17      8     24
    60    190      20.950     65     49     22     12      8     17
    60    200      15.760     72     54     23     17     10     10
    60    210      12.090     88     62     22     18     11     15
    60    220       9.651     78     56     37     30     15     20
    60    230       7.458    106     59     26     29     10     14
    60    240       5.843    161     44     37     19     13     11
    60    250       4.654    154     55     41     18     13     18
    60    260       3.748    152     53     56     13     10     20
    60    270       3.036    181     43     54     31     10     18
    60    280       2.457    202     47     64     20     17     27
    60    290       2.001    210     52     78     24     13     18
    60    300       1.663    264     57     99     25     12     23
    60    310       1.372    239     46     75     24     21     20
    60    320       1.135    278     42     98     32     27     23
    60    330       0.949    272     41    129     22     25     22
    60    340       0.795    264     36    138     23     35     17
    60    350       0.672    264     26    116     18     27     19
    70    100    8951.000      0      1      0      1      0      0
    70    110    3300.000      0      0      1      0      0      1
    70    120     279.400      7     19      0      6      0      9
    70    130     156.900     18     25      1      9      3      6
    70    140     101.600     27     27      6     16      2      8
    70    150      70.680     19     40      5     19      4     11
    70    160      50.610     31     37     12     18      6     12
    70    170      36.870     25     33     14     13      8     17
    70    180      27.240     52     45     10     19      4     15
    70    190      20.350     51     38     17     17      7     15
    70    200      15.660     61     51     16     17      8     20
    70    210      11.990     95     54     25     20      8     22
    70    220       9.381    107     53     21     18      9     23
    70    230       7.340    125     45     41     28     17     26
    70    240       5.890    131     46     36     24     20     27
    70    250       4.587    161     55     47     18     16     17
    70    260       3.690    177     63     45     18     12     17
    70    270       2.950    191     51     57     26     19     23
    70    280       2.468    206     59     53     14     17     21
    70    290       1.969    198     52     86     27     14     18
    70    300       1.645    260     75     76     22     23     17
    70    310       1.359    293     70    105     22     28     33
    70    320       1.116    242     54     96     20     28     25
    70    330       0.939    283     43    129     26     28     16
    70    340       0.779    265     26    108     19     27     23
    70    350       0.661    271     40    140     22     19     23
    80    100    8796.000      0      1      0      0      0      0
    80    110    3135.000      0      2      0      1      0      0
    80    120     270.300     12     17      1      6      0      7
    80    130     152.100     20     27      3     10      3      4
    80    140     100.000     23     27      3     11      6      8
    80    150      68.570     19     34      3     17      3     14
    80    160      49.280     37     33      7     14      3     15
    80    170      36.540     37     47     12     25      3     23
    80    180      26.600     45     44     13     20      4     17
    80    190      20.140     42     45     12     20      3     14
    80    200      15.360     54     37     17     30      8     13
    80    210      11.850     76     59     25     18      8     16
    80    220       9.228     97     55     24     16      9     23
    80    230       7.190    119     61     25     28      8     18
    80    240       5.725    126     53     27     26      9     20
    80    250       4.554    137     51     47     20     16     19
    80    260       3.669    166     56     43     25     11     23
    80    270       2.935    175     51     57     21     17     27
    80    280       2.414    205     64     49     10     20     24
    80    290       1.949    221     59     74     22     22     35
    80    300       1.601    277     73     78     30     36     28
    80    310       1.328    323     87     88     15     29     38
    80    320       1.112    280     61     94     32     37     36
    80    330       0.930    311     62    118     21     37     32
    80    340       0.779    284     51     97     19     26     30
    80    350       0.653    263     60    136     26     31     27
    90    100    8663.000      1      1      0      0      0      0
    90    110    2962.000      2      1      0      1      0      1
    90    120     260.400      7     22      1      5      4      6
    90    130     148.900     15     23      5      9      1     12
    90    140      97.930     25     29      4     13      5     18
    90    150      67.580     32     37      3     12      6     14
    90    160      48.330     31     50      9     12      4     15
    90    170      35.730     56     53     11     17      7     16
    90    180      26.480     49     51     19     14      5     19
    90    190      20.160     68     38     23     23      5     18
    90    200      15.130     67     54     16     31      4     20
    90    210      11.660     93     56     24     18      7     16
    90    220       9.205    104     56     24     21     11     20
    90    230       7.210    113     51     40     29      9     20
    90    240       5.613    130     52     37     21     14     27
    90    250       4.521    159     62     55     21     10     20
    90    260       3.624    169     62     49     18     16     21
    90    270       2.919    153     64     57     22      8     23
    90    280       2.378    192     64     60     33     18     27
    90    290       1.942    215     75     70     31     14     32
    90    300       1.592    287     86     70     28     35     36
    90    310       1.326    322     96     65     25     37     43
    90    320       1.090    321     66     85     19     51     42
    90    330       0.920    343     68    116     19     37     35
    90    340       0.758    341     73    118     24     31     29
    90    350       0.645    332     39    123     25     33     34
   100    100    8327.000      2      1      0      0      0      1
   100    110    2775.000      2      5      0      1      0      0
   100    120     251.800     10     16      2      4      0     10
   100    130     145.200     21     31      1      4      2     16
   100    140      95.300     35     35      4      8      4     13
   100    150      65.560     26     43      4     12      9     15
   100    160      47.310     33     50     10     14      2     13
   100    170      35.140     45     48      7     19      5     17
   100    180      25.790     56     60     17     17      8     23
   100    190      19.360     58     44     16     20      7     15
   100    200      14.950     91     46     20     18     10     19
   100    210      11.530     88     45     23     24      7     13
   100    220       8.785    112     58     27     17     10     17
   100    230       7.024    117     52     40     13     14     19
   100    240       5.541    132     53     49     26     11     17
   100    250       4.442    144     37     46     23     12     17
   100    260       3.568    164     56     51     16     21     22
   100    270       2.902    177     63     53     31     19     34
   100    280       2.325    185     60     76     19     12     22
   100    290       1.923    207     71     67     19     22     26
   100    300       1.562    283     88     81     33     43     55
   100    310       1.290    336    111     81     25     48     59
   100    320       1.091    354     87     91     24     36     52
   100    330       0.893    374     91     79     20     50     41
   100    340       0.749    382     79     93     26     59     40
   100    350       0.640    372     68     80     21     41     29
   110    100    8063.000      0      1      0      0      0      0
   110    110    2545.000      1      3      0      3      0      2
   110    120     242.700     13     22      2     10      0     15
   110    130     140.400     22     45      1      8      4     13
   110    140      91.750     30     30      5     10      3      9
   110    150      64.470     19     46      7     13      3     21
   110    160      45.960     48     53      7     19      7     14
   110    170      34.100     47     57      9     13      7     31
   110    180      25.070     49     56     20     17      4     19
   110    190      19.260     74     63     16     18      6     28
   110    200      14.610     70     59     22     20     10     26
   110    210      11.310     74     37     38     25      8     16
   110    220       8.895    109     61     33     20      8     17
   110    230       6.951    123     58     40     16      7     21
   110    240       5.435    104     57     51     21     12     25
   110    250       4.408    154     57     34     24     15     20
   110    260       3.531    150     54     40     30     10     22
   110    270       2.839    169     77     55     22     25     41
   110    280       2.313    181     63     69     20     17     29
   110    290       1.882    193     69     73     28     26     38
   110    300       1.560    287     86     80     29     43     73
   110    310       1.287    341     82     89     22     49     40
   110    320       1.064    328     98     83     16     46     62
   110    330       0.881    389     90     94     17     49     57
   110    340       0.741    376     95     75     28     62     45
   110    350       0.634    409     73     93     25     60     53
   120    100    7940.000      0      1      0      0      0      0
   120    110    2340.000      0      5      1      0      0      1
   120    120     231.200     14     24      4     11      4     22
   120    130     136.300     17     33      4      8      3     13
   120    140      89.710     25     48      4     11      1     16
   120    150      62.600     39     54      5     11      3     21
   120    160      45.020     55     48     14     10      8     23
   120    170      33.040     49     51     16     19      3     22
   120    180      24.940     65     65      9      8      4     30
   120    190      18.750     60     54     15     22      8     20
   120    200      14.400     81     59     16     14      7     28
   120    210      11.000     94     71     27     17     11     32
   120    220       8.572    144     74     28     23      9     32
   120    230       6.709    136     62     41     29     12     28
   120    240       5.390    135     52     47     24     15     19
   120    250       4.315    144     58     60     28     12     25
   120    260       3.433    166     64     42     25     10     22
   120    270       2.836    165     66     54     31     20     34
   120    280       2.285    183     58     63     31     20     28
   120    290       1.870    216     67     58     21     21     30
   120    300       1.533    294    117     81     21     44     54
   120    310       1.272    353     95     79     27     51     53
   120    320       1.045    369     99     94     19     44     49
   120    330       0.875    399    113    101     34     64     65
   120    340       0.734    412     80     75     30     58     61
   120    350       0.616    433    104     92     22     61     58
   130    100    7545.000      0      2      1      0      0      1
   130    110    2061.000      1      1      0      1      0      5
   130    120     222.900     14     27      2      5      6     10
   130    130     131.400     24     42      4      7      4     15
   130    140      87.570     37     45      5      9      4     20
   130    150      60.460     38     56      5     17      4     28
   130    160      44.430     37     49      9     20      8     25
   130    170      32.560     50     70      7     12      7     31
   130    180      24.330     82     65     11     20      7     34
   130    190      18.290     78     70     15     21      6     18
   130    200      14.030     98     79     18     20      8     22
   130    210      10.810    113     87     21     20      8     22
   130    220       8.504    112     71     28     31      7     25
   130    230       6.720    120     86     32     35     14     38
   130    240       5.306    143     56     52     41     17     20
   130    250       4.234    143     55     44     39     22     20
   130    260       3.420    143     65     55     44     16     22
   130    270       2.760    163     74     56     30     19     35
   130    280       2.235    160     58     66     26     22     19
   130    290       1.831    209     64     76     31     15     27
   130    300       1.516    327    105     62     36     49     69
   130    310       1.249    348    114     75     28     56     75
   130    320       1.030    391    108     79     28     57     74
   130    330       0.867    406     90     78     25     69     67
   130    340       0.721    407     96     93     31     62     57
   130    350       0.613    445    100    103     26     65     58
   140    100    7348.000      1      1      1      0      0      1
   140    110    1776.000      1      6      1      2      2      3
   140    120     210.600     16     37      4      7      6     20
   140    130     126.900     30     52      1     18      1     21
   140    140      84.650     40     56      9      7      2     21
   140    150      58.950     35     54      5     19      6     26
   140    160      43.090     49     60     10     15     10     29
   140    170      31.630     57     65     12     15     13     27
   140    180      23.760     61     86      9     13      7     27
   140    190      18.120     92     65     13     20     11     24
   140    200      13.750     94     74     17     24     12     19
   140    210      10.630    109     92     24     23     13     25
   140    220       8.274    137     64     22     29     13     26
   140    230       6.528    167     84     30     29      8     28
   140    240       5.155    139     84     35     32     11     33
   140    250       4.148    158     86     52     42     20     37
   140    260       3.344    165     74     48     26     19     31
   140    270       2.709    169     69     63     33     23     33
   140    280       2.218    203     90     76     18     29     34
   140    290       1.794    207     65     74     39     24     37
   140    300       1.503    354    111     71     36     56     57
   140    310       1.226    360    116     82     34     44     60
   140    320       1.029    409    105     88     30     51     59
   140    330       0.864    396    101     93     22     67     65
   140    340       0.720    448     87    106     38     70     63
   140    350       0.610    486    100    100     32     75     60
   150    100    6950.000      0      3      0      2      1      1
   150    110    1435.000      3      8      0      1      2      7
   150    120     205.400     20     47      4      7      5     13
   150    130     122.300     32     50      6     13      5     20
   150    140      82.430     36     62      4     14     11     31
   150    150      57.620     47     74      7     16      6     32
   150    160      41.470     50     77     10     26      8     34
   150    170      30.880     58     73     12     19     12     34
   150    180      23.250     65     71     16     18      6     35
   150    190      17.500     67     87     17     13     22     43
   150    200      13.490    103     68     17     22      7     37
   150    210      10.370    101     90     30     34     18     45
   150    220       8.142    124     76     25     24     13     36
   150    230       6.437    146     90     38     31     15     40
   150    240       5.146    135     78     31     31     19     41
   150    250       4.101    193     85     42     25     17     42
   150    260       3.288    132     59     63     42     17     26
   150    270       2.668    191     81     57     34     18     33
   150    280       2.171    223     78     75     30     29     44
   150    290       1.783    225     56     69     25     13     34
   150    300       1.474    334    131     76     34     66     76
   150    310       1.211    399    142     83     34     56     82
   150    320       1.016    405    123     83     24     65     65
   150    330       0.838    427    101     79     23     61     64
   150    340       0.700    435    121     88     26     59     78
   150    350       0.594    495     83     97     22     62     79
   160    100    6605.000      2      1      0      0      0      1
   160    110    1047.000      8     17      0      1      0      6
   160    120     194.900     11     46      1      7      5     23
   160    130     117.900     29     55      6     12      7     28
   160    140      78.900     24     68      8     14      7     29
   160    150      55.650     45     82      9     22      9     34
   160    160      39.830     60     92     11     13      6     38
   160    170      29.970     74     77      8     14      7     26
   160    180      22.220     70     76     14     12     14     38
   160    190      17.100     74     90     11     26     18     46
   160    200      13.050    100     79     19     15     14     33
   160    210      10.300    107     78     29     28     17     41
   160    220       8.025    145     90     26     34     11     35
   160    230       6.330    186     97     32     35     18     41
   160    240       5.034    186     92     36     26     17     36
   160    250       4.024    179     81     38     29     27     61
   160    260       3.260    213    104     39     35     25     53
   160    270       2.632    229    102     56     28     27     56
   160    280       2.121    216     94     66     32     19     53
   160    290       1.758    224     75     63     30     29     42
   160    300       1.455    378    139     86     34     63     84
   160    310       1.202    382    104     80     33     50     89
   160    320       0.991    400    124     97     28     59     67
   160    330       0.829    457    129    113     36     73     66
   160    340       0.697    443    107    103     31     77     82
   160    350       0.586    441    110    113     36     70     53
   170    100    6061.000      1      2      0      1      1      1
   170    110     723.000      5     12      0      7      3      6
   170    120     186.000     21     46      4     10      4     29
   170    130     113.700     36     75      2     15      9     41
   170    140      76.940     29     80      5     16     13     40
   170    150      53.690     41     83      2     13     15     33
   170    160      39.200     63     75      5     14      9     43
   170    170      29.050     68     92      8     15      6     40
   170    180      21.780     83     93     16     21      9     43
   170    190      16.820     81     80     13     30     18     38
   170    200      12.750    113     76     19     20     13     39
   170    210       9.982    100    105     25     23     19     41
   170    220       7.814    129     86     32     20     16     42
   170    230       6.196    152    106     27     26     15     46
   170    240       4.935    186     89     48     37     12     52
   170    250       3.947    193    102     43     30     30     63
   170    260       3.188    200    105     47     23     37     56
   170    270       2.589    246    107     41     30     31     76
   170    280       2.084    259    112     57     25     35     65
   170    290       1.711    282     92     56     39     46     38
   170    300       1.417    361    148     70     43     51     85
   170    310       1.183    450    133     94     32     76     76
   170    320       0.983    424    139     84     37     66     58
   170    330       0.813    455    122    110     37     69     78
   170    340       0.683    444    104    106     21     73     81
   170    350       0.571    495    125    106     34     75     83
   180    100    5553.000      0      4      0      0      0      0
   180    110     542.800      8     24      0      2      6     13
   180    120     175.900     24     56      6     10      3     29
   180    130     110.500     25     72      9     13      6     33
   180    140      73.640     41     96      3     21      5     41
   180    150      51.620     61     88      7     10      4     47
   180    160      38.050     56    101      8     18     11     38
   180    170      28.310     82    101      9     13     13     37
   180    180      21.080     91     92     19     24     16     44
   180    190      16.220     89     93     25     32     12     46
   180    200      12.420    137    106     16     23     11     43
   180    210       9.718    123    108     21     32     12     35
   180    220       7.529    139     95     39     28     19     33
   180    230       6.044    177    126     32     43     12     31
   180    240       4.791    185     91     50     28     26     59
   180    250       3.899    194    105     44     26     24     53
   180    260       3.103    228    104     36     27     19     50
   180    270       2.518    234    119     54     19     18     60
   180    280       2.065    261    111     66     24     38     60
   180    290       1.681    279    112     50     30     36     69
   180    300       1.380    362    146     62     40     70     94
   180    310       1.146    422    157     81     26     52     95
   180    320       0.956    472    129    103     35     72     86
   180    330       0.802    451    131    111     39     72     92
   180    340       0.677    478    116     99     29     68     60
   180    350       0.567    523     95    117     26     65     65
   190    100    4983.000      0      1      0      2      0      1
   190    110     443.300     13     24      1      6      5     16
   190    120     168.700     15     55      4     14      5     29
   190    130     105.500     31     72      4     16     13     32
   190    140      71.930     42    108      4     25     13     48
   190    150      50.400     50    122      9     20     11     43
   190    160      37.000     57    123     10     16     11     48
   190    170      27.320     79    111     19     23      9     57
   190    180      20.510     87    126     24     25      9     60
   190    190      16.020     92    103     20     27     15     60
   190    200      12.200    115    121     18     27     11     48
   190    210       9.446    145    108     25     23     25     54
   190    220       7.443    149    107     31     43      5     51
   190    230       5.866    164    117     25     33     14     44
   190    240       4.727    168    109     48     36     23     61
   190    250       3.772    196    109     39     30     24     69
   190    260       3.050    223    104     41     35     26     67
   190    270       2.469    267     96     49     33     46     56
   190    280       2.014    273    128     49     33     29     61
   190    290       1.646    292    102     67     31     38     50
   190    300       1.357    434    154     67     30     65     94
   190    310       1.121    456    132     97     44     70     98
   190    320       0.942    512    150    115     33     69     78
   190    330       0.787    505    139     95     29     74     76
   190    340       0.661    513    136    106     29     85     94
   190    350       0.561    528    115    113     30     90     67
   200    100    4427.000      0      1      0      0      0      1
   200    110     378.000      7     23      3      7      4     17
   200    120     161.700     23     58      4     13      3     30
   200    130     100.600     29     86      5     12      8     47
   200    140      69.070     40     93      9     21      9     41
   200    150      48.700     43    131      8     20      8     38
   200    160      35.580     58    124     11     25     17     57
   200    170      26.640     90    133      8     33     17     54
   200    180      19.970    107    122     13     17     10     60
   200    190      15.440    118    130     18     27     10     61
   200    200      11.820    142    109     20     31     19     38
   200    210       9.253    153    120     34     29     16     54
   200    220       7.306    171    120     40     34     25     57
   200    230       5.768    195    105     49     34     20     46
   200    240       4.592    217    123     56     23     19     56
   200    250       3.752    214    110     60     34     38     66
   200    260       3.007    235    111     49     33     23     78
   200    270       2.412    228    112     66     26     44     64
   200    280       1.973    282    132     48     38     34     49
   200    290       1.633    276    105     73     35     38     54
   200    300       1.335    401    175     85     34     79     75
   200    310       1.103    442    119     87     44     78     96
   200    320       0.925    486    149    104     33     75     79
   200    330       0.780    498    131    102     31     84     72
   200    340       0.656    513     96    110     35     69     71
   200    350       0.545    540    126    131     32     78     67
   210    100    3984.000      0      0      0      0      0      2
   210    110     340.400      5     17      0      4      0      8
   210    120     154.100     10     65      5     15      5     22
   210    130      97.190     37     70      7     13      7     29
   210    140      66.670     39    111      9     26      9     58
   210    150      46.820     62    123     10     24     14     69
   210    160      34.390     78    122     11     24     17     63
   210    170      25.870     74    132     24     24     12     88
   210    180      19.580     87    138     18     31     19     56
   210    190      14.940    133    132     29     26     17     64
   210    200      11.510    157    117     33     34     14     54
   210    210       9.061    155    128     33     28     14     50
   210    220       7.101    177    117     37     30     13     68
   210    230       5.643    190    145     39     33     21     65
   210    240       4.491    199    129     43     32     35     57
   210    250       3.608    214    126     66     30     28     72
   210    260       2.935    221    130     50     37     35     72
   210    270       2.357    270     95     69     41     44     59
   210    280       1.970    265     95     63     32     34     82
   210    290       1.591    295    122     68     26     42     57
   210    300       1.302    417    152     81     35     68     83
   210    310       1.105    437    137     87     39     80    126
   210    320       0.914    490    132    107     29     77     89
   210    330       0.762    470    127     94     24     73     96
   210    340       0.640    517    144    102     33     82     86
   210    350       0.542    522    102    121     36     85     73
   220    100    3683.000      0      2      0      0      0      2
   220    110     308.800      8     11      0      6      0     17
   220    120     146.900     15     76      5      6      6     30
   220    130      93.330     39     92      7     18     10     51
   220    140      63.560     35    101      8     17      9     46
   220    150      45.210     65    125     12     26     12     61
   220    160      33.660     66    124      6     24     14     56
   220    170      24.880     93    150     13     31     20     68
   220    180      18.810    108    146     18     31     17     71
   220    190      14.490    125    166     24     35     22     59
   220    200      11.250    122    145     33     37     20     75
   220    210       8.676    174    132     35     33     22     63
   220    220       6.959    192    130     36     35     23     66
   220    230       5.509    213    125     36     37     30     78
   220    240       4.434    226    123     49     38     24     66
   220    250       3.555    239    126     48     40     25     71
   220    260       2.866    237    120     53     27     36     69
   220    270       2.341    252    130     59     29     35     78
   220    280       1.899    295    117     72     33     28     67
   220    290       1.557    279    108     70     50     25     57
   220    300       1.313    400    159     97     38     77    106
   220    310       1.083    484    145    110     44     71     75
   220    320       0.902    504    155     92     29     94     88
   220    330       0.748    482    120    101     34     79     99
   220    340       0.636    546    155    117     34     93     71
   220    350       0.529    497    111    103     37    104     65
   230    100    3401.000      0      0      0      0      0      0
   230    110     279.300      4     16      0      3      1      9
   230    120     140.400      9     32      2     11      3     19
   230    130      89.670     29     88      1     15      5     40
   230    140      61.230     44    109      4     24     14     66
   230    150      43.540     60    116     11     13     11     61
   230    160      32.570     62    148     14     17     14     82
   230    170      23.970     58    147     22     29     25     60
   230    180      18.300    117    154     26     34     14    100
   230    190      14.090    131    165     31     36     14     87
   230    200      10.910    122    159     23     35     18     83
   230    210       8.562    164    125     40     26     21     77
   230    220       6.795    212    157     37     34     23     78
   230    230       5.377    205    150     32     46     35     58
   230    240       4.323    235    126     53     34     38     75
   230    250       3.428    206    145     50     47     22     90
   230    260       2.836    260    137     57     48     34     67
   230    270       2.281    274    124     70     32     37     69
   230    280       1.870    296    102     70     31     42     76
   230    290       1.532    289    125     65     33     46     55
   230    300       1.289    437    163     92     32     74     84
   230    310       1.054    472    173     99     38     71     78
   230    320       0.874    495    142     96     38     75     87
   230    330       0.743    497    129    110     30     78     86
   230    340       0.617    517    127    143     31     85     67
   230    350       0.524    554    115    118     29     89     72
   240    100    3151.000      1      1      0      0      0      2
   240    110     259.100      4     21      1      5      3     17
   240    120     134.300     11     43      2      3      2     10
   240    130      85.560     29     96     11     17      5     54
   240    140      58.860     43    118      6     23      9     57
   240    150      42.800     40    110     10     35     13     61
   240    160      31.230     76    134     16     19     21     78
   240    170      22.930     87    152     17     41     17     73
   240    180      17.590    110    179     23     33     20     91
   240    190      13.540    135    163     39     47     23     74
   240    200      10.660    163    166     42     39     24     75
   240    210       8.397    195    163     29     34     21     59
   240    220       6.608    187    151     43     46     18     77
   240    230       5.207    217    146     38     39     24     75
   240    240       4.132    238    148     55     44     33     70
   240    250       3.395    256    142     55     38     30     85
   240    260       2.742    243    134     62     41     30     80
   240    270       2.237    268    140     65     39     41     77
   240    280       1.836    300    116     61     39     38     42
   240    290       1.515    315    107     84     31     51     61
   240    300       1.247    426    151    100     40     74     90
   240    310       1.039    472    144    101     35     77     88
   240    320       0.865    506    147    115     34     82     77
   240    330       0.719    505    141    132     39     75     68
   240    340       0.605    508    112    120     34     81     85
   240    350       0.518    537    122    128     29    103     72
   250    100    2834.000      0      0      0      0      0      1
   250    110     239.900      4     21      1      2      2     18
   250    120     127.300     11     29      1      6      1     17
   250    130      82.990     13     48      2      8      3     33
   250    140      57.000     38    122     11     23      9     69
   250    150      40.720     53    149     15     33     15     76
   250    160      29.760     64    155     16     25     15     86
   250    170      22.660     93    156     22     35     18     80
   250    180      17.120    110    172     29     34     17     75
   250    190      13.150    168    193     25     34     20     91
   250    200      10.340    159    165     37     39     31     75
   250    210       8.087    197    189     30     43     24     94
   250    220       6.492    196    160     44     36     28    102
   250    230       5.079    239    160     40     33     41     82
   250    240       4.087    242    137     53     36     33     83
   250    250       3.325    265    128     53     38     25     89
   250    260       2.688    278    134     67     35     23     72
   250    270       2.218    298    132     79     43     31     82
   250    280       1.795    315    107     91     36     38     77
   250    290       1.487    348    104     87     40     43     49
   250    300       1.228    453    156     95     36     75     97
   250    310       1.014    476    127    115     37     63    111
   250    320       0.852    521    118    103     40     84     84
   250    330       0.706    562    133    113     32     98     79
   250    340       0.592    528    121    146     30    101     85
   250    350       0.505    520    105    128     26     83     66
   260    100    2539.000      0      0      0      0      0      0
   260    110     224.500      4     12      1      4      1     15
   260    120     121.900      7     31      1      4      4     23
   260    130      79.580     11     65      3      9      4     33
   260    140      54.650     42    119      9     24      5     76
