Using HT bins:  400-500-800-1000-99999	 Using MET bins: 125-150-250-350-99999
N_1lep_M2_H3_2b    96
N_1lep_M2_H3_3b    17
N_1lep_M2_H4_1b    92
N_1lep_M2_H4_2b    26
N_1lep_M2_H4_3b    4
N_1lep_M3_H1_1b    387
N_1lep_M3_H1_2b    139
N_1lep_M3_H1_3b    11
N_1lep_M3_H2_1b    519
N_1lep_M3_H2_2b    238
N_1lep_M3_H2_3b    25
N_1lep_M3_H3_1b    93
N_1lep_M3_H3_2b    37
N_1lep_M3_H3_3b    4
N_1lep_M3_H4_1b    45
N_1lep_M3_H4_2b    18
N_1lep_M3_H4_3b    1
N_1lep_M4_H1_1b    44
N_1lep_M4_H1_2b    7
N_1lep_M4_H1_3b    0
N_1lep_M4_H2_1b    167
N_1lep_M4_H2_2b    44
N_1lep_M4_H2_3b    7
N_1lep_M4_H3_1b    49
N_1lep_M4_H3_2b    16
N_1lep_M4_H3_3b    1
N_1lep_M4_H4_1b    31
N_1lep_M4_H4_2b    10
N_1lep_M4_H4_3b    0
N_ldp_M1_H1_1b    9855
N_ldp_M1_H1_2b    2436
N_ldp_M1_H1_3b    139
N_ldp_M1_H2_1b    18834
N_ldp_M1_H2_2b    4467
N_ldp_M1_H2_3b    333
N_ldp_M1_H3_1b    5431
N_ldp_M1_H3_2b    1089
N_ldp_M1_H3_3b    75
N_ldp_M1_H4_1b    4888
N_ldp_M1_H4_2b    808
N_ldp_M1_H4_3b    84
N_ldp_M2_H1_1b    5549
N_ldp_M2_H1_2b    1311
N_ldp_M2_H1_3b    90
N_ldp_M2_H2_1b    13751
N_ldp_M2_H2_2b    3251
N_ldp_M2_H2_3b    257
N_ldp_M2_H3_1b    4361
N_ldp_M2_H3_2b    958
N_ldp_M2_H3_3b    77
N_ldp_M2_H4_1b    4330
N_ldp_M2_H4_2b    751
N_ldp_M2_H4_3b    81
N_ldp_M3_H1_1b    105
N_ldp_M3_H1_2b    17
N_ldp_M3_H1_3b    4
N_ldp_M3_H2_1b    677
N_ldp_M3_H2_2b    131
N_ldp_M3_H2_3b    10
N_ldp_M3_H3_1b    354
N_ldp_M3_H3_2b    85
N_ldp_M3_H3_3b    7
N_ldp_M3_H4_1b    469
N_ldp_M3_H4_2b    101
N_ldp_M3_H4_3b    8
N_ldp_M4_H1_1b    3
N_ldp_M4_H1_2b    0
N_ldp_M4_H1_3b    0
N_ldp_M4_H2_1b    36
N_ldp_M4_H2_2b    13
N_ldp_M4_H2_3b    1
N_ldp_M4_H3_1b    56
N_ldp_M4_H3_2b    8
N_ldp_M4_H3_3b    3
N_ldp_M4_H4_1b    110
N_ldp_M4_H4_2b    29
N_ldp_M4_H4_3b    1
R_lsb_H1_1b   0.1
R_lsb_H1_1b_err   0.01
R_lsb_H1_2b   0.1
R_lsb_H1_2b_err   0.01
R_lsb_H1_3b   0.1
R_lsb_H1_3b_err   0.01
R_lsb_H2_1b   0.1
R_lsb_H2_1b_err   0.01
R_lsb_H2_2b   0.1
R_lsb_H2_2b_err   0.01
R_lsb_H2_3b   0.1
R_lsb_H2_3b_err   0.01
R_lsb_H3_1b   0.1
R_lsb_H3_1b_err   0.01
R_lsb_H3_2b   0.1
R_lsb_H3_2b_err   0.01
R_lsb_H3_3b   0.1
R_lsb_H3_3b_err   0.01
R_lsb_H4_1b   0.1
R_lsb_H4_1b_err   0.01
R_lsb_H4_2b   0.1
R_lsb_H4_2b_err   0.01
R_lsb_H4_3b   0.1
R_lsb_H4_3b_err   0.01
N_Zee_M1_H1   44
N_Zee_M1_H2   19
N_Zee_M1_H3   5
N_Zee_M1_H4   3
N_Zee_M2_H1   92
N_Zee_M2_H2   80
N_Zee_M2_H3   12
N_Zee_M2_H4   2
N_Zee_M3_H1   40
N_Zee_M3_H2   43
N_Zee_M3_H3   7
N_Zee_M3_H4   5
N_Zee_M4_H1   16
N_Zee_M4_H2   28
N_Zee_M4_H3   4
N_Zee_M4_H4   3
N_Zmm_M1_H1   55
N_Zmm_M1_H2   47
N_Zmm_M1_H3   1
N_Zmm_M1_H4   0
N_Zmm_M2_H1   134
N_Zmm_M2_H2   124
N_Zmm_M2_H3   12
N_Zmm_M2_H4   3
N_Zmm_M3_H1   49
N_Zmm_M3_H2   51
N_Zmm_M3_H3   8
N_Zmm_M3_H4   3
N_Zmm_M4_H1   15
N_Zmm_M4_H2   37
N_Zmm_M4_H3   7
N_Zmm_M4_H4   4
N_ttbarsingletopzjetsmc_ldp_M1_H1_1b   0
N_ttbarsingletopzjetsmc_ldp_M1_H1_2b   0
N_ttbarsingletopzjetsmc_ldp_M1_H1_3b   0
N_ttbarsingletopzjetsmc_ldp_M1_H2_1b   0
N_ttbarsingletopzjetsmc_ldp_M1_H2_2b   0
N_ttbarsingletopzjetsmc_ldp_M1_H2_3b   0
N_ttbarsingletopzjetsmc_ldp_M1_H3_1b   0
N_ttbarsingletopzjetsmc_ldp_M1_H3_2b   0
N_ttbarsingletopzjetsmc_ldp_M1_H3_3b   0
N_ttbarsingletopzjetsmc_ldp_M1_H4_1b   0
N_ttbarsingletopzjetsmc_ldp_M1_H4_2b   0
N_ttbarsingletopzjetsmc_ldp_M1_H4_3b   0
N_ttbarsingletopzjetsmc_ldp_M2_H1_1b   0
N_ttbarsingletopzjetsmc_ldp_M2_H1_2b   0
N_ttbarsingletopzjetsmc_ldp_M2_H1_3b   0
N_ttbarsingletopzjetsmc_ldp_M2_H2_1b   0
N_ttbarsingletopzjetsmc_ldp_M2_H2_2b   0
N_ttbarsingletopzjetsmc_ldp_M2_H2_3b   0
N_ttbarsingletopzjetsmc_ldp_M2_H3_1b   0
N_ttbarsingletopzjetsmc_ldp_M2_H3_2b   0
N_ttbarsingletopzjetsmc_ldp_M2_H3_3b   0
N_ttbarsingletopzjetsmc_ldp_M2_H4_1b   0
N_ttbarsingletopzjetsmc_ldp_M2_H4_2b   0
N_ttbarsingletopzjetsmc_ldp_M2_H4_3b   0
N_ttbarsingletopzjetsmc_ldp_M3_H1_1b   0
N_ttbarsingletopzjetsmc_ldp_M3_H1_2b   0
N_ttbarsingletopzjetsmc_ldp_M3_H1_3b   0
N_ttbarsingletopzjetsmc_ldp_M3_H2_1b   0
N_ttbarsingletopzjetsmc_ldp_M3_H2_2b   0
N_ttbarsingletopzjetsmc_ldp_M3_H2_3b   0
N_ttbarsingletopzjetsmc_ldp_M3_H3_1b   0
N_ttbarsingletopzjetsmc_ldp_M3_H3_2b   0
N_ttbarsingletopzjetsmc_ldp_M3_H3_3b   0
N_ttbarsingletopzjetsmc_ldp_M3_H4_1b   0
N_ttbarsingletopzjetsmc_ldp_M3_H4_2b   0
N_ttbarsingletopzjetsmc_ldp_M3_H4_3b   0
N_ttbarsingletopzjetsmc_ldp_M4_H1_1b   0
N_ttbarsingletopzjetsmc_ldp_M4_H1_2b   0
N_ttbarsingletopzjetsmc_ldp_M4_H1_3b   0
N_ttbarsingletopzjetsmc_ldp_M4_H2_1b   0
N_ttbarsingletopzjetsmc_ldp_M4_H2_2b   0
N_ttbarsingletopzjetsmc_ldp_M4_H2_3b   0
N_ttbarsingletopzjetsmc_ldp_M4_H3_1b   0
N_ttbarsingletopzjetsmc_ldp_M4_H3_2b   0
N_ttbarsingletopzjetsmc_ldp_M4_H3_3b   0
N_ttbarsingletopzjetsmc_ldp_M4_H4_1b   0
N_ttbarsingletopzjetsmc_ldp_M4_H4_2b   0
N_ttbarsingletopzjetsmc_ldp_M4_H4_3b   0
N_WJmc_ldp_M1_H1_1b   0
N_WJmc_ldp_M1_H1_2b   0
N_WJmc_ldp_M1_H1_3b   0
N_WJmc_ldp_M1_H2_1b   0
N_WJmc_ldp_M1_H2_2b   0
N_WJmc_ldp_M1_H2_3b   0
N_WJmc_ldp_M1_H3_1b   0
N_WJmc_ldp_M1_H3_2b   0
N_WJmc_ldp_M1_H3_3b   0
N_WJmc_ldp_M1_H4_1b   0
N_WJmc_ldp_M1_H4_2b   0
N_WJmc_ldp_M1_H4_3b   0
N_WJmc_ldp_M2_H1_1b   0
N_WJmc_ldp_M2_H1_2b   0
N_WJmc_ldp_M2_H1_3b   0
N_WJmc_ldp_M2_H2_1b   0
N_WJmc_ldp_M2_H2_2b   0
N_WJmc_ldp_M2_H2_3b   0
N_WJmc_ldp_M2_H3_1b   0
N_WJmc_ldp_M2_H3_2b   0
N_WJmc_ldp_M2_H3_3b   0
N_WJmc_ldp_M2_H4_1b   0
N_WJmc_ldp_M2_H4_2b   0
N_WJmc_ldp_M2_H4_3b   0
N_WJmc_ldp_M3_H1_1b   0
N_WJmc_ldp_M3_H1_2b   0
N_WJmc_ldp_M3_H1_3b   0
N_WJmc_ldp_M3_H2_1b   0
N_WJmc_ldp_M3_H2_2b   0
N_WJmc_ldp_M3_H2_3b   0
N_WJmc_ldp_M3_H3_1b   0
N_WJmc_ldp_M3_H3_2b   0
N_WJmc_ldp_M3_H3_3b   0
N_WJmc_ldp_M3_H4_1b   0
N_WJmc_ldp_M3_H4_2b   0
N_WJmc_ldp_M3_H4_3b   0
N_WJmc_ldp_M4_H1_1b   0
N_WJmc_ldp_M4_H1_2b   0
N_WJmc_ldp_M4_H1_3b   0
N_WJmc_ldp_M4_H2_1b   0
N_WJmc_ldp_M4_H2_2b   0
N_WJmc_ldp_M4_H2_3b   0
N_WJmc_ldp_M4_H3_1b   0
N_WJmc_ldp_M4_H3_2b   0
N_WJmc_ldp_M4_H3_3b   0
N_WJmc_ldp_M4_H4_1b   0
N_WJmc_ldp_M4_H4_2b   0
N_WJmc_ldp_M4_H4_3b   0
N_Znnmc_ldp_M1_H1_1b   0
N_Znnmc_ldp_M1_H1_2b   0
N_Znnmc_ldp_M1_H1_3b   0
N_Znnmc_ldp_M1_H2_1b   0
N_Znnmc_ldp_M1_H2_2b   0
N_Znnmc_ldp_M1_H2_3b   0
N_Znnmc_ldp_M1_H3_1b   0
N_Znnmc_ldp_M1_H3_2b   0
N_Znnmc_ldp_M1_H3_3b   0
N_Znnmc_ldp_M1_H4_1b   0
N_Znnmc_ldp_M1_H4_2b   0
N_Znnmc_ldp_M1_H4_3b   0
N_Znnmc_ldp_M2_H1_1b   0
N_Znnmc_ldp_M2_H1_2b   0
N_Znnmc_ldp_M2_H1_3b   0
N_Znnmc_ldp_M2_H2_1b   0
N_Znnmc_ldp_M2_H2_2b   0
N_Znnmc_ldp_M2_H2_3b   0
N_Znnmc_ldp_M2_H3_1b   0
N_Znnmc_ldp_M2_H3_2b   0
N_Znnmc_ldp_M2_H3_3b   0
N_Znnmc_ldp_M2_H4_1b   0
N_Znnmc_ldp_M2_H4_2b   0
N_Znnmc_ldp_M2_H4_3b   0
N_Znnmc_ldp_M3_H1_1b   0
N_Znnmc_ldp_M3_H1_2b   0
N_Znnmc_ldp_M3_H1_3b   0
N_Znnmc_ldp_M3_H2_1b   0
N_Znnmc_ldp_M3_H2_2b   0
N_Znnmc_ldp_M3_H2_3b   0
N_Znnmc_ldp_M3_H3_1b   0
N_Znnmc_ldp_M3_H3_2b   0
N_Znnmc_ldp_M3_H3_3b   0
N_Znnmc_ldp_M3_H4_1b   0
N_Znnmc_ldp_M3_H4_2b   0
N_Znnmc_ldp_M3_H4_3b   0
N_Znnmc_ldp_M4_H1_1b   0
N_Znnmc_ldp_M4_H1_2b   0
N_Znnmc_ldp_M4_H1_3b   0
N_Znnmc_ldp_M4_H2_1b   0
N_Znnmc_ldp_M4_H2_2b   0
N_Znnmc_ldp_M4_H2_3b   0
N_Znnmc_ldp_M4_H3_1b   0
N_Znnmc_ldp_M4_H3_2b   0
N_Znnmc_ldp_M4_H3_3b   0
N_Znnmc_ldp_M4_H4_1b   0
N_Znnmc_ldp_M4_H4_2b   0
N_Znnmc_ldp_M4_H4_3b   0
acc_Zee_M1   0.701
acc_Zee_M1_err   0.014
acc_Zee_M2   0.762
acc_Zee_M2_err   0.016
acc_Zee_M3   0.833
acc_Zee_M3_err   0.017
acc_Zee_M4   0.873
acc_Zee_M4_err   0.018
acc_Zmm_M1   0.674
acc_Zmm_M1_err   0.014
acc_Zmm_M2   0.733
acc_Zmm_M2_err   0.014
acc_Zmm_M3   0.81
acc_Zmm_M3_err   0.015
acc_Zmm_M4   0.857
acc_Zmm_M4_err   0.018
Z_ee_eff   0.5
Z_ee_eff_err   0.069
Z_mm_eff   0.542
Z_mm_eff_err   0.045
knn_1b_M1   0.454
knn_1b_M1_err   0.067
knn_1b_M2   0.438
knn_1b_M2_err   0.064
knn_1b_M3   0.404
knn_1b_M3_err   0.06
knn_1b_M4   0.349
knn_1b_M4_err   0.054
knn_2b   0.112
knn_2b_err   0.027
knn_3b   0.0052
knn_3b_err   0.0027
Z_ee_pur   0.848
Z_ee_pur_err   0.109
Z_mm_pur   0.802
Z_mm_pur_err   0.088
sf_mc   1
sf_mc_err   0.1
sf_qcd_M1_H1_1b   1
sf_qcd_M1_H1_1b_err   0.165493
sf_qcd_M1_H1_2b   1
sf_qcd_M1_H1_2b_err   0.359805
sf_qcd_M1_H1_3b   1
sf_qcd_M1_H1_3b_err   1
sf_qcd_M1_H2_1b   1
sf_qcd_M1_H2_1b_err   0.11127
sf_qcd_M1_H2_2b   1
sf_qcd_M1_H2_2b_err   0.138209
sf_qcd_M1_H2_3b   1
sf_qcd_M1_H2_3b_err   0.783613
sf_qcd_M1_H3_1b   1
sf_qcd_M1_H3_1b_err   0.256444
sf_qcd_M1_H3_2b   1
sf_qcd_M1_H3_2b_err   0.314019
sf_qcd_M1_H3_3b   1
sf_qcd_M1_H3_3b_err   0.641654
sf_qcd_M1_H4_1b   1
sf_qcd_M1_H4_1b_err   0.381784
sf_qcd_M1_H4_2b   1
sf_qcd_M1_H4_2b_err   0.894076
sf_qcd_M1_H4_3b   1
sf_qcd_M1_H4_3b_err   0.4761
sf_qcd_M2_H1_1b   1
sf_qcd_M2_H1_1b_err   0.253021
sf_qcd_M2_H1_2b   1
sf_qcd_M2_H1_2b_err   0.249283
sf_qcd_M2_H1_3b   1
sf_qcd_M2_H1_3b_err   1
sf_qcd_M2_H2_1b   1
sf_qcd_M2_H2_1b_err   0.189915
sf_qcd_M2_H2_2b   1
sf_qcd_M2_H2_2b_err   0.136199
sf_qcd_M2_H2_3b   1
sf_qcd_M2_H2_3b_err   0.657201
sf_qcd_M2_H3_1b   1
sf_qcd_M2_H3_1b_err   0.272476
sf_qcd_M2_H3_2b   1
sf_qcd_M2_H3_2b_err   0.309095
sf_qcd_M2_H3_3b   1
sf_qcd_M2_H3_3b_err   0.540488
sf_qcd_M2_H4_1b   1
sf_qcd_M2_H4_1b_err   0.342777
sf_qcd_M2_H4_2b   1
sf_qcd_M2_H4_2b_err   0.46824
sf_qcd_M2_H4_3b   1
sf_qcd_M2_H4_3b_err   0.409441
sf_qcd_M3_H1_1b   1
sf_qcd_M3_H1_1b_err   0.697589
sf_qcd_M3_H1_2b   1
sf_qcd_M3_H1_2b_err   1
sf_qcd_M3_H1_3b   1
sf_qcd_M3_H1_3b_err   1
sf_qcd_M3_H2_1b   1
sf_qcd_M3_H2_1b_err   0.354388
sf_qcd_M3_H2_2b   1
sf_qcd_M3_H2_2b_err   0.621182
sf_qcd_M3_H2_3b   1
sf_qcd_M3_H2_3b_err   1
sf_qcd_M3_H3_1b   1
sf_qcd_M3_H3_1b_err   0.309933
sf_qcd_M3_H3_2b   1
sf_qcd_M3_H3_2b_err   0.515167
sf_qcd_M3_H3_3b   1
sf_qcd_M3_H3_3b_err   1
sf_qcd_M3_H4_1b   1
sf_qcd_M3_H4_1b_err   0.188999
sf_qcd_M3_H4_2b   1
sf_qcd_M3_H4_2b_err   0.334925
sf_qcd_M3_H4_3b   1
sf_qcd_M3_H4_3b_err   1
sf_qcd_M4_H1_1b   1
sf_qcd_M4_H1_1b_err   1
sf_qcd_M4_H1_2b   1
sf_qcd_M4_H1_2b_err   1
sf_qcd_M4_H1_3b   1
sf_qcd_M4_H1_3b_err   1
sf_qcd_M4_H2_1b   1
sf_qcd_M4_H2_1b_err   0.686931
sf_qcd_M4_H2_2b   1
sf_qcd_M4_H2_2b_err   1
sf_qcd_M4_H2_3b   1
sf_qcd_M4_H2_3b_err   1
sf_qcd_M4_H3_1b   1
sf_qcd_M4_H3_1b_err   0.319168
sf_qcd_M4_H3_2b   1
sf_qcd_M4_H3_2b_err   1
sf_qcd_M4_H3_3b   1
sf_qcd_M4_H3_3b_err   1
sf_qcd_M4_H4_1b   1
sf_qcd_M4_H4_1b_err   0.373633
sf_qcd_M4_H4_2b   1
sf_qcd_M4_H4_2b_err   0.354749
sf_qcd_M4_H4_3b   1
sf_qcd_M4_H4_3b_err   1
sf_ttwj_M1_H1_1b   0.973199
sf_ttwj_M1_H1_1b_err   0.0460045
sf_ttwj_M1_H1_2b   0.925776
sf_ttwj_M1_H1_2b_err   0.0618303
sf_ttwj_M1_H1_3b   0.980762
sf_ttwj_M1_H1_3b_err   0.0508503
sf_ttwj_M1_H2_1b   1.04
sf_ttwj_M1_H2_1b_err   0.0568846
sf_ttwj_M1_H2_2b   1.06907
sf_ttwj_M1_H2_2b_err   0.0878553
sf_ttwj_M1_H2_3b   1.08779
sf_ttwj_M1_H2_3b_err   0.068169
sf_ttwj_M1_H3_1b   1.24499
sf_ttwj_M1_H3_1b_err   0.134448
sf_ttwj_M1_H3_2b   1.34664
sf_ttwj_M1_H3_2b_err   0.184403
sf_ttwj_M1_H3_3b   1.39596
sf_ttwj_M1_H3_3b_err   0.220626
sf_ttwj_M1_H4_1b   1.39152
sf_ttwj_M1_H4_1b_err   0.210867
sf_ttwj_M1_H4_2b   1.48879
sf_ttwj_M1_H4_2b_err   0.264704
sf_ttwj_M1_H4_3b   1.65993
sf_ttwj_M1_H4_3b_err   0.373464
sf_ttwj_M2_H1_1b   0.982344
sf_ttwj_M2_H1_1b_err   0.0426913
sf_ttwj_M2_H1_2b   0.963649
sf_ttwj_M2_H1_2b_err   0.04466
sf_ttwj_M2_H1_3b   0.994049
sf_ttwj_M2_H1_3b_err   0.0481462
sf_ttwj_M2_H2_1b   0.998747
sf_ttwj_M2_H2_1b_err   0.0439929
sf_ttwj_M2_H2_2b   0.983133
sf_ttwj_M2_H2_2b_err   0.0489092
sf_ttwj_M2_H2_3b   1.02734
sf_ttwj_M2_H2_3b_err   0.0504014
sf_ttwj_M2_H3_1b   1.10701
sf_ttwj_M2_H3_1b_err   0.0710295
sf_ttwj_M2_H3_2b   1.18082
sf_ttwj_M2_H3_2b_err   0.102783
sf_ttwj_M2_H3_3b   1.27579
sf_ttwj_M2_H3_3b_err   0.154648
sf_ttwj_M2_H4_1b   1.27302
sf_ttwj_M2_H4_1b_err   0.147661
sf_ttwj_M2_H4_2b   1.30378
sf_ttwj_M2_H4_2b_err   0.165079
sf_ttwj_M2_H4_3b   1.23481
sf_ttwj_M2_H4_3b_err   0.149024
sf_ttwj_M3_H1_1b   0.97677
sf_ttwj_M3_H1_1b_err   0.0477752
sf_ttwj_M3_H1_2b   1.08531
sf_ttwj_M3_H1_2b_err   0.0759612
sf_ttwj_M3_H1_3b   1.08103
sf_ttwj_M3_H1_3b_err   0.0764385
sf_ttwj_M3_H2_1b   0.917138
sf_ttwj_M3_H2_1b_err   0.0595109
sf_ttwj_M3_H2_2b   0.947572
sf_ttwj_M3_H2_2b_err   0.0503685
sf_ttwj_M3_H2_3b   1.00814
sf_ttwj_M3_H2_3b_err   0.054363
sf_ttwj_M3_H3_1b   1.06582
sf_ttwj_M3_H3_1b_err   0.0622574
sf_ttwj_M3_H3_2b   1.16138
sf_ttwj_M3_H3_2b_err   0.101172
sf_ttwj_M3_H3_3b   1.19454
sf_ttwj_M3_H3_3b_err   0.138289
sf_ttwj_M3_H4_1b   1.2294
sf_ttwj_M3_H4_1b_err   0.133161
sf_ttwj_M3_H4_2b   1.38022
sf_ttwj_M3_H4_2b_err   0.209664
sf_ttwj_M3_H4_3b   1.24253
sf_ttwj_M3_H4_3b_err   0.182302
sf_ttwj_M4_H1_1b   1.09704
sf_ttwj_M4_H1_1b_err   0.0821827
sf_ttwj_M4_H1_2b   1.22236
sf_ttwj_M4_H1_2b_err   0.157921
sf_ttwj_M4_H1_3b   1.57616
sf_ttwj_M4_H1_3b_err   0.41776
sf_ttwj_M4_H2_1b   0.886634
sf_ttwj_M4_H2_1b_err   0.0730103
sf_ttwj_M4_H2_2b   0.942873
sf_ttwj_M4_H2_2b_err   0.0594557
sf_ttwj_M4_H2_3b   0.978489
sf_ttwj_M4_H2_3b_err   0.0796764
sf_ttwj_M4_H3_1b   0.886373
sf_ttwj_M4_H3_1b_err   0.0795791
sf_ttwj_M4_H3_2b   0.985962
sf_ttwj_M4_H3_2b_err   0.0711426
sf_ttwj_M4_H3_3b   0.947805
sf_ttwj_M4_H3_3b_err   0.112597
sf_ttwj_M4_H4_1b   1.18568
sf_ttwj_M4_H4_1b_err   0.116769
sf_ttwj_M4_H4_2b   1.25757
sf_ttwj_M4_H4_2b_err   0.159678
sf_ttwj_M4_H4_3b   1.24183
sf_ttwj_M4_H4_3b_err   0.194875
sf_ee   1
sf_ee_err   0.12
sf_mm   1
sf_mm_err   0.15
btageff_err   0.1
ttwj_mc_ldpover0lep_ratio_M1_H1_1b   0.331601
ttwj_mc_ldpover0lep_ratio_M1_H1_1b_err   0.018018
ttwj_mc_ldpover0lep_ratio_M1_H1_2b   0.310789
ttwj_mc_ldpover0lep_ratio_M1_H1_2b_err   0.0232868
ttwj_mc_ldpover0lep_ratio_M1_H1_3b   0.270454
ttwj_mc_ldpover0lep_ratio_M1_H1_3b_err   0.00851553
ttwj_mc_ldpover0lep_ratio_M1_H2_1b   0.638364
ttwj_mc_ldpover0lep_ratio_M1_H2_1b_err   0.0169959
ttwj_mc_ldpover0lep_ratio_M1_H2_2b   0.599362
ttwj_mc_ldpover0lep_ratio_M1_H2_2b_err   0.0326136
ttwj_mc_ldpover0lep_ratio_M1_H2_3b   0.661312
ttwj_mc_ldpover0lep_ratio_M1_H2_3b_err   0.01551
ttwj_mc_ldpover0lep_ratio_M1_H3_1b   1.48227
ttwj_mc_ldpover0lep_ratio_M1_H3_1b_err   0.0386434
ttwj_mc_ldpover0lep_ratio_M1_H3_2b   1.58216
ttwj_mc_ldpover0lep_ratio_M1_H3_2b_err   0.0500365
ttwj_mc_ldpover0lep_ratio_M1_H3_3b   1.62993
ttwj_mc_ldpover0lep_ratio_M1_H3_3b_err   0.0818507
ttwj_mc_ldpover0lep_ratio_M1_H4_1b   3.22054
ttwj_mc_ldpover0lep_ratio_M1_H4_1b_err   0.118451
ttwj_mc_ldpover0lep_ratio_M1_H4_2b   3.68491
ttwj_mc_ldpover0lep_ratio_M1_H4_2b_err   0.168335
ttwj_mc_ldpover0lep_ratio_M1_H4_3b   3.71045
ttwj_mc_ldpover0lep_ratio_M1_H4_3b_err   0.289722
ttwj_mc_ldpover0lep_ratio_M2_H1_1b   0.170317
ttwj_mc_ldpover0lep_ratio_M2_H1_1b_err   0.00217684
ttwj_mc_ldpover0lep_ratio_M2_H1_2b   0.149778
ttwj_mc_ldpover0lep_ratio_M2_H1_2b_err   0.0025663
ttwj_mc_ldpover0lep_ratio_M2_H1_3b   0.142208
ttwj_mc_ldpover0lep_ratio_M2_H1_3b_err   0.00406071
ttwj_mc_ldpover0lep_ratio_M2_H2_1b   0.379578
ttwj_mc_ldpover0lep_ratio_M2_H2_1b_err   0.00537122
ttwj_mc_ldpover0lep_ratio_M2_H2_2b   0.357615
ttwj_mc_ldpover0lep_ratio_M2_H2_2b_err   0.00765869
ttwj_mc_ldpover0lep_ratio_M2_H2_3b   0.351378
ttwj_mc_ldpover0lep_ratio_M2_H2_3b_err   0.00697505
ttwj_mc_ldpover0lep_ratio_M2_H3_1b   1.08284
ttwj_mc_ldpover0lep_ratio_M2_H3_1b_err   0.134317
ttwj_mc_ldpover0lep_ratio_M2_H3_2b   0.985463
ttwj_mc_ldpover0lep_ratio_M2_H3_2b_err   0.023698
ttwj_mc_ldpover0lep_ratio_M2_H3_3b   0.957832
ttwj_mc_ldpover0lep_ratio_M2_H3_3b_err   0.039187
ttwj_mc_ldpover0lep_ratio_M2_H4_1b   2.15124
ttwj_mc_ldpover0lep_ratio_M2_H4_1b_err   0.181455
ttwj_mc_ldpover0lep_ratio_M2_H4_2b   2.20613
ttwj_mc_ldpover0lep_ratio_M2_H4_2b_err   0.0708044
ttwj_mc_ldpover0lep_ratio_M2_H4_3b   2.26535
ttwj_mc_ldpover0lep_ratio_M2_H4_3b_err   0.115204
ttwj_mc_ldpover0lep_ratio_M3_H1_1b   0.0570255
ttwj_mc_ldpover0lep_ratio_M3_H1_1b_err   0.00278035
ttwj_mc_ldpover0lep_ratio_M3_H1_2b   0.0479354
ttwj_mc_ldpover0lep_ratio_M3_H1_2b_err   0.00395831
ttwj_mc_ldpover0lep_ratio_M3_H1_3b   0.0430866
ttwj_mc_ldpover0lep_ratio_M3_H1_3b_err   0.00547887
ttwj_mc_ldpover0lep_ratio_M3_H2_1b   0.18378
ttwj_mc_ldpover0lep_ratio_M3_H2_1b_err   0.00447591
ttwj_mc_ldpover0lep_ratio_M3_H2_2b   0.160195
ttwj_mc_ldpover0lep_ratio_M3_H2_2b_err   0.00536686
ttwj_mc_ldpover0lep_ratio_M3_H2_3b   0.153335
ttwj_mc_ldpover0lep_ratio_M3_H2_3b_err   0.00882829
