Nm3jbins 5
m0_binning   100  10  1000  10
m12_binning  36  100  450  10
NscanPoints  3592
    m0    m12      Xsec     nsel    n_a    n_d      sb1     sb2     sb3     sb4     sb5  slmsb1  slmsb2  slmsb3  slmsb4  slmsb5   slsb1   slsb2   slsb3   slsb4   slsb5  slsig1  slsig2  slsig3  slsig4  slsig5
    20    130     146.200    266     33     61       17      25      53      32      18       5      10      10       3       2       5      12      13       7       7       8      15      28      16       6 
    20    140     100.800    340     27     56       25      26      33      34       8       1       3      13       8       2       3       6      10      11       5       6      16      17      17      10 
    20    150      70.220    356     27     53       21      23      44      31      23       5       9      13       4       2       3      10      15       9       7      11      30      25      18       9 
    20    160      50.130    410     32     65       14      27      47      34      14       4      11      17       9       3       5       6      22      11       2      18      21      40      19      13 
    20    170      37.290    445     31     80       22      32      43      29      14       5       7       5       6       5       5       8      17      14       5      19      22      52      30       9 
    20    180      27.750    505     27     68       21      26      48      24      16       3       5      11       5       2       8       9      14       8       8      13      20      51      21      21 
    20    190      20.780    542     28     82       12      33      44      21      17       2       5      13       8       2      11       5      11       7       4      18      35      46      31      15 
    20    200      15.850    546     39    104       17      31      28      34      13       3      10      13       8       3       7       6      10      10       4      27      32      62      45      17 
    20    210      12.160    552     22     83       16      21      35      27      16       2       3      12       3       6       7       9      10      12       4      29      40      71      39      16 
    20    220       9.499    573     26     91       18      22      33      24      13       3       4      10      10       3       5      12      15       6       5      28      37      71      43      21 
    20    230       7.544    593     28     93       10      18      36      13      17       3       3      11       5       0       5      12      14      10       5      25      33      82      42      25 
    20    240       5.953    582     36     81       15      17      29      22       9       4      10       9       4       3       7      10      15      15       3      42      47      79      54      38 
    20    250       4.770    626     19     80        6      24      36      20      21       2       6       6       8       4       5       7       7      11       2      35      55      93      56      32 
    20    260       3.793    592     23     95        7      14      27      24      12       1       6       9       6       4       2      12      16       7       6      23      60      92      46      38 
    20    270       3.112    598     26     91       10      13      36      18      12       2       1       8       7       6       6      10      15      16       7      21      54      85      71      21 
    20    280       2.505    619     27     98        7      11      20      20      14       3       6       6       9       8       3      13      11      13       6      41      63     110      71      40 
    20    290       2.036    594     23     93       10       8      22       8      13       3       7      14       8       3       9      16      20       5       1      47      56     112      67      35 
    20    300       1.691    574     20     97        5      13      19      20      11       7       6       8       4       4       3       8      23      16       4      32      72      98      78      25 
    20    310       1.388    532     19     93        3      11      23      11       9       4       5       8       6       2       8      12      18       5       5      35      81     116      62      31 
    20    320       1.161    557     10     69        4       8      15       4      11       3       7       9       5       2       6       9      13       4       4      41      71     110      54      35 
    20    330       0.969    517     11    102        3       8      18      14       9       4       6       9       1       3       4       8      19       6       4      49      82     110      63      31 
    20    340       0.805    498     13     70        5       8      17      12       5       7       4       5       8       0       5      11      17      12       5      37      79     142      78      45 
    20    350       0.685    532     14     77        0      12      19      14      11       1       5       4       4       3       4      12      13       6       4      44      57     122      68      46 
    20    360       0.574    520     17     82        7      11      15      16       2       1       7       8       6       2       5       4      20       8       3      42      84     101      79      41 
    20    370       0.485    471     15     74        6       7      12      10       9       2       8      12       5       3       3       7      12       6       1      34      74     123      87      44 
    20    380       0.414    415     12     85        7       7       7       8       6       4       3       4       6       4       3       7      12       5       5      36      68     109      83      42 
    20    390       0.352    457     10     69        4       6       9       7       8       4       4       7       4       3       4       8      10       7       8      44      50     113      69      45 
    20    400       0.304    430     15     78        1       4       7       6       3       2       3      12       6       1       7       9      11       4       4      37      74     118      67      46 
    20    410       0.258    418     14     75        5       6       8      10       5       0       1       7       5       3       2       4      10       9       4      34      55     103      75      45 
    20    420       0.225    400      6     52        6       6       7       7       5       0       1       5       2       5       7       0       9       6       5      43      68      99      82      43 
    20    430       0.194    372      9     72        1       3       6       5       4       2       1      11       4       3       2       3       5       7       1      44      52     110      79      49 
    20    440       0.168    317      7     56        4       2       3       6       4       2       3       5       4       0       3       4       3       5       3      31      57     105      71      54 
    20    450       0.145    343      8     61        1       7       6       4       4       3       2       2       1       3       2       4       8       7       1      32      45      89      70      62 
    30    100    2650.000     23      2      3        2       3       5       5       2       2       0       2       2       0       1       1       1       2       2       0       0       0       1       1 
    30    110     375.500    166     22     26       14      22      29      17      12       1       0       2       1       3       2       4       7       5       3       5       2       9       3       2 
    30    120     220.400    253     26     51       22      16      38      25      22       4       5       5       2       4       2       2      10       3       1       8       4      18       5       5 
    30    130     143.600    302     33     46       33      18      61      30      17       1       2       5       6       1       3       7      12       7       2       5      10      16       5      10 
    30    140      97.660    329     34     61       16      33      48      23      16       3       8       9       5       3       3       8      14       5       4       8      11      31      18       7 
    30    150      68.790    382     39     61       16      34      53      27      16       4       3       5       7       3       6      14      14      16       2      18       8      29      14       8 
    30    160      49.880    425     43     72       16      26      56      45      16       3       7       9      10       2       5      10       9       7       7      16      18      42      26      12 
    30    170      36.680    465     36     79       16      25      52      35      18       5       3       9       1       5       2       5      10       6       8      26      19      39      19      10 
    30    180      27.240    496     43     85       16      34      41      29       8       4       6      15       8       6       9       9      17      13       4      26      28      44      36      12 
    30    190      20.820    521     30     94       14      20      41      22      15       5       6       6       7       3       8       7      12      14       8      28      32      49      26      15 
    30    200      15.730    602     32     84       12      25      41      23      14       3       4       7      13       4       7       6      17      12       6      25      40      60      30      25 
    30    210      12.130    534     27     85       14      22      48      26      16       2       5      12       7       2       6       6      11       8       7      21      29      75      39      28 
    30    220       9.491    598     37     81       12      24      41      26       9       0       4      17       6       6       6       4      17       6       4      21      48      68      38      32 
    30    230       7.503    630     23     92       10      16      33      28      13       2       3       9       9       0       4       9      12       8       3      26      42      70      46      27 
    30    240       5.971    640     28     95       19      24      33      25      16       8       5       6       7       3       3       5      16       8       6      31      53      78      54      20 
    30    250       4.759    573     26    106       13      11      33      27       9       1      11       7       7       2      10       9      13       9       2      33      56     104      41      25 
    30    260       3.819    631     19     97        8      14      21      16      12       1       5       5       9       5       4       5      11      13       5      37      67      92      65      25 
    30    270       3.071    637     24     96        9      11      23      20       9       5       6      10       7       2       5       5      13       4       5      31      62      95      48      29 
    30    280       2.491    611     26     99        9       8      26      20      12       4       3       7       7       6       7      10      18      12       3      35      56      93      62      27 
    30    290       2.026    603     23    105       11      15      21      18      13       3       2      11       7       4      10      10      23      17       3      35      71     107      56      42 
    30    300       1.674    586     17     92        5      11      18      10      11       2       7      12       6       8       6      11      20       5       5      51      66      95      64      47 
    30    310       1.382    535     25    109        3      13      19      14      13       3       3      16       8       3       4       3      21      15       2      42      70     102      68      39 
    30    320       1.145    563     10     94        7       8      25       7      11       3       4       7       7       4       7      11      11       9       7      37      68      95      60      38 
    30    330       0.966    562     15    100       12      11      10      11       9       1       4       7       5       0       5       8       5       2       5      53      73     109      64      48 
    30    340       0.805    531     15     98       10      14      17      10       6       8       5       5       3       1       4       4      15       8      11      37      59     107      70      45 
    30    350       0.675    500     10    103        5      14      14      10       3       2       4       7       4       4       1       9      10       3       4      44      65     119      65      46 
    30    360       0.570    522     11     97        6       8      16      13       7       3       5       7       5       4       7       5      14       7       1      38      69     117      69      40 
    30    370       0.486    490     15     89        6       5      14      15      10       2       4       8       5       1       5       3       8       6       5      32      59     105      87      37 
    30    380       0.416    476      6     99        1       6      19      13      11       2       5       7       1       4       2       4      10       6       5      49      65     113      66      52 
    30    390       0.353    514     15     84        3       8       9      14       5       1       5       3       5       6       2       8      13       3       5      37      66     100      74      46 
    30    400       0.303    447      4     63        1       4      15       9       4       2       4       2       7       4       3       5       7       6       4      41      57     115      71      37 
    30    410       0.260    433     10     72        4      11       9      15       9       2       3       2       3       0       2       4      10       7       5      37      58     106      63      56 
    30    420       0.224    401      8     71        2       5       6       5       2       2       5       4       5       3       2       6      15       6       6      31      52      90      82      36 
    30    430       0.194    386     14     66        1       4      11       4       2       0       1       4       7       2       4       5      11       3       2      36      57      89      52      50 
    30    440       0.166    381      7     67        2       4       6       6       5       3       2       3       2       1       3       4      11       3       1      30      49      82      69      51 
    30    450       0.144    407      9     68        3       9       6       3       5       3       4       4       4       3       3       4      10       5       4      39      37     103      67      33 
    40    100    2362.000     27      6      5        3       2      11       3       3       1       0       0       0       0       1       0       0       1       0       0       1       2       2       0 
    40    110     368.100    169     26     37       11      17      42      29      12       0       2       1       5       2       1       2       4       3       3       3       4       8       5       0 
    40    120     218.000    237     30     43       17      26      44      29      10       2       5       6       7       2       1       3       7       0       3       2       3      22       9       4 
    40    130     143.100    277     31     74       25      23      51      36      17       2       5       6       4       1       4       6      10       4       3      10       4      21      10       1 
    40    140      96.490    372     43     62       16      33      46      38      27       1       6      12       5       1       8       7       9       9       1       5      10      19      11       6 
    40    150      68.080    377     40     85       30      44      60      38      11       3       5       6       8       3       5       6      19       8       3      16      17      23      18       7 
    40    160      49.080    472     34     90       28      35      50      30      16       3      11       6       4       7       3       9      16       9       2      12      18      26       6       7 
    40    170      35.820    488     41     89       24      36      45      30       9       3       5       8       2       3       8       4      13       9       2      14      24      43      19      14 
    40    180      27.190    533     37     84       17      25      41      33      15       4       4      11       2       2       4       4      14       4       2      11      23      43      24      11 
    40    190      20.660    566     32     94       14      41      53      29      10       2       8      13       5       3       4      10      16       8       7      21      22      43      30      16 
    40    200      15.570    566     35     94       13      23      39      39      19       2       5       8       6       4       4      12      13       4       3      19      39      45      34      12 
    40    210      12.000    586     35    100       16      19      44      38      16       4      10       6       5       3       4       2      11       8       1       9      38      53      38      19 
    40    220       9.491    613     32    105       15      15      35      27      16       2       8       8       8       4       4       6      19      13       1      29      36      57      38      21 
    40    230       7.375    645     34     80       18      19      36      32      10       3       8       6       3       1       7      16      14       9       6      16      43      74      39      16 
    40    240       5.821    666     17    101       13      20      34      19      14       7       7      11       6       3       4       8      21       7       2      23      47      81      45      33 
    40    250       4.693    622     28     98       13      25      29      27      12       5       4       8       2       3       2      12       6       7       6      31      57      94      45      31 
    40    260       3.759    680     21     99        7      17      24      30      12       4       0      11       1       4       6       9      16       6       2      31      51      88      54      20 
    40    270       3.038    648     26     98        8      13      27      14       9       5       3       8       3       1       5       8      14       9       5      33      42      86      41      33 
    40    280       2.482    637     12     96        8      15      22      11      13       3       3       4       2       2       3       7      11       7       2      28      58      87      51      46 
    40    290       2.033    630     22    107        7      19      23       9       7       3       5      13       2       2       5      10      17       9       4      40      63     104      56      40 
    40    300       1.678    571     17    102        8       9      25      19      18       5       6       6       3       1       8      12      11       9       3      38      53     104      72      38 
    40    310       1.365    574     24     86        6      17      18      13       3       2       4      12       6       3       5      12      11       5       7      36      79     108      76      37 
    40    320       1.147    537     15     93        9       9      14       8       9       3       3      10       5       0       8       7      17       8       4      41      85     112      67      37 
    40    330       0.954    583     24     86        4      10      20      14       5       2       5       4       5       3       4       6      13       7       4      25      80      90      63      44 
    40    340       0.799    530     16     89        1       6      15      14       9       2       2       6       6       2       3       7      15       8       1      51      57     113      81      51 
    40    350       0.683    538     12     77        6       7      11      12       2       3       3       2       8       3       1      10      11       7       2      35      62     123      70      25 
    40    360       0.574    516     16     94        7       6      10       6       8       3       2       7       4       3       5      10      13       5       7      41      68     110      77      40 
    40    370       0.478    514     12     90        5      11       9      10       6       0       2       8       2       1       2       6      11       8       1      40      62     117      81      35 
    40    380       0.413    505     15     72        4       4      11       8       7       0       4       3       4       2       4       8       8       3       6      28      69     111      65      47 
    40    390       0.354    516     18     91        6       5      16       7       8       0       8       8       4       1       2       4      13       7       4      33      62     117      69      35 
    40    400       0.300    438     12     73        5       5       7      11       0       3       3       9       6       0       6       4       8       8       5      44      62     123      64      54 
    40    410       0.258    429      9     74        5       6      11       8       5       0       5       9      11       4       2       5       9       8       4      34      54     105      68      46 
    40    420       0.221    442     13     77        6       2       6       7       4       2       3       8       7       3       2       4       8       7       4      34      57     107      66      56 
    40    430       0.192    451      5     83        4       3       5       8       7       2       1       4       1       5       4       0       4       6       7      34      51     110      71      53 
    40    440       0.165    387     10     83        1       5      10       6       6       1       6       2       3       2       6       0       7       6       4      36      57      89      79      54 
    40    450       0.143    399      3     70        6       4       5      10       2       1       5       1       4       3       2       2       8       6       3      20      37      98      81      47 
    50    100    2330.000     33      3      4        1       8       6       3       1       0       1       1       2       1       0       1       0       1       2       1       1       1       4       0 
    50    110     361.300    173     32     36        9      21      41      30      15       3       6      10       4       1       5       4       8       6       1       1       4       7       8       6 
    50    120     213.800    212     27     39       14      17      43      30      13       9       9      12       6       3       6       3      13       8       3       5       8      21      11       9 
    50    130     140.200    274     52     54       25      37      63      32      15       5       4      10       4       3       6       3      17       4       4       5      12      20      14       4 
    50    140      96.420    331     40     65       21      41      51      39      10       2       2      11       9       2       2       5      11       2       3       8       9      24      11      12 
    50    150      67.070    377     43     87       27      36      68      41      12       3       4      12       4       3       2      18       8       9       5       7      12      44      14       8 
    50    160      48.870    411     36     95       13      34      63      37      20       5       8       8       5       2       5       9      12      10       5      11      26      30      22       6 
    50    170      35.440    442     50    106       18      37      42      28       5       7       5      11       7       5       3       7      16       9       4      12      31      37      28       8 
    50    180      26.780    546     41     86       15      22      51      31      16       5       2       8      12       1       3       8       6       8       3      17      27      53      25      14 
    50    190      20.270    571     44     98       20      28      55      34      19       5       4       8      10       1       4       6      18       8       5      12      22      26      25      17 
    50    200      15.550    578     42     98       11      26      56      38      14       3       7      10       6       2       2       2      11       8       7      20      37      51      24      14 
    50    210      11.940    631     33     92       16      23      40      28      13       6       6       3       4       3       5       2      13       4       8      21      29      52      31      21 
    50    220       9.268    581     36     86       12      19      42      25      19       4       5       7       4       3       5       3      13      11       4      25      41      49      34      17 
    50    230       7.288    673     30     88       25      27      35      25      10       3       4       8       4       3       6       4      10       3       1      24      53      64      30      13 
    50    240       5.860    662     28    118        6      17      31      23      16       5       6       8       2       4       6       5      17       8       6      31      40      68      53      18 
    50    250       4.696    661     28    107       13      19      36      24      14       1       3       6       5       3       3      10      16       9       4      24      58      86      35      27 
    50    260       3.737    601     30    114       16      24      36      15      14       3       4       8       8       4       6       7      13      11       4      32      45     108      47      22 
    50    270       3.039    671     21    113       13      15      33      20      13       2       2      12       2       5       8       5      16       3       6      24      64     101      53      32 
    50    280       2.442    677     22    102       11      16      27      17      19       4       4       8       5       3       1       9      10       9       6      39      59     101      48      21 
    50    290       2.021    642     21    105       11      14      23      18      12       2       1       4       6       2       4       5      12      10       7      38      66     105      62      30 
    50    300       1.669    625     25     93        9      12      11      17       5       4       5       7       2       3       6      16      17       4       8      39      88     119      65      25 
    50    310       1.359    618     23    110        7      13      24       9      11       8       2      13       5       3       5      10      12       9       1      35      64     147      55      30 
    50    320       1.138    575     16     99       10      10      12       9       9       3       7       9       6       3       5       6      19       6       2      40      82      98      76      39 
    50    330       0.941    583     21    106        8       9      18      15       8       0       3       8       7       4       3       6      15       3       5      35      59     127      66      37 
    50    340       0.796    533     12     84        5       8      17      11       5       2       3       6       6       8       2       6       9       9       2      34      66     115      84      45 
    50    350       0.671    550     10     87        4      11      12       6       6       2       4       7       6       2       4       8      14       1       3      35      52     108      85      46 
    50    360       0.565    561     16    102        2       4      10       8       9       1       8       7       5       0       5      10       5       4       5      35      73     102      87      41 
    50    370       0.480    497      8     86        6       7      19       7       6       2       8       7       0       5       3       4       9       4       6      28      55     100      62      37 
    50    380       0.405    495     11     64        2       7       9      19       8       0       4       9       8       0       4       5      14       5       3      41      67     108      66      44 
    50    390       0.348    495      8     82        3       3       9       6       8       2       4       4       3       1       1       5       4      10       2      40      54     113      85      44 
    50    400       0.297    485      9     86        4       5       7       6       7       0       3       5       2       4       3       4       9       7       9      36      53      91      66      49 
    50    410       0.255    470     10     60        4       4      10       6       2       2       4       4       5       0       5       1       5       4       5      30      54     105      80      41 
    50    420       0.221    453     11     57        1       3      13       2       5       2       5       6       2       1       3       9       6       7       4      38      55     103      75      49 
    50    430       0.191    417      3     72        2       4      11       8       2       2       1       6       4       7       3       5       8       5       5      38      65      98      69      52 
    50    440       0.165    454     10     58        1       5       9       5       9       1       2       3       4       1       2       2       6       3       1      35      45      96      71      47 
    50    450       0.142    409      4     65        2       2       6       7       3       0       4       0       4       4       0       1       3       3       9      35      62     105      67      39 
    60    100    2270.000     25      6      6        4       3      10       8       7       1       2       4       0       1       0       1       2       1       2       1       2       2       0       0 
    60    110     354.500    147     32     33       14      22      32      23       9       6       7      10       3       2       4       6       9       3       5       5       5       7       6       0 
    60    120     208.800    202     47     57       21      20      44      22      10       5       7      16       9       4       3       8      13       5       4       6      10      13       9       6 
    60    130     138.100    260     34     57       17      28      34      23      12       6       5      17      11       1       7       4      16       9       5       6      11      22      14       8 
    60    140      94.890    349     51     60       23      29      83      28      12       6       8      18       4       0       5       8      18       6       5       9       6      21       9      11 
    60    150      66.670    428     45     83       17      26      66      49      16       3       5      16       8       2       7       8      21       9       3       7      19      23      12       9 
    60    160      48.190    438     40     82       24      31      65      42      14       6       7      16       6       3       6       6      20      13       2      19      29      42      23       8 
    60    170      35.620    472     44    103       26      31      63      31      16       6       6      15       8       3       7      20      16      11       7      18      27      49      24      12 
    60    180      26.510    522     39     99       18      37      59      43      20       4       4      10       7       2       9      13      18       6       4      20      31      44      24      14 
    60    190      19.840    552     42     95       17      36      52      26      20       4       6       8       4       2       4      11      17       9       6      18      32      44      38      13 
    60    200      15.150    550     41    103       22      23      47      25      11       3       9       8       2       6       8      12      20       7       5      15      36      54      24      18 
    60    210      11.720    616     32    119       14      17      45      26      14       3       3       7       4       2       4      10      14      13       4      13      36      43      24      15 
    60    220       9.133    618     29    104       15      15      41      29      25       2       3       5       4       0       6      13      10       3       2      11      35      62      27      23 
    60    230       7.248    633     39    104       19      29      49      16      22       4       5       9       3       3       7      11       8       8       3      18      34      58      36      13 
    60    240       5.783    696     23    101       14      15      34      35      11       3       5      10       4       4       4       4       8       2       2      21      42      64      40      26 
    60    250       4.620    679     32    101       16      20      23      23      11       6       4       7       3       7       4      12      13       7       6      31      40      75      49      12 
    60    260       3.720    688     29    112       15      18      26      18      13       3       3      10       7       3       4       7      12      13       4      19      47      85      52      36 
    60    270       2.992    688     33    127       15      19      34      14       9       4       5       7       5       4      11      12       9       6       4      46      43      68      64      38 
    60    280       2.408    676     11    127       10      22      22      21      10       5      11       9       3       4       5       9      10       7       6      39      71      87      61      25 
    60    290       1.989    656     19    105        7      18      13      13      10       2       8       9       3       3       4       6      15       7       5      27      37      97      71      29 
    60    300       1.624    586     29    106        8      11      31      20      12       4       7       7       4       5       3       7      16       3       2      32      66      89      64      35 
    60    310       1.348    612     20     76        8      11      27      14      14       1       6       3       4       4       4      11      13       2       5      33      71     100      70      45 
    60    320       1.116    612     27     85        7       9      23      12       6       1       7       9       7       5       3      11       9       6       6      51      65     108      80      39 
    60    330       0.936    574     23    134        6      15      20       7       5       2       5      12       6       5       8       8       8      14       4      35      57      94      68      34 
    60    340       0.785    582     13     99        9      11      13      10      10       2       2       3       2       5       5       6      13       8       4      42      66     112      76      44 
    60    350       0.659    581     10     84        6       7      12       8       3       3       4      11       3       4       0       6       6       5       7      35      72     109      89      45 
    60    360       0.558    571     11     90        6       6      14       7       6       2       3       4       3       0       1       5      13      12       4      40      68      95      80      37 
    60    370       0.474    597      9     89        7       7       5       7      11       3       1       9       2       3       1       8       8       7      11      36      65      96      83      40 
    60    380       0.402    540     12     74        2      10       8       8       5       0       3       5       7       3       3       6       7       5       3      28      84     105      56      42 
    60    390       0.341    490      5     79        1       5      12       6       6       1       5       6       7       3       2       6      15       3       4      35      64     107      87      51 
    60    400       0.295    521     15     77        2       9      12      11       6       1       2       8       4       2       3       7       6       8       3      35      54     111      79      39 
    60    410       0.254    488     11     59        6       5       6       7       3       1       4       6       5       0       4       3       8       8       6      41      54     106      88      44 
    60    420       0.218    479      5     81        2       6      11       8       8       3       1       5       2       0       6       5       2       6       0      33      62      78      63      49 
    60    430       0.190    449      7     82        2       7      12       8       4       0       2       4       4       2       5       5       6       9       3      39      61      91      69      45 
    60    440       0.162    431     15     73        4       7       4       6       2       0       1       5       5       0       5       2       4       4       2      33      56      83      78      41 
