m0_binning   100  10  1000  10
m12_binning  36  100  450  10
NscanPoints  3595
    m0    m12      Xsec     nsel    n_a    n_d     sb     slsb     slsig
    60    260       3.720    281     19     40     84     40    107
    60    270       2.992    274     21     46     77     44    114
    60    280       2.408    267     11     41     67     26    139
    60    290       1.989    271     12     28     64     31    128
    60    300       1.624    262     17     32     52     23    127
    60    310       1.348    261      8     29     72     39    129
    60    320       1.116    262     14     32     55     42    140
    60    330       0.936    278     17     46     48     37    155
    60    340       0.785    257     11     42     49     36    167
    60    350       0.659    256     10     27     43     37    166
    60    360       0.558    261      6     33     37     35    171
    60    370       0.474    235     10     32     42     37    160
    60    380       0.402    243     15     24     34     25    151
    60    390       0.341    217      5     29     30     36    178
    60    400       0.295    232      7     29     35     34    160
    60    410       0.254    233      8     16     20     24    184
    60    420       0.218    193      6     38     19     19    147
    60    430       0.190    216      4     34     28     22    158
    60    440       0.162    193      7     21     23     23    148
    60    450       0.141    188      3     35     20     26    159
    70    100    2202.000      7      3      3     19      4      2
    70    110     344.900     30      9     11     54     15      7
    70    120     204.100     53     12     10     72     13      7
    70    130     134.000     71     17     12     72     21     15
    70    140      91.570     91     28     13     81     23     16
    70    150      65.780    100     12     28     89     15     21
    70    160      47.640    134     29     31    124     28     20
    70    170      34.740    130     21     22     88     31     41
    70    180      25.810    149     28     34    126     45     29
    70    190      19.780    185     20     30     98     29     46
    70    200      14.940    195     14     23     88     35     59
    70    210      11.590    216     30     26    119     30     76
    70    220       9.095    233     19     29     95     30     65
    70    230       7.098    225     22     41     90     39     70
    70    240       5.667    256     20     40     91     28     78
    70    250       4.525    262     16     28     91     27     84
    70    260       3.665    250     19     28     94     37     85
    70    270       2.958    284     17     34     85     41     87
    70    280       2.406    318     20     36     67     35    113
    70    290       1.958    272      9     50     61     34    122
    70    300       1.621    277     16     46     64     39    153
    70    310       1.347    277     11     45     51     39    144
    70    320       1.112    289     13     35     58     37    149
    70    330       0.925    284     14     29     52     29    146
    70    340       0.766    275     10     28     50     43    171
    70    350       0.658    270      5     30     55     29    165
    70    360       0.557    263     12     38     44     30    152
    70    370       0.469    238      7     34     41     31    179
    70    380       0.394    234      9     30     38     34    160
    70    390       0.339    215     11     23     31     30    166
    70    400       0.292    209      6     32     33     25    147
    70    410       0.250    233     10     35     29     18    160
    70    420       0.216    214      5     29     31     21    148
    70    430       0.186    232      8     29     18     11    155
    70    440       0.161    234     10     33     19     19    142
    70    450       0.139    184      8     28     30     23    166
    80    100    2138.000      9      0      1      6      4      2
    80    110     337.700     35     11      4     46     15      6
    80    120     199.600     48      6     13     67     17     10
    80    130     132.100     72     16      7     67     22     13
    80    140      91.120     83     22     12     93     32     19
    80    150      64.240     98     27     14     90     46     26
    80    160      46.900    133     26     23    109     28     24
    80    170      34.470    143     38     18    117     33     32
    80    180      25.650    168     26     25     95     36     44
    80    190      19.490    202     20     28    119     38     44
    80    200      14.800    168     19     22    116     40     65
    80    210      11.600    172     17     30     93     28     58
    80    220       8.923    237     21     33     99     40     61
    80    230       7.065    235     27     42     94     31     81
    80    240       5.620    235     20     43     90     30     90
    80    250       4.450    285     23     38     95     27     91
    80    260       3.598    278     21     39     87     35     84
    80    270       2.910    247     17     33    104     20    120
    80    280       2.375    314     19     49     89     37     96
    80    290       1.950    313     12     30     78     23    125
    80    300       1.616    300     15     40     78     35    119
    80    310       1.326    273     17     30     62     24    132
    80    320       1.099    296     12     38     63     22    138
    80    330       0.916    322     18     38     59     27    156
    80    340       0.767    279     20     44     55     29    160
    80    350       0.643    298     14     42     38     24    151
    80    360       0.546    265     10     47     48     30    153
    80    370       0.462    262     10     43     58     33    162
    80    380       0.390    259     13     44     37     32    179
    80    390       0.338    255      6     36     52     20    180
    80    400       0.287    249      3     46     39     22    175
    80    410       0.247    257     13     34     39     29    171
    80    420       0.211    236     10     39     25     26    147
    80    430       0.182    237      7     38     25     21    134
    80    440       0.159    228     11     19     34     26    170
    80    450       0.138    203      3     34     30     16    170
    90    100    2092.000      4      5      1     19      5      0
    90    110     327.200     36     14      9     59      6      7
    90    120     193.800     39     15     13     75     11     10
    90    130     128.900     76     21      9     69     21     14
    90    140      87.890     82     22     13     89     18     19
    90    150      62.700    117     29     25    120     34     31
    90    160      44.900    108     21     26    106     32     36
    90    170      33.510    143     24     24     91     37     39
    90    180      25.240    163     24     33    123     30     35
    90    190      19.020    179     29     29    100     37     48
    90    200      14.720    181     19     26    123     38     68
    90    210      11.160    203     30     35    108     43     53
    90    220       8.832    219     14     32     74     39     68
    90    230       6.937    213     14     30     85     34     92
    90    240       5.551    252     28     24     95     36     93
    90    250       4.431    300     13     41     82     38    100
    90    260       3.558    262     11     44    106     32    106
    90    280       2.325    302     19     42     85     32    111
    90    290       1.918    340     17     52     74     37    117
    90    300       1.575    306     15     39     60     33    114
    90    310       1.315    301     10     34     73     27    127
    90    320       1.086    313     12     51     59     19    110
    90    330       0.904    316     20     48     61     28    146
    90    340       0.761    311     13     46     55     25    148
    90    350       0.633    310     14     37     48     31    145
    90    360       0.544    261     11     34     60     18    147
    90    370       0.455    304     15     37     50     35    171
    90    380       0.388    253      8     33     37     26    163
    90    390       0.330    268     12     31     41     29    160
    90    400       0.283    236      2     28     33     31    161
    90    410       0.242    262      8     27     34     23    150
    90    420       0.212    226     12     36     30     31    158
    90    430       0.183    219      9     25     27     20    165
    90    440       0.156    226      4     26     25     28    159
    90    450       0.137    204      5     32     18     26    169
   100    100    2004.000      7      5      0      9      0      1
   100    110     319.100     38     15     12     58     13      1
   100    120     191.900     48     24     27     64     15     10
   100    130     126.400     77     25     16     83     26      8
   100    140      85.510     80     15     10     93     24     11
   100    150      61.780    125     25     15     96     37     26
   100    160      44.800    108     16     16     96     30     35
   100    170      32.910    144     21     23    125     32     39
   100    180      24.890    153     24     26    117     44     53
   100    190      18.790    191     15     30    119     41     47
   100    200      14.290    227     23     26    126     39     64
   100    210      11.120    226     17     39    119     51     77
   100    220       8.673    221     23     32    114     41     70
   100    230       6.885    231     21     39     92     45     70
   100    240       5.401    239     15     35     90     29     87
   100    250       4.406    248     18     32     89     44     86
   100    260       3.513    259     18     33    100     44     91
   100    270       2.822    270     22     38     91     32    101
   100    280       2.314    268     18     49     85     41    122
   100    290       1.889    276     17     52     93     37    104
   100    300       1.554    310     16     49     82     28    113
   100    310       1.301    326     13     43     87     30    132
   100    320       1.073    286     15     52     61     28    139
   100    330       0.894    321     11     63     84     34    138
   100    340       0.756    340     19     69     66     37    142
   100    350       0.632    339     17     58     58     28    127
   100    360       0.532    306     10     63     54     24    143
   100    370       0.447    287      9     39     57     37    160
   100    380       0.379    281     10     57     49     23    158
   100    390       0.328    286      9     40     38     36    172
   100    400       0.280    280     11     47     44     21    144
   100    410       0.242    264     13     31     38     27    160
   100    420       0.206    223      8     32     42     23    174
   100    430       0.178    266      6     35     27     26    154
   100    440       0.156    228      6     26     33     18    142
   100    450       0.135    221      6     27     30     18    169
   110    100    1939.000     14      3      3     16      0      2
   110    110     309.900     36     16     13     57     12      3
   110    120     182.800     62     22     14     93     19      7
   110    130     121.600     75     31     15    115     21     10
   110    140      84.740     85     27     18    105     22     21
   110    150      60.250    118     28     16    115     35     25
   110    160      43.380    128     36     22    125     42     30
   110    170      32.040    161     31     31    121     41     38
   110    180      24.130    175     30     24    116     44     45
   110    190      18.330    170     26     25    108     32     60
   110    200      14.050    217     36     31    105     31     66
   110    210      10.990    217     34     31    114     30     65
   110    220       8.564    220     17     35     99     45     69
   110    230       6.745    230     20     38     92     43     79
   110    240       5.448    263     28     28     93     39     98
   110    250       4.327    261     27     41     96     38     89
   110    260       3.464    282     26     34     90     55    108
   110    270       2.791    272     16     48    104     33     99
   110    280       2.292    281     20     39     99     35    128
   110    290       1.840    282     30     42     86     30    120
   110    300       1.533    304     17     40     71     35    128
   110    310       1.277    318     16     49     76     42    127
   110    320       1.060    296     12     45     76     31    120
   110    330       0.882    370     15     60     80     34    136
   110    340       0.734    374     15     52     74     32    141
   110    350       0.627    344     17     54     68     36    161
   110    360       0.524    352     20     64     68     23    158
   110    370       0.444    352     15     51     55     28    130
   110    380       0.379    328     11     49     50     37    150
   110    390       0.322    279      6     37     45     21    186
   110    400       0.278    288      8     40     52     25    150
   110    410       0.237    294      7     48     40     21    150
   110    420       0.204    268      7     49     35     15    185
   110    430       0.176    240      3     36     25     25    168
   110    440       0.152    232     10     36     27     27    148
   110    450       0.133    229      8     19     23     20    133
   120    100    1846.000      9      3      2     24      2      1
   120    110     297.300     42     21     13     89      6      8
   120    120     180.000     60     34     17    111     15     17
   120    130     118.100     80     32     16    118     17     11
   120    140      82.240     88     34     24    128     28     14
   120    150      58.800    102     31     20    133     28     26
   120    160      42.420    132     25     28    152     21     26
   120    170      31.390    147     28     39    125     40     34
   120    180      23.650    178     25     33    136     34     40
   120    190      18.030    204     27     26    128     54     54
   120    200      13.910    195     39     47    115     45     56
   120    210      10.800    221     35     32    121     45     78
   120    220       8.464    265     23     27    113     39     73
   120    230       6.660    255     19     49     99     47     82
   120    240       5.287    252     28     36    104     41     87
   120    250       4.242    249     22     35     92     39    103
   120    260       3.398    242     20     42     85     44    114
   120    270       2.743    288     14     45     81     45    116
   120    280       2.225    276     17     60     83     35    113
   120    290       1.845    295     21     36    100     39    132
   120    300       1.511    283     23     58     86     40    123
   120    310       1.243    324     22     36     77     44    129
   120    320       1.051    333     15     56     73     38    123
   120    330       0.876    365     23     61     96     32    139
   120    340       0.727    336     31     53     83     29    136
   120    350       0.616    384     25     55     73     37    114
   120    360       0.518    373     27     61     74     26    136
   120    370       0.443    376     17     67     77     24    132
   120    380       0.373    388     17     58     79     34    133
   120    390       0.322    323      9     50     37     20    170
   120    400       0.273    359     13     45     52     31    138
   120    410       0.234    299     12     45     49     29    171
   120    420       0.203    302      9     30     33     20    159
   120    430       0.175    286      7     29     41     27    153
   120    440       0.150    258      5     36     23     23    168
   120    450       0.130    233      7     36     31     17    148
   130    100    1782.000     11      4      3     25      6      1
   130    110     289.500     67     21     13    107     12      7
   130    120     175.300     66     30     21    119      7      9
   130    130     114.300     96     30     29    128     24     20
   130    140      79.370    116     35     18    125     30     20
   130    150      57.120    141     33     19    157     36     16
   130    160      41.500    165     35     29    136     35     26
   130    170      30.880    163     34     30    150     28     34
   130    180      23.080    193     40     35    149     42     36
   130    190      17.400    212     29     39    145     36     52
   130    200      13.640    218     38     48    149     43     45
   130    210      10.550    261     35     36    139     42     68
   130    220       8.301    256     29     44     99     34     56
   130    230       6.513    265     24     35    105     42     91
   130    240       5.247    252     23     34    108     46    102
   130    250       4.189    303     33     33    107     52    121
   130    260       3.366    265     29     51     86     42    109
   130    270       2.678    288     19     38    112     59    119
   130    280       2.205    310     23     50     91     40    118
   130    290       1.830    337     21     47     86     42    134
   130    300       1.493    321     17     46     84     50    116
   130    310       1.232    303     25     57     94     27    122
   130    320       1.020    317     16     52     90     42    121
   130    330       0.849    335     27     66     84     34    143
   130    340       0.720    418     17     51     97     38    130
   130    350       0.607    381     25     66     85     36    135
   130    360       0.511    377     15     73     99     28    122
   130    370       0.431    447     18     57     71     25    131
   130    380       0.367    390     20     66     70     33    139
   130    390       0.316    367     10     69     62     30    138
   130    400       0.269    355     13     52     64     27    156
   130    410       0.229    350     17     57     45     16    177
   130    420       0.199    327     18     67     31     37    159
   130    430       0.171    296      6     44     53     21    161
   130    440       0.148    281     11     35     29     23    146
   130    450       0.130    263     16     30     33     28    154
   140    100    1711.000     10      7      4     24      4      5
   140    110     279.900     66     37     22    124      9      9
   140    120     167.200     93     33     28    131     14     11
   140    130     111.800     96     47     20    154     16     17
   140    140      76.880    120     48     26    139     30     16
   140    150      54.860    133     37     30    128     34     23
   140    160      40.370    147     40     33    181     34     24
   140    170      30.200    177     40     49    180     27     41
   140    180      22.640    210     32     49    160     30     43
   140    190      17.160    225     42     43    180     42     54
   140    200      13.310    239     42     41    172     42     49
   140    210      10.280    241     29     38    143     33     53
   140    220       8.119    248     36     51    136     34     60
   140    230       6.412    259     23     54    156     46     75
   140    240       5.111    301     28     39    105     45    108
   140    250       4.105    263     30     43     97     35    102
   140    260       3.278    293     24     47     99     38     98
   140    270       2.661    257     24     44    108     37    136
   140    280       2.159    295     29     46     99     49    132
   140    290       1.775    290     27     50     81     48    117
   140    300       1.461    314     21     39     88     45    117
   140    310       1.216    312     23     45     92     47    128
   140    320       1.010    328     18     47     94     34    134
   140    330       0.848    383     23     73     97     38    128
   140    340       0.703    396     29     68     97     44    146
   140    350       0.597    412     22     67     98     25    139
   140    360       0.504    427     23     70     74     31    131
   140    370       0.424    431     22     84     94     29    146
   140    380       0.362    440     21     77     80     29    130
   140    390       0.309    387     13     67     84     36    126
   140    400       0.269    379     13     76     64     22    161
   140    410       0.229    415     15     62     56     22    138
   140    420       0.197    339     12     69     55     29    135
   140    430       0.170    337     13     54     41     24    165
   140    440       0.145    348     14     49     35     31    162
   140    450       0.128    296      9     45     32     18    166
   150    100    1604.000     17     11      7     21      2      1
   150    110     271.500     63     37     26    124     17      5
   150    120     164.400    105     43     32    148     20     14
   150    130     108.200    119     39     38    188     27     12
   150    140      74.840    113     55     43    182     18     12
   150    150      53.420    160     50     36    200     36     25
   150    160      39.310    190     61     37    183     41     32
   150    170      29.000    204     43     36    193     42     37
   150    180      22.080    217     39     46    193     32     34
   150    190      16.940    230     43     46    167     47     58
   150    200      13.010    253     36     45    159     54     60
   150    210      10.130    257     38     52    185     41     69
   150    220       7.974    253     38     59    166     43     67
   150    230       6.251    277     43     53    151     46     75
   150    240       5.033    308     38     50    154     41     78
   150    250       4.058    297     28     49    125     51     81
   150    260       3.270    284     30     51    124     44    118
   150    270       2.629    338     36     51    101     41    106
   150    280       2.130    288     24     46    104     52    124
   150    290       1.755    279     23     46    103     43    151
   150    300       1.450    307     24     50     94     49    137
   150    310       1.201    308     31     54     92     48    133
   150    320       1.001    332     15     40     81     34    124
   150    330       0.825    407     34     73    101     42    146
   150    340       0.696    406     25     71    100     47    164
   150    350       0.586    434     24     67     98     49    128
   150    360       0.497    455     21     68     93     38    138
   150    370       0.423    445     22     93     92     32    136
   150    380       0.358    448     20     74     73     32    138
   150    390       0.306    442     22     77     90     38    132
   150    400       0.261    446     11     76     67     19    123
   150    410       0.224    398     12     83     60     21    150
   150    420       0.193    390     16     61     54     23    122
   150    430       0.169    370     11     60     44     26    125
   150    440       0.144    340     12     60     42     16    140
   150    450       0.125    296      8     54     35     21    145
   160    100    1526.000     14      6      9     30      3      1
   160    110     260.800     84     50     21    126     16      7
   160    120     158.300    100     40     36    175     14     21
   160    130     104.900    129     60     33    189     31     22
   160    140      72.560    150     50     43    188     30     19
   160    150      51.910    169     53     44    195     32     19
   160    160      37.980    212     48     58    180     30     30
   160    170      28.520    218     53     60    183     39     35
   160    180      21.460    249     45     44    177     37     33
   160    190      16.390    234     45     51    214     37     50
   160    200      12.630    286     49     57    180     44     47
   160    210       9.908    297     36     35    158     36     49
   160    220       7.805    267     42     55    151     43     60
   160    230       6.196    329     31     51    162     41     83
   160    240       4.929    302     46     60    160     56     74
   160    250       3.966    296     44     67    164     57     78
   160    260       3.250    343     42     67    129     52     93
   160    270       2.580    324     30     52    115     50    116
   160    280       2.112    330     26     69    118     56    116
   160    290       1.722    293     29     57    106     56    136
   160    300       1.431    310     17     46    105     47    143
   160    310       1.185    339     23     50    106     38    126
   160    320       0.986    328     22     47     72     40    143
   160    330       0.815    422     29     95    114     33    162
   160    340       0.687    433     28     77    103     37    175
   160    350       0.575    465     31     91    104     43    126
   160    360       0.488    443     31     70     97     42    164
   160    370       0.420    398     29     92     78     43    168
   160    380       0.352    473     25     80     90     40    165
   160    390       0.298    450     23     79     82     33    144
   160    400       0.257    464     26     78     77     22    149
   160    410       0.222    451     16     80     69     26    143
   160    420       0.191    432     13     96     72     31    143
   160    430       0.164    436     17     67     64     16    140
   160    440       0.144    409     18     79     56     23    148
   160    450       0.123    388     17     69     49     19    167
   170    100    1410.000     24     12      5     27      4      1
   170    110     252.200     93     42     26    144     18     13
   170    120     151.700     98     50     31    170     23     20
   170    130     102.200    162     65     34    232     25      8
   170    140      69.960    155     66     42    227     37     25
   170    150      50.370    188     59     38    215     33     23
   170    160      37.100    198     59     38    205     43     30
   170    170      27.780    255     62     42    213     35     37
   170    180      20.930    204     61     46    214     46     47
   170    190      15.960    271     43     53    203     40     53
   170    200      12.310    264     56     58    214     43     54
   170    210       9.641    277     53     70    173     55     52
   170    220       7.553    310     53     57    174     44     66
   170    230       5.986    322     37     67    157     41     74
   170    240       4.856    321     48     52    168     49     95
   170    250       3.854    313     44     67    135     47     71
   170    260       3.126    342     39     66    169     45     86
   170    270       2.558    368     41     86    142     44    107
   170    280       2.062    347     33     60    173     42     97
   170    290       1.698    331     29     60    116     38    118
   170    300       1.399    365     29     64    109     47    127
   170    310       1.159    339     22     51    122     48    133
   170    320       0.962    371     18     65     72     38    140
   170    330       0.809    464     40     94    118     37    169
   170    340       0.673    458     38     98    130     37    164
   170    350       0.566    437     26    123    111     42    142
   170    360       0.483    469     24     84    110     36    162
   170    370       0.411    481     23     99     77     29    148
   170    380       0.347    467     19     87    109     39    164
   170    390       0.295    501     26     74     84     33    168
   170    400       0.250    448     24     54     94     31    156
   170    410       0.216    451     22     91     84     32    155
   170    420       0.189    420     16     81     71     11    141
   170    430       0.163    403     19     83     76     16    160
   170    440       0.140    426     13     64     67     22    152
   170    450       0.122    431     14     60     69     22    147
   180    100    1317.000     11     12     12     33      4      1
   180    110     241.700     72     50     19    143     22     12
   180    120     145.700    109     64     27    187     23     18
   180    130      97.460    135     74     49    240     42     15
   180    140      67.830    191     69     54    274     40     17
   180    150      48.970    227     79     39    235     34     27
   180    160      35.970    233     55     50    235     41     31
   180    170      27.090    233     61     47    233     45     45
   180    180      20.160    275     57     60    240     45     53
   180    190      15.540    302     54     59    221     49     63
   180    200      12.130    323     64     66    198     57     62
   180    210       9.493    310     49     58    228     48     71
   180    220       7.484    305     44     62    171     46     80
   180    230       5.915    304     51     65    213     45    102
   180    240       4.815    345     42     71    185     51     89
   180    250       3.828    375     50     73    167     62     92
   180    260       3.077    383     47     65    176     51     89
   180    270       2.507    394     35     76    140     44     89
   180    280       2.029    412     38     78    139     50    125
   180    290       1.670    360     46     76    132     34     99
   180    300       1.393    352     35     80    119     46    137
   180    310       1.122    331     21     66     96     42    164
   180    320       0.941    343     21     58     84     40    150
   180    330       0.800    470     46     98    140     37    163
   180    340       0.664    476     57     95    134     33    177
   180    350       0.561    506     37     86    130     54    149
   180    360       0.474    513     30    106    122     41    167
   180    370       0.400    497     32     81    110     38    166
   180    380       0.342    461     36     75    105     32    149
   180    390       0.290    483     26     93     83     34    149
   180    400       0.250    499     24     87     84     36    170
   180    410       0.215    486     27     90     79     36    175
   180    420       0.186    482     24    101     76     25    157
   180    430       0.160    460     26     90     85     27    133
   180    440       0.139    444     12     82     71     19    136
   180    450       0.121    405     16     68     65     29    134
   190    100    1216.000      2      2      0     21      1      1
   190    110     232.500     92     63     21    136     20      7
   190    120     142.300    109     70     42    186     33      9
   190    130      94.330    129     65     37    221     31     21
   190    140      65.980    186     89     48    264     36     33
   190    150      48.020    230     75     48    290     55     28
   190    160      35.050    245     85     59    271     61     45
   190    170      26.190    288     77     58    252     48     57
   190    180      19.670    287     64     59    237     48     47
   190    190      15.110    274     59     62    233     40     59
   190    200      11.790    321     56     67    196     35     72
