Nm3jbins 5
m0_binning   50  10  500  10
m12_binning  26  100  350  10
NscanPoints  1300
    m0    m12      Xsec     nsel    n_a    n_d      sb1     sb2     sb3     sb4     sb5  slmsb1  slmsb2  slmsb3  slmsb4  slmsb5   slsb1   slsb2   slsb3   slsb4   slsb5  slsig1  slsig2  slsig3  slsig4  slsig5
    20    130     168.300    210     22     43       21      20      29      23      16       3       9      13       4       2       1       8      17       5       2       4      10      19       8       7 
    20    140     110.100    256     27     53       18      34      41      27       8       4       6      10      11       4       6       6      17      12       6      10      12      27      13       6 
    20    150      74.600    317     26     63       15      22      45      26      13       7       4      12       4       3       5       7      13       7       3       7      14      27      16       6 
    20    160      54.350    370     35     79       17      25      48      29      18       4       5      11      11       7       5      10      14      12       4      17      17      40      17      10 
    20    170      38.970    366     30     55       15      26      37      19       8       5       5      12      11       3       7      12      14       5       4      14      23      40      14      11 
    20    180      28.590    424     35     78       19      28      44      32      10       0       5       7       6       4       4       7      14       7       4      17      24      33      15      15 
    20    190      21.620    526     30     89       23      26      47      25      15       2       4       3       8       1       5      10       8      14       4      20      31      48      20      17 
    20    200      16.400    507     42     93       12      24      37      28      17       3       7      11       7       1       5       7      20       5       9      17      38      52      42      22 
    20    210      12.610    535     32     93       18      22      33      24      15       2       5      10       4       3       3      14      11      10       1      29      28      61      40      15 
    20    220       9.831    549     22     95       12      25      34      22      10       6       5       7       7       2       9      14      14      11       3      27      48      62      35      29 
    20    230       7.647    518     37    101       10      17      25      24      17       6       5      10       8       1      11      10      12       6       9      34      62      83      33      30 
    20    240       6.056    560     30     96       10      21      32      23      10       0       6       8       2       5       4       7      25       7       3      30      60      96      42      35 
    20    250       4.842    578     33    109       11      21      20      11      13       5       5      10       8       4       9       5      10      10       2      34      59     116      51      28 
    20    260       3.882    584     23     98        9       8      23      12      11       2       5       7       3       4       7       8      16      11       9      40      44      92      79      27 
    20    270       3.116    576     23     92        5      20      28      14      10       2       7       6      11       3       6      12      17      10       9      34      68      95      55      34 
    20    280       2.528    576     23     98       11      23      22      31       4       5       5      10       6       6       4      10      11      10       6      38      73     121      63      44 
    20    290       2.073    550     15     94       11      13      17      10      11       4       7       8       6       3       8      12      11      14       9      35      59      99      91      31 
    20    300       1.708    641     23    111        4      17      17      19       9       4       3       8       4       5       3       8      13      11       7      44      74     127      87      45 
    20    310       1.389    599     21     92        8      10      16      11      13       4       5       9       2       2       4       9      16       7       3      46      63     112      81      41 
    20    320       1.173    626     12     95        3       8      21      13       9       4       5       8       3       2       3      10      18      12       4      57      51     114      76      41 
    20    330       0.964    561     14    118        5       7      18      16       8       1       3       9       4       3       2       9      19       6      10      30      69     123      96      53 
    20    340       0.819    611     14     95        4      10      10      10       6       2       4       4       8       4       1      11       9       8       6      43      73     109      76      61 
    20    350       0.690    599     20    102        2       2      14       8       6       2       4       9       6       2       4       7      14      11       5      40      64     114      71      53 
    30    100    9373.000      7      1      3        0       1       3       1       1       0       0       0       0       0       0       0       1       1       0       0       0       0       0       1 
    30    110    3743.000     12      3      2        4       0       6       3       1       1       2       2       1       0       0       0       0       0       0       2       1       2       1       0 
    30    120     309.200    149     24     24        7      15      39      33       6       3       3       5       8       3       4       5       7       7       1       6       5      13       9       3 
    30    130     167.200    199     29     37       21      15      38      16      17      11       8      11      12       6       8       9      17      10       7       7      12      28      10      14 
    30    140     109.300    256     31     53       14      28      43      17      13       4       6      11       7       3       8       9      14      13       1       4      11      30      16      14 
    30    150      74.510    267     31     60       22      20      62      29      16       5       7      13      10       6       8      11      13      10       3      16      23      37      18      11 
    30    160      53.330    368     28     70       14      27      48      29      22       6       9      12       7       6       6      13      22       5       9      17      27      33      15       8 
    30    170      38.860    409     31     60       17      27      55      21       9       5       3      20      12       5       6      12      11       8       4      19      21      46      29      16 
    30    180      28.830    443     30     66       18      39      40      21      11       6       5      17       7       3       6       6      13       7       8      12      18      38      16      16 
    30    190      21.550    480     24     85       27      22      36      26      16       2      10       7       3       5       3       5      15       8       7      14      20      46      23       6 
    30    200      16.280    562     34     95       11      32      40      24      12       5       3       6       5       2       4       8      11       7       5      13      27      55      26      16 
    30    210      12.500    541     35     77       13      29      50      24      17       3       3       9       6       3       6       5      10       8       2      15      33      56      42      23 
    30    220       9.794    565     16     87       24      26      44      20      13       5       1      10       4       4       3      16      24      10       6      24      49      76      43      26 
    30    230       7.708    603     28    110        7      17      28      25      12       5       2       8      10       3       7      12      11      10       5      16      38      81      37      24 
    30    240       6.046    603     22     98       12      18      37      22      14       5       2       3       2       2      10       8      10      12       3      21      40      84      49      29 
    30    250       4.817    596     24    104        7      22      25      23      15       3       5      16       8       3       5       9      13      10       6      28      55      89      50      32 
    30    260       3.854    555     26     84       12      12      32      16      15       4       4      12       8       2       6      13      11      12       2      42      64     101      65      34 
    30    270       3.104    602     19     98        8      11      23      20      13       2       7      13       4       4       4      10      21       6       1      39      57      84      64      28 
    30    280       2.529    613     15     97        9      21      17      18      10       1       4      10       8       4       6       6      15      13       6      35      61     116      54      35 
    30    290       2.056    606     19    102        7       8      19      13       8       2       6      12      13       6       7       9      17      10       4      41      80     116      82      39 
    30    300       1.698    662     15    100        9      13      24      14      10       0       6      11       6       4       3      12      14       7       6      48      55     108      76      35 
    30    310       1.395    605     21     92        3      20      17      19      14       1       4       7       7       5       1      12      14       7       4      52      51     116      91      37 
    30    320       1.166    643     17    111        5      10      23      17      15       7       4      11       8       2       5       9       8       9       5      43      64     106      82      38 
    30    330       0.975    597     16     75        6       9      18      16       6       3       5       4       5       6       2      10       4       6       6      33      61     128      90      41 
    30    340       0.817    581     18     94        6       4      14       8      14       6       0      10       7       1       3       7      10       8       7      44      64     123      79      37 
    30    350       0.687    529     13     79        5      10      18      11       9       2       3       3       7       2       6      15      15       9       5      53      71      98      79      48 
    40    100    9340.000      4      3      2        0       2       1       3       0       0       0       0       1       0       1       0       1       0       1       0       0       1       1       0 
    40    110    3652.000      8      4      2        0       2       4       5       1       0       0       0       1       0       1       0       1       2       0       1       1       1       2       0 
    40    120     306.400    127     21     31       10      17      30      19       9       4       5      12       4       4       5       5       7       7       4       4       6       9      11       4 
    40    130     164.900    191     22     38       13      27      32      21      13       5      14      16       4       6       7       8      17      11       7      13      11      22      13       7 
    40    140     107.100    275     39     54       19      30      52      23      17       2       6      16      14       6       9       3      21       9       8      21      22      28      22      14 
    40    150      73.830    270     29     55       20      27      40      31       9       4       5      13       7       4       5       8      12      13       4      13      12      40      19      11 
    40    160      52.330    368     28     46       17      23      38      31      12       4       7      14       6       3       4       9      23       7       5      15      20      37      19      16 
    40    170      38.530    402     36     79       13      27      43      22      13       7      11       9       6       2       8      13      17      13       4      14      18      34      17      19 
    40    180      28.480    428     37     75       13      30      45      20      18       2       4      12      10       6       4      12      13       8       6      16      23      53      26      13 
    40    190      21.190    490     35     90       16      22      38      28      17       3       7       3       4       2       4       8       7       1       3      10      26      37      28      14 
    40    200      16.260    537     25     94       12      29      53      26       7       1       7      13       8       4      11       6      19       9       7      19      30      50      34      22 
    40    210      12.500    555     28     97        6      16      41      20      13       2       7       7       3       0       5       5      12       3       3      14      27      48      27      10 
    40    220       9.642    580     29     95       14      29      39      19      15       2       4      17       3       2       2       5      17       8       7      25      31      56      36      26 
    40    230       7.556    591     28     95       19      23      30      22       7       4       6      14       7       3       2      11       9       8       7      16      51      75      39      22 
    40    240       6.006    608     33     84       13      14      29      30      13       4       5       8       3       4       1       6      14       8       7      19      50      68      49      31 
    40    250       4.812    650     23     98        7      20      26      15      15       3       5       9       6       2       4       9      17       4       5      34      67      93      57      40 
    40    260       3.802    636     31    101       10      16      28      23       9       4       5       8       6       8       6       6      18       8       7      39      54     104      59      33 
    40    270       3.093    655     29     91        9      14      25      18       8       3       3       4       5       4       4      11      14       7       6      47      52     118      56      29 
    40    280       2.496    653     28    102       11      12      25      21      12       6       3      11      11       4       7       6      15       7       8      32      59      99      61      31 
    40    290       2.075    651     18    100        3       8      23      15      11       3       3       7       4       4      10       6       8       9       4      40      53      96      54      34 
    40    300       1.683    639     23     99        4       7      19      16      12       4       3       5       5       6       8       4      15      12       3      41      57     118      78      43 
    40    310       1.383    645     32     95        9      15      18      16       9       8       6      10       4       4       7       8      14      14       4      47      70     110      83      44 
    40    320       1.146    622     15    122        6       6      28      10       4       3       7       9       7       3       6       5      19      14       5      35      83     106      82      59 
    40    330       0.956    646     19     99        6      10      14      21      12       8       2       8       8       2       3       5      13       9       9      50      62     118      84      24 
    40    340       0.803    609     16     89        7       8      12      10      10       2       4      10       3       2       6       5      15       9       4      37      62     118      74      42 
    40    350       0.676    580     19    100        7       7      20      13       7       1       4      10       6       4       8       8      16       5       5      40      54     125      54      33 
    50    100    9202.000      7      5      2        1       1       2       1       1       0       0       0       2       1       0       0       0       0       0       1       0       0       0       0 
    50    110    3557.000     13      1      3        1       0       3       2       2       0       2       2       0       1       0       0       1       1       0       0       0       0       1       1 
    50    120     295.200    149     23     27        9      15      36      10      11       3       3      14       5       3       4       6       9       7       5       7      10      19       5       4 
    50    130     162.600    212     29     42       13      25      44      27       8       5       9      21       7       7       8       9      16      10       5       4      14      31      14       5 
    50    140     106.000    252     27     50       16      27      34      30      12       9      12      20      11       2       5       8      19      11       3       7      16      35       8       4 
    50    150      72.510    312     38     67       23      26      37      25      12       5       8      11       7       9       6      11      21      12       6      15      14      40      25      14 
    50    160      52.230    345     34     73       12      25      52      43      22      11      13      10       9       2       4       8      12      14       5      11      24      43      21       8 
    50    170      37.990    405     28     66       20      27      52      32      16       3       5      13       3       4       2      11      17       6       4      18      19      31      26      15 
    50    180      28.190    443     31     84       12      29      38      23      20       7       3       8       3       7       4      13      21       8       6      16      17      36      29      15 
    50    190      20.880    457     29     80       25      25      43      26      18       4       6      10       5       3       4      12      13       5       6      23      22      63      25      17 
    50    200      15.960    512     28     67       17      23      42      23       6       6       7      12      12       2       7       8      10      10       3      24      34      58      32      17 
    50    210      12.300    514     27    101       13      24      39      23      12       6      11       6       7       3       7      10      17       6       3      22      36      61      35      23 
    50    220       9.520    618     37    106       18      29      41      22      11       4       6       9       7       4      12       6      14       3       4      24      37      45      27      19 
    50    230       7.523    640     28    119       10      26      42       7      17       2       8      14       5       3       6       6      11       7       6      20      29      56      42      17 
    50    240       5.970    642     28    100       13      18      32      30      16       3       6       4       5       3       1       7       8       5       7      37      41      73      47      28 
    50    250       4.770    654     27    104       13      30      33      27      11       1       6       5       6       5       3       5      13       6       4      25      46      78      47      23 
    50    260       3.783    621     38     87       12      15      39      28      10       3       7       8       4       3       1       9      25      11       6      33      45      78      46      25 
    50    270       3.074    668     15     90        9      13      27      23       9       3       7       8       5       3       3       4      12       2       2      31      52      89      57      25 
    50    280       2.500    642     23    101        9      16      25      23      16       5       3       4       9       4       5       9      13      16       4      37      61      98      59      27 
    50    290       2.026    653     21     96        8      13      19      22      11       3       6      12       3       0       3       8      14       8       3      39      52      86      72      34 
    50    300       1.678    673     14    103        8      15      26      29      16       2      10       6       6       4       1       4      17       4       3      37      56     102      87      38 
    50    310       1.365    674     21    116        9      14      33      11      11       0       4       7       7       5       5       8       7      10       3      42      64     105      64      45 
    50    320       1.142    681     20    103       15      13      26      14       3       5       6       7       4       7       4      12      12      10       3      36      54      93      66      31 
    50    330       0.957    662     19    105        3       8      16       9      13       2       0       4       3       2       5       9      18       5       6      37      72     102      96      48 
    50    340       0.800    599     16    115        8      11      18       7       7       3       3      10       7       2       6       7       8       8       3      36      62     110      61      46 
    50    350       0.667    606     13     95        6      12      25      15      11       3       6      11       8       3       5       7       8       7       6      37      58     121     101      36 
    60    100    9043.000      5      3      1        0       0       1       0       0       0       0       1       0       0       0       0       5       0       1       0       0       1       0       0 
    60    110    3430.000     21      5      3        2       5       2       1       2       0       1       2       0       2       0       1       3       0       0       0       0       2       0       0 
    60    120     292.200    159     18     23       11      13      35      23       4       4       5       8       9       4       3       3       9       4       3       5       7      10       7       2 
    60    130     161.800    215     24     54       13      31      45      26      12       5      12      13      13       2      10       9      10      10       3       7      15      19      14       8 
    60    140     102.900    277     41     78       19      17      39      44      10       5       7      15      13       1       5       9      10      12       4       8      20      33      18       9 
    60    150      71.510    293     42     66       19      42      42      29      14       5      16      15      13       3      11      10      23      15      11       6      20      39      22      15 
    60    160      50.920    346     41     49       16      20      44      29      16       1       9      26      15       6       9      10      15      10       6      19      23      37      35      10 
    60    170      37.740    402     33     76       23      19      39      23      26       6       4      16       7       5       5      11      26      12       4      12      23      40      29      15 
    60    180      27.860    445     40     90       17      30      48      31      13       4       7       6       7       3      12       8      18       8       5      19      31      45      37      13 
    60    190      20.950    468     23     93       21      27      43      26       5       3       6       8       6       7       5       7      19       8       6      17      27      49      40      27 
    60    200      15.760    525     25     90       20      28      46      31      16       6       3      10       8       5       5      10      19      14       4      14      33      47      29      15 
    60    210      12.090    592     32     86       15      16      43      22      13       2       4       8       7       2       7      11       9       8       5      28      41      55      29      20 
    60    220       9.651    534     40     97       17      27      36      31      15       5       6      12       7       5       7       9      14      13       5      28      45      63      34      27 
    60    230       7.458    621     25     88        9      19      38      27      11       0       7      10      10       1       7      12      13       7       4      24      42      63      51      16 
    60    240       5.843    678     34    113       12      30      47      25      12       0       3       9       4       6       4       6      10       5       3      13      36      55      39      23 
    60    250       4.654    694     26    112       14      21      36      20      20       1       8       9       8       4       3       7      13       5       1      12      39      62      49      17 
    60    260       3.748    643     27    115       10      17      44       9      10       1       0       8       7       2       5      10      11      11       2      29      41      88      43      29 
    60    270       3.036    670     32    116       13      18      31      21      16       1       3       7       5       4       3       1       2      10       5      33      43      93      44      29 
    60    280       2.457    677     27    125       11      15      29      21      14       4       3       2       8       3       3       4      12       7       5      29      53      93      54      26 
    60    290       2.001    671     25    115       11      21      32      10       8       1       4       8       7       1       5      10      14       7       4      33      57      97      69      31 
    60    300       1.663    780     27    112        8      13      34      19       8       5       2       5       3       2       6       5      15       9       6      33      55      95      68      29 
    60    310       1.372    740     31    127       10      17      29      16      12       7       5      10       3       1       3       4       5      12       3      33      46      99      58      41 
    60    320       1.135    747     18    116       10      23      29      21       9       3       6      10      10       7       4       8      14       9       5      35      70      88      84      47 
    60    330       0.949    725     26    124       12      13      24      11      12       3       5       9       4       5       6       5      12      10      10      44      55     128      76      50 
    60    340       0.795    700     14    117        5       7      18      15       7       0       7       6       4       4       3       5      11       6       3      23      61     102      85      44 
    60    350       0.672    628     18    116        7       8      21      16       5       3       3       8       3       4       4       7       8       6       8      38      62     108      78      53 
    70    100    8951.000      4      3      2        0       1       2       1       0       0       1       1       1       0       0       1       0       0       0       0       0       1       0       0 
    70    110    3300.000     24      2      3        0       3       6       2       1       0       1       0       0       0       1       0       0       2       0       1       1       1       0       0 
    70    120     279.400    161     30     25       10      26      19      23      11       6       7      13       6       2       5      10      14       4       6       5       6      14       6       1 
    70    130     156.900    241     34     54       21      20      55      34       8      10       2      11      16       5       8       7      12       5       4       7      12      25      13       8 
    70    140     101.600    288     43     54       27      17      38      28       9       5       9      13       6       7       5      11      15      12       6      11      19      29      15       5 
    70    150      70.680    305     38     61       28      34      46      22       8       5      10      16       9       5       8      15      21      17       8       9      19      43      17      11 
    70    160      50.610    343     34     88       22      40      54      30      15       7      11      17      18       8      11      14      15       9       5      17      26      48      24      10 
    70    170      36.870    363     35     87       20      28      47      23      11       9      12      15      18       8      11       8      25      12       6      32      25      57      34      14 
    70    180      27.240    456     44     87        9      28      59      36      11       7       8      22      10       4       6      15      28       9       9      22      34      38      27      17 
    70    190      20.350    478     32     77       18      25      49      23      20      13       9      13      10       4       3       9      19      15      15      15      28      53      37      16 
    70    200      15.660    482     41     96       18      27      46      37       7       3       6      13       6       6       8      16      19      15       6      19      28      42      40      19 
    70    210      11.990    566     30    114       22      23      49      21      20       3       5      11       9       2       3      10      19       8       2      26      28      65      36      22 
    70    220       9.381    587     30     91       13      30      42      18      10      10       3      10       7       5       5      10      11      17       9      20      41      64      36      17 
    70    230       7.340    635     41    106       13      19      36      28      13       3       5      10       8       2       5      11      11       6       3      22      39      79      38      20 
    70    240       5.890    610     30    108       20      28      49      14       9       4       5      14       8       4       7      11      20       7       4      21      42      85      40      22 
    70    250       4.587    644     23    103       11      13      35      18      15       3       3      12       3       5       4      13      10       6       7      31      50      68      42      14 
    70    260       3.690    706     23    110        8      17      38      20      12       3       5      16       9       1       3       7      17       8       4      25      35      86      55      20 
    70    270       2.950    706     29    124        9      24      39      21       8       3       6      13       3       5       4       6      19       1       4      24      56      84      47      33 
    70    280       2.468    714     34    135       10      19      36      23      14       3       8      13       5       2       3      10      19       8       5      29      48      71      51      26 
    70    290       1.969    665     18    120        7      23      26      20       8       3       3       7       5       1       2       5      20       8       6      45      55      83      57      37 
    70    300       1.645    821     37    129        8      14      34      19      13       2       4      14       6       1       4       5      10       6       6      39      52     100      41      33 
    70    310       1.359    793     23    159       14      14      32      20       8       0       5      10       4       4       3       9      10      13       1      34      55     107      79      48 
    70    320       1.116    776     32    139       12      24      43      20      11       4       6       6       4       5       7       8      16      13       8      27      55     102      64      33 
    70    330       0.939    740     17    145        5       9      21      16      13       5       3       3       2       2      10       6      16       7       7      35      68     109      90      49 
    70    340       0.779    696     21    122        4      10      17      17       7       1       6       9       5       8       7       9      10       3      11      33      77     102      52      51 
    70    350       0.661    730     20    108        9      11      21      12       6       1       2       6       6       1       2       7      16       8       5      37      68     120      85      45 
    80    100    8796.000      7      3      2        0       0       3       0       2       0       0       2       1       0       0       0       1       0       0       0       0       2       0       0 
    80    110    3135.000     11      8      4        0       2       6       4       1       1       0       1       0       0       0       0       2       0       1       1       0       2       1       0 
    80    120     270.300    157     23     39       11      17      30      27      11       1       6      10       3       4       2      10       9       6       1       5       7      11      13       2 
    80    130     152.100    261     33     50       20      28      36      21      13       1      11      17       9       4      10       5      25      10       2      12       5      21      15       3 
    80    140     100.000    312     45     57       16      19      51      30      13       8      14      18      10       3       6       6      22      11       6      14      10      25      21       6 
    80    150      68.570    321     41     63       19      25      47      26      10       3      13      24       8       6       6       9      30       7       6      15      19      36      23      10 
    80    160      49.280    369     35     93       18      41      52      42      17       4      11      18      15       7      13      12      19      16      12      21      30      46      28       7 
    80    170      36.540    406     47     71       18      35      56      31      12       7      10      16      13       4       8      21      20      17       7      25      22      61      26      12 
    80    180      26.600    409     37     92       18      44      46      38      16       8       8      17      13       6       3      10      26      10       5      26      38      57      28      25 
    80    190      20.140    455     41     79       15      27      46      31      18       4      10      12      14      11       4      15      24      20       5      21      34      63      42      13 
    80    200      15.360    487     37     80       12      20      37      22      17       7       5      18       3       2       0      13      17      12       5      31      26      70      34      14 
    80    210      11.850    559     35     82       17      37      34      30      17       7       8      14       9       2       2       9      13      10       4      28      30      56      33      18 
    80    220       9.228    560     34    110       18      27      39      23      18       6       5      12       6       2       3       6      17       8       5      24      30      73      29       8 
    80    230       7.190    626     34    118       10      18      35      27      20       3       3      10       3       5       4       7      11      12       2      22      37      71      46      25 
    80    240       5.725    582     27     99       17      14      30      20      12       3       7       7       3       2       8       7      19       8       8      28      31      63      41      31 
    80    250       4.554    617     33    119       19      27      38      24      11       5       4      11       9       3       5      11      16       7       6      19      47      76      48      28 
    80    260       3.669    668     40    116        8      24      27      20      18       3       8      13      11       3       2       9      23      12       5      26      39      87      33      30 
    80    270       2.935    703     37    147       11      38      50      36      12       6       6       8       8       1       5       7      18      13       2      27      40      94      41      29 
    80    280       2.414    725     27    151        8      20      39      19      11       4      10      10       1       2       5      12      15      17       4      24      55      65      39      22 
    80    290       1.949    746     18    141        9      19      33      26      10       3       3       6       4       2       4       7      12       8       4      26      58      74      57      21 
    80    300       1.601    857     37    157       13      26      46      22      15       2       5       9       5       1       4      12      12       6       0      39      63      92      50      34 
    80    310       1.328    906     44    179        9      26      28      35      18       6       4       6      11       3       4       6      16      11       3      29      56      95      61      28 
    80    320       1.112    877     26    182        9      16      19      28      18       4       2       9       6       5       1       6      11       9       6      25      51     113      49      33 
    80    330       0.930    843     27    168       16      20      35      21      15       3       5       7       6       0       1       7      17      10       6      35      54     109      83      40 
    80    340       0.779    769     17    153        8      12      26      17      11       5       2       7       7       1       6       5      16      11       7      36      58     112      67      34 
    80    350       0.653    757     20    125        7      10      25      13      12       6       3       3       4       1       5       6      17      10       2      46      50     121      81      36 
    90    100    8663.000     12      3      0        2       1       3       1       0       0       0       0       0       0       2       0       0       0       0       0       0       0       2       0 
    90    110    2962.000     16      4      5        2       2       3       5       1       0       1       0       3       0       0       0       1       2       0       0       0       4       1       0 
    90    120     260.400    150     32     39       19      25      46      21       9       6       4       9       4       5       1       5      12       3       1       5       6      15       7       4 
    90    130     148.900    237     42     43       26      23      46      24      13       8       2       8       7       5       6      11      13       7       2       8       7      14      12       8 
    90    140      97.930    282     43     65       26      25      48      32      23       6      12      16      12       4       6       9      20      12       3      10      18      28      13      12 
    90    150      67.580    368     52     67       21      29      65      32      13       8      13      17       7       0       7       9      16       7       4      18      30      31       9       6 
    90    160      48.330    398     37     74       24      34      59      33      28       8      11      12      10       9       9       7      16      19       3      13      25      44      26       6 
